ID	datasetName	informationWithheld	TaxonID	class	order	family	genus	species	scientificNameAuthorship	verbatimIdentification	scientificName	Classified	taxonRank	Lineage	dateIdentified	identifiedBy	decimalLatitude	decimalLongitude	geodeticDatum	elevationInMeters	verticalDatum	locationID	locality	municipality	stateProvince	region	country	locationRemarks	habitat	MeasurementOrFact	references	basisOfRecord	rightsHolder	Input.into.DB.-.name
691	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	n. sp. J1		Schellencandona sp. J1, 2006	Schellencandona n. sp. J1		SPECIES		2006	NA	46,395993	5,551676	WGS84	359	provided	NA	Soucre du Moulin d'Arinthod	Arinthod	Jura	Jura	France	karstSaturated Zone  	Spring	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Jura: France	F. Malard: M.-J. Dole-Olivier: Lyon: France	Marmonier P.
692	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	n. sp. J1		Schellencandona sp. J1, 2006	Schellencandona n. sp. J1		SPECIES		2006	NA	46,453675	5,559638	WGS84	360	provided	NA	Source de Drevel - Chamberia	Chamberria	Jura	Jura	France	karstSaturated Zone  	Spring	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Jura: France	F. Malard: M.-J. Dole-Olivier: Lyon: France	Marmonier P.
693	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	n. sp. J1		Schellencandona sp. J1, 2006	Schellencandona n. sp. J1		SPECIES		2006	NA	46,059319	5,564145	WGS84	749	provided	NA	Source Le Flaret - Outriaz	Outriaz	Jura	Jura	France	karstSaturated Zone  	Spring	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Jura: France	F. Malard: M.-J. Dole-Olivier: Lyon: France	Marmonier P.
694	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	n. sp. J1		Schellencandona sp. J1, 2006	Schellencandona n. sp. J1		SPECIES		2006	NA	46,440926	5,604692	WGS84	474	provided	NA	Source captage - Fetigny (Buse)	Fetigny	Jura	Jura	France	karstSaturated Zone  	Spring	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Jura: France	F. Malard: M.-J. Dole-Olivier: Lyon: France	Marmonier P.
695	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	n. sp. J1		Schellencandona sp. J1, 2006	Schellencandona n. sp. J1		SPECIES		2006	NA	46,451416	5,607199	WGS84	556	provided	NA	Sources Combe Bernay - Fetigny	Fetigny	Jura	Jura	France	karstSaturated Zone  	Spring	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Jura: France	F. Malard: M.-J. Dole-Olivier: Lyon: France	Marmonier P.
696	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	n. sp. J1		Schellencandona sp. J1, 2006	Schellencandona n. sp. J1		SPECIES		2006	NA	46,154235	5,608653	WGS84	499	provided	NA	Source de la Doye - nantua	Nantua	Jura	Jura	France	karstSaturated Zone  	Spring	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Jura: France	F. Malard: M.-J. Dole-Olivier: Lyon: France	Marmonier P.
697	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	n. sp. J2		Schellencandona sp. J2, 2006	Schellencandona n. sp. J2		SPECIES		2006	NA	46,327042	5,505737	WGS84	527	provided	NA	Source Mongefond 2	Vosbles	Jura	Jura	France	karstUnsaturated Zone  	Spring	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Jura: France	F. Malard: M.-J. Dole-Olivier: Lyon: France	Marmonier P.
698	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	n. sp. J2		Schellencandona sp. J2, 2006	Schellencandona n. sp. J2		SPECIES		2006	NA	46,334062	5,508434	WGS84	612	provided	NA	Source Mongefond 1	Vosbles	Jura	Jura	France	karstUnsaturated Zone  	Spring	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Jura: France	F. Malard: M.-J. Dole-Olivier: Lyon: France	Marmonier P.
699	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	n. sp. J2		Schellencandona sp. J2, 2006	Schellencandona n. sp. J2		SPECIES		2006	NA	46,359252	5,55589	WGS84	446	calculated	NA	Puits Niel - St Hymetiere, 	Saint Hymetiere	NA	NA	France	Well	Well	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Jura: France	F. Malard: M.-J. Dole-Olivier: Lyon: France	Marmonier P.
700	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	n. sp. J2		Schellencandona sp. J2, 2006	Schellencandona n. sp. J2		SPECIES		2006	NA	46,358599	5,557646	WGS84	449	calculated	NA	Puits Buisset - St Hymetiere, 	Saint Hymetiere	NA	NA	France	Well	Well	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Jura: France	F. Malard: M.-J. Dole-Olivier: Lyon: France	Marmonier P.
701	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	n. sp. J2		Schellencandona sp. J2, 2006	Schellencandona n. sp. J2		SPECIES		2006	NA	46,395389	5,591842	WGS84	561	provided	NA	CAPTAGE DE NEGLIA A(Gr.du-)	Arinthod	Jura	Jura	France	karstUnsaturated Zone  	Spring	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Jura: France	F. Malard: M.-J. Dole-Olivier: Lyon: France	Marmonier P.
702	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	n. sp. J3		Schellencandona sp. J3, 2006	Schellencandona n. sp. J3		SPECIES		2006	NA	46,123736	5,47307	WGS84	559	provided	NA	Source de la Balmette - Challes	Challes la Montagne	Jura	Jura	France	karstSaturated Zone  	Spring	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Jura: France	F. Malard: M.-J. Dole-Olivier: Lyon: France	Marmonier P.
703	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	n. sp. J3		Schellencandona sp. J3, 2006	Schellencandona n. sp. J3		SPECIES		2006	NA	46,416946	5,50037	WGS84	500	provided	NA	Source captee - Montrevel	Montrevel	Jura	Jura	France	karstSaturated Zone  	Spring	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Jura: France	F. Malard: M.-J. Dole-Olivier: Lyon: France	Marmonier P.
704	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	n. sp. J3		Schellencandona sp. J3, 2006	Schellencandona n. sp. J3		SPECIES		2006	NA	46,174858	5,50355	WGS84	619	provided	NA	Source NÂ°2 - Volognat	Volognat	Jura	Jura	France	karstSaturated Zone  	Spring	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Jura: France	F. Malard: M.-J. Dole-Olivier: Lyon: France	Marmonier P.
705	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	n. sp. J5		Schellencandona sp. J5, 2011	Schellencandona n. sp. J5		SPECIES		2011	NA	45,876133	4,841021	WGS84	177	provided	NA	Fontaine Camille	Neuville sur SaÃ´ne	RhÃ´ne	RhÃ´ne-Alpes	France	spring	Spring	stygobiont	Unpublished Data: P. Marmonier	Unpublished Data: P. Marmonier	P. Marmonier: Lyon: France	Marmonier P.
706	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	malardi	Issartel & Marmonier, 2025	Schellencandona sp. Alp 1, 2025	Schellencandona malardi Issartel & Marmonier, 2025	TRUE	SPECIES		NA	NA	44,5023	5,0889	WGS84	446	provided	NA	Lez River at Montjoux	Montjoux	DrÃ´me	RhÃ´ne-Alpes	France	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Issartel, C., & Marmonier, P. (2025). Description of five new species of Schellencandona Meisch, 1996 (Ostracoda: Candoninae) from the southern French Alps, a highly diversified area for groundwater ostracods. European Journal of Taxonomy, 1022(1), 85–133. https://doi.org/10.5852/ejt.2025.1022.3083	Unpublished Data: P. Marmonier	P. Marmonier: Lyon: France	Marmonier P.
706,5	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	danielopoli	Issartel & Marmonier, 2025	Schellencandona sp. Alp 1, 2025	Schellencandona danielopoli Issartel & Marmonier, 2025	TRUE	SPECIES		NA	NA	44,5023	5,0889	WGS84	446	provided	NA	Lez River at Montjoux	Montjoux	DrÃ´me	RhÃ´ne-Alpes	France	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Issartel, C., & Marmonier, P. (2025). Description of five new species of Schellencandona Meisch, 1996 (Ostracoda: Candoninae) from the southern French Alps, a highly diversified area for groundwater ostracods. European Journal of Taxonomy, 1022(1), 85–133. https://doi.org/10.5852/ejt.2025.1022.3083			
707	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	danielopoli	Issartel & Marmonier, 2025	Schellencandona sp. Alp 1, 2025	Schellencandona danielopoli Issartel & Marmonier, 2025	TRUE	SPECIES		NA	NA	44,419505	4,909477	WGS84	207	provided	NA	Lez River at Grignan	Grignan	DrÃ´me	RhÃ´ne-Alpes	France	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Issartel, C., & Marmonier, P. (2025). Description of five new species of Schellencandona Meisch, 1996 (Ostracoda: Candoninae) from the southern French Alps, a highly diversified area for groundwater ostracods. European Journal of Taxonomy, 1022(1), 85–133. https://doi.org/10.5852/ejt.2025.1022.3083	Unpublished Data: P. Marmonier	P. Marmonier: Lyon: France	Marmonier P.
708	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	danielopoli	Issartel & Marmonier, 2025	Schellencandona sp. Alp 1, 2025	Schellencandona danielopoli Issartel & Marmonier, 2025	TRUE	SPECIES		NA	NA	44,381	5,4255	WGS84	534	provided	NA	Eygues River at Verclauze	Verclauze	DrÃ´me	RhÃ´ne-Alpes	France	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Issartel, C., & Marmonier, P. (2025). Description of five new species of Schellencandona Meisch, 1996 (Ostracoda: Candoninae) from the southern French Alps, a highly diversified area for groundwater ostracods. European Journal of Taxonomy, 1022(1), 85–133. https://doi.org/10.5852/ejt.2025.1022.3083	Unpublished Data: P. Marmonier	P. Marmonier: Lyon: France	Marmonier P.
709	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	danielopoli	Issartel & Marmonier, 2025	Schellencandona sp. Alp 1, 2025	Schellencandona danielopoli Issartel & Marmonier, 2025	TRUE	SPECIES		NA	NA	44,2322	5,1397	WGS84	256	provided	NA	OuvÃ¨ze River at Entrechaux	Entrechaux	Vaucluse	Provence	France	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Issartel, C., & Marmonier, P. (2025). Description of five new species of Schellencandona Meisch, 1996 (Ostracoda: Candoninae) from the southern French Alps, a highly diversified area for groundwater ostracods. European Journal of Taxonomy, 1022(1), 85–133. https://doi.org/10.5852/ejt.2025.1022.3083	Unpublished Data: P. Marmonier	P. Marmonier: Lyon: France	Marmonier P.
710	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	danielopoli	Issartel & Marmonier, 2025	Schellencandona sp. Alp 1, 2025	Schellencandona danielopoli Issartel & Marmonier, 2025	TRUE	SPECIES		NA	NA	44,6567	5,7112	WGS84	1018	provided	NA	Grand Buech River	Luce la Croix haute	Hautes-Alpes	Provence	France	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Issartel, C., & Marmonier, P. (2025). Description of five new species of Schellencandona Meisch, 1996 (Ostracoda: Candoninae) from the southern French Alps, a highly diversified area for groundwater ostracods. European Journal of Taxonomy, 1022(1), 85–133. https://doi.org/10.5852/ejt.2025.1022.3083	Unpublished Data: P. Marmonier	P. Marmonier: Lyon: France	Marmonier P.
711	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	danielopoli	Issartel & Marmonier, 2025	Schellencandona sp. Alp 1, 2025	Schellencandona danielopoli Issartel & Marmonier, 2025	TRUE	SPECIES		NA	NA	44,5608	5,8952	WGS84	879	provided	NA	Petit Buech River	Montmaure	Hautes-Alpes	Provence	France	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Issartel, C., & Marmonier, P. (2025). Description of five new species of Schellencandona Meisch, 1996 (Ostracoda: Candoninae) from the southern French Alps, a highly diversified area for groundwater ostracods. European Journal of Taxonomy, 1022(1), 85–133. https://doi.org/10.5852/ejt.2025.1022.3083	Unpublished Data: P. Marmonier	P. Marmonier: Lyon: France	Marmonier P.
712	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	danielopoli	Issartel & Marmonier, 2025	Schellencandona sp. Alp 1, 2025	Schellencandona danielopoli Issartel & Marmonier, 2025	TRUE	SPECIES		NA	NA	44,2013	5,9209	WGS84	466	provided	NA	Buech River	Sisteron	Hautes-Alpes	Provence	France	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Issartel, C., & Marmonier, P. (2025). Description of five new species of Schellencandona Meisch, 1996 (Ostracoda: Candoninae) from the southern French Alps, a highly diversified area for groundwater ostracods. European Journal of Taxonomy, 1022(1), 85–133. https://doi.org/10.5852/ejt.2025.1022.3083	Unpublished Data: P. Marmonier	P. Marmonier: Lyon: France	Marmonier P.
713	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	danielopoli	Issartel & Marmonier, 2025	Schellencandona sp. Alp 1, 2025	Schellencandona danielopoli Issartel & Marmonier, 2025	TRUE	SPECIES		NA	NA	44,0412	6,1025	WGS84	501	provided	NA	Les Duyes River	Mallemoisson	Alpes de Haute Provence	Provence	France	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Issartel, C., & Marmonier, P. (2025). Description of five new species of Schellencandona Meisch, 1996 (Ostracoda: Candoninae) from the southern French Alps, a highly diversified area for groundwater ostracods. European Journal of Taxonomy, 1022(1), 85–133. https://doi.org/10.5852/ejt.2025.1022.3083	Unpublished Data: P. Marmonier	P. Marmonier: Lyon: France	Marmonier P.
714	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	capderreyae	Issartel & Marmonier, 2025	Schellencandona sp. Alp 2, 2025	Schellencandona capderreyae Issartel & Marmonier, 2025	TRUE	SPECIES		NA	NA	44,1668	5,9251	WGS84	468	provided	NA	Jabron River	Noyers sur Jabron	Alpes de Haute Provence	Provence	France	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Issartel, C., & Marmonier, P. (2025). Description of five new species of Schellencandona Meisch, 1996 (Ostracoda: Candoninae) from the southern French Alps, a highly diversified area for groundwater ostracods. European Journal of Taxonomy, 1022(1), 85–133. https://doi.org/10.5852/ejt.2025.1022.3083	Unpublished Data: P. Marmonier	P. Marmonier: Lyon: France	Marmonier P.
715	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	mercantourensis	Issartel & Marmonier, 2025	Schellencandona sp. Alp 3, 2025	Schellencandona mercantourensis Issartel & Marmonier, 2025	TRUE	SPECIES		NA	NA	44,2344	6,9492	WGS84	1080	provided	NA	TinÃ©e River	St Etienne de TinÃ©e	Alpes Maritimes	Provence	France	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Issartel, C., & Marmonier, P. (2025). Description of five new species of Schellencandona Meisch, 1996 (Ostracoda: Candoninae) from the southern French Alps, a highly diversified area for groundwater ostracods. European Journal of Taxonomy, 1022(1), 85–133. https://doi.org/10.5852/ejt.2025.1022.3083	Unpublished Data: P. Marmonier	P. Marmonier: Lyon: France	Marmonier P.
716	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	mercantourensis	Issartel & Marmonier, 2025	Schellencandona sp. Alp 3, 2025	Schellencandona mercantourensis Issartel & Marmonier, 2025	TRUE	SPECIES		NA	NA	44,1789	6,6206	WGS84	1225	provided	NA	Verdon River	Colmars les Alpes	Alpes de Haute Provence	Provence	France	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Issartel, C., & Marmonier, P. (2025). Description of five new species of Schellencandona Meisch, 1996 (Ostracoda: Candoninae) from the southern French Alps, a highly diversified area for groundwater ostracods. European Journal of Taxonomy, 1022(1), 85–133. https://doi.org/10.5852/ejt.2025.1022.3083	Unpublished Data: P. Marmonier	P. Marmonier: Lyon: France	Marmonier P.
717	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	claretae	Issartel & Marmonier, 2025	Schellencandona sp. Alp 4, 2025	Schellencandona claretae Issartel & Marmonier, 2025	TRUE	SPECIES		NA	NA	43,8793	5,9051	WGS84	335	provided	NA	Asse River	Oraison	Alpes de Haute Provence	Provence	France	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Issartel, C., & Marmonier, P. (2025). Description of five new species of Schellencandona Meisch, 1996 (Ostracoda: Candoninae) from the southern French Alps, a highly diversified area for groundwater ostracods. European Journal of Taxonomy, 1022(1), 85–133. https://doi.org/10.5852/ejt.2025.1022.3083	Unpublished Data: P. Marmonier	P. Marmonier: Lyon: France	Marmonier P.
718	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona		Meisch, 1996	Schellencandona sp Kenderov & Apostolov 2008	Schellencandona Meisch, 1996	TRUE	GENUS		2008	NA	42,27982	23,52077	WGS84	1194	calculated	NA	Iskar River: site 14	NA	NA	NA	Bulgaria	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Kenderov L. and Apostolov A. 2008. Composition and structure of hyporheal crustacean complex of Iskar River valley in different environmental conditions. Natura Montenegrina, Podgorica 7 (2): 145-167.	Literature: P. Marmonier	NA	Marmonier P.
719	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	mira	(Sywula, 1976)	Pseudocandona mira (Sywula, 1976)	Schellencandona mira (Sywula, 1976)	TRUE	SPECIES		1986	NA	49,509451	19,113039	WGS84	490	provided	NA	Wells, Rajcza, Tatra Mts, Poland.	Rajcza	II 7	NA	Poland	Well	Well	stygobiont	Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278.	Literature: D. Eme	NA	Marmonier P.
720	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Schellencandona	mira	(Sywula, 1976)	Pseudocandona mira (Sywula, 1976)	Schellencandona mira (Sywula, 1976)	TRUE	SPECIES		1986	NA	49,320921	19,826858	WGS84	845	provided	NA	Wells Witow, Tatra Mts Poland	Witow	II 7	NA	Poland	Well	Well	stygobiont	Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278.	Literature: D. Eme	NA	Marmonier P.
814	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Typhlocypris	eremita	(Vejdovsky, 1882)	Typhlocypris sp (cf eremita) 2004	Typhlocypris eremita (Vejdovsky, 1882)	TRUE	SPECIES	cf.	2004	NA	45,569233	10,901767	WGS84	292	provided	NA	Gardane spring	San Rocco	Lessinian Mountains	Lessinian Mountains	Italy	karstSaturated Zone  	Spring	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
815	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Typhlocypris	eremita	(Vejdovsky, 1882)	Typhlocypris sp (cf eremita) 2004	Typhlocypris eremita (Vejdovsky, 1882)	TRUE	SPECIES	cf.	2004	NA	45,428333	11,308333	WGS84	31	calculated	NA	Monteforte D'Alpone Loc.Bosco, 	Sarmazza	Italy	NA	Italy	Unconsolidated Sediment Phreatic Zone  	Interstitial - Phreatic Zone 	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
816	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Typhlocypris	eremita	(Vejdovsky, 1882)	Typhlocypris sp (cf eremita) 2013	Typhlocypris eremita (Vejdovsky, 1882)	TRUE	SPECIES	cf.	2021	NA	50,26981	20,09136	WGS84	283	calculated	NA	Well in Prandocin	Prandocin	NA	NA	Poland	Well	Well	stygobiont	Pociecha A., Karpowicz M., Namiotko T., Dumnicka E. and Galas J. (2021). Diversity of groundwater Crustaceans in wells in various geologic formations of Southern Poland. Water, 13, 2193.	Literature: P. Marmonier	NA	Marmonier P.
817	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Typhlocypris		Vejdovsky, 1882	Typhlocypris sp Bulg, 2008	Typhlocypris Vejdovsky, 1882	TRUE	GENUS		2008	NA	42,27982	23,52077	WGS84	1194	calculated	NA	Iskar River: site 17	NA	NA	NA	Bulgaria	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Kenderov L. and Apostolov A. 2008. Composition and structure of hyporheal crustacean complex of Iskar River valley in different environmental conditions. Natura Montenegrina, Podgorica 7 (2): 145-167.	Literature: P. Marmonier	NA	Marmonier P.
818	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Typhlocypris		Vejdovsky, 1882	Typhlocypris sp Italy,  2013	Typhlocypris Vejdovsky, 1882	TRUE	GENUS		2013	NA	43,403002	12,968828	WGS84	207	calculated	NA	Frassassi cave	Genga	Marche	NA	Italy	Cave	Cave	stygobiont	Peterson D.E., Finger K.L., Iepure S., Mariani S., Montanari A., Namiotko T. (2013) Ostracod assemblages in the Frassassi caves and adjacent sulfidic spring and Sentino River in the Northeastern apennines of Italy. J. Cave Karst Studies, 75: 11-27.	Literature: P. Marmonier	NA	Marmonier P.
1055	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Loxoconchidae	Pseudolimnocythere		Klie, 1938	Pseudolimnocythere sp. Ital 2013	Pseudolimnocythere Klie, 1938	TRUE	GENUS		2013	NA	43,403002	12,968828	WGS84	207	calculated	NA	Frassassi cave	Genga	Marche	NA	Italy	Cave	Cave	stygobiont	Peterson D.E., Finger K.L., Iepure S., Mariani S., Montanari A., Namiotko T. (2013) Ostracod assemblages in the Frassassi caves and adjacent sulfidic spring and Sentino River in the Northeastern apennines of Italy. J. Cave Karst Studies, 75: 11-27.	Literature: P. Marmonier	NA	Marmonier P.
1109	Revision of Recent and fossil Mixtacandona from Italy, with description of a new species	Ilaria Mazzini	NA	Ostracoda	Podocopida	Candonidae	Mixtacandona		Klie, 1938	Mixtacandona sp.	Mixtacandona Klie, 1938	TRUE	GENUS		16.04.2009	GR	44,8875	10,2825	WGS84	34	provided	NA	La Commenda	Trecasali	Parma	NA	Italy	spring	Spring	stygobiont	Mazzini, I., Marrone, F., Arculeo, M., & Rossetti, G. (2017). Revision of Recent and fossil Mixtacandona Klie 1938 (Ostracoda, Candonidae) from Italy, with description of a new species. Zootaxa, 4221(3), 323â340. https://doi.org/10.11646/zootaxa.4221.3.3	Literature	NA	Å½iva Vehovar
1120	Romanian Ostracoda Database	Traian Brad	NA	Ostracoda	Podocopida	Candonidae	Mixtacandona	botosaneaui	Danielopol, 1978	Mixtacandona botosaneanui Danielopol, 1978	Mixtacandona botosaneanui Danielopol, 1978	TRUE	SPECIES		NA	NA	NA	NA	NA	NA	NA	2214/5	ZamoniÈa Cave	NA	NA	NA	Romania	cave	Cave	stygobiont	NA	NA	NA	Å½iva Vehovar
1127	Romanian Ostracoda Database	Traian Brad	NA	Ostracoda	Podocopida	Candonidae	Marmocandona	zschokkei	(Wolf, 1920)	Pseudocandona zschokkei Wolf, 1920	Marmocandona zschokkei (Wolf, 1920)	TRUE	SPECIES		NA	NA	46,583991	22,702059	NA	NA	NA	3441/3	P-av. de la FaÈa RÄchitei	NA	NA	NA	Romania	cave	Cave	stygobiont	NA	NA	NA	Å½iva Vehovar
