ID	datasetName	informationWithheld	TaxonID	class	order	family	genus	species	scientificNameAuthorship	verbatimIdentification	scientificName	Classified	taxonRank	Lineage	dateIdentified	identifiedBy	decimalLatitude	decimalLongitude	geodeticDatum	elevationInMeters	verticalDatum	locationID	locality	municipality	stateProvince	region	country	locationRemarks	habitat	MeasurementOrFact	references	basisOfRecord	rightsHolder	Input.into.DB.-.name
1	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. I1	n. sp. I1		Candonidae gen. n. sp. I1, 2006	Candonidae gen. I1 n. sp. I1		SPECIES		2004	NA	45,588889	10,906944	WGS84	295	provided	NA	Fumane Ca' del Gottolo spring	Manune	Lessinian Mountains	Lessinian Mountains	Italy	spring	Spring	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
2	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. I2	n. sp. I2		Candonidae gen. n. sp. I2, 2006	Candonidae gen. I2 n. sp. I2		SPECIES		2004	NA	45,573	10,899	WGS84	257	calculated	NA	Marano di Valpolicella, 	Carazzole	Lessinian Mountains	NA	Italy	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
3	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. I2	n. sp. I2		Candonidae gen. n. sp. I2, 2006	Candonidae gen. I2 n. sp. I2		SPECIES		2004	NA	45,580333	10,901667	WGS84	279	calculated	NA	Marano di Valpolicella	Carazzole	Lessinian Mountains	NA	Italy	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
4	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. I2	n. sp. I2		Candonidae gen. n. sp. I2, 2006	Candonidae gen. I2 n. sp. I2		SPECIES		2004	NA	45,629833	10,961	WGS84	708	calculated	NA	Sant'Anna D'Alfaedo, 	Cescatto	Lessinian Mountains	NA	Italy	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
5	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. I2	n. sp. I2		Candonidae gen. n. sp. I2, 2006	Candonidae gen. I2 n. sp. I2		SPECIES		2004	NA	45,593667	10,985167	WGS84	366	calculated	NA	Grezzana-Bellori, 	Bellori	Lessinian Mountains	NA	Italy	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
6	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. I2	n. sp. I2		Candonidae gen. n. sp. I2, 2006	Candonidae gen. I2 n. sp. I2		SPECIES		2004	NA	45,5925	10,985278	WGS84	366	calculated	NA	Grezzana-Bellori, 	Bellori	Lessinian Mountains	NA	Italy	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
7	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. I2	n. sp. I2		Candonidae gen. n. sp. I2, 2006	Candonidae gen. I2 n. sp. I2		SPECIES		2004	NA	45,533167	11,045	WGS84	425	provided	NA	Grezzana-La Colombara spring 	Romagnano	Lessinian Mountains	Lessinian Mountains	Italy	spring	Spring	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
8	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. I2	n. sp. I2		Candonidae gen. n. sp. I2, 2006	Candonidae gen. I2 n. sp. I2		SPECIES		2004	NA	45,617433	11,199045	WGS84	640	provided	NA	Buso del Slonse (1425 V/VR), Ghieve	Crespadoro	Lessinian Mountains	Lessinian Mountains	Italy	spring	Spring	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
9	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. I2	n. sp. I2		Candonidae gen. n. sp. I2, 2006	Candonidae gen. I2 n. sp. I2		SPECIES		2004	NA	45,613267	11,214324	WGS84	565	provided	NA	Buso della Volpe (1426 V/VR), Covale	Crespadoro	Lessinian Mountains	Lessinian Mountains	Italy	spring	Spring	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
10	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. I2	n. sp. I2		Candonidae gen. n. sp. I2, 2006	Candonidae gen. I2 n. sp. I2		SPECIES		2004	NA	45,615	10,9055	WGS84	673	calculated	NA	Fumane-Molina, 	Molina	Lessinian Mountains	NA	Italy	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
11	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. I2	n. sp. I2		Candonidae gen. n. sp. I2, 2006	Candonidae gen. I2 n. sp. I2		SPECIES		2004	NA	45,589	10,906833	WGS84	313	calculated	NA	Fumane, 	Manune	Lessinian Mountains	NA	Italy	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
12	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. I3	n. sp. I3		Candonidae gen. n. sp. I3, 2006	Candonidae gen. I3 n. sp. I3		SPECIES		2004	NA	45,471583	11,202	WGS84	121	provided	NA	Cazzano di Tramigna spring	Cazzano Di Tramigna	Lessinian Mountains	Lessinian Mountains	Italy	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
13	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. I3	n. sp. I3		Candonidae gen. n. sp. I3, 2006	Candonidae gen. I3 n. sp. I3		SPECIES		2004	NA	45,4648	11,20585	WGS84	90	provided	NA	Stream Tramigna	Cazzano Di Tramigna	Lessinian Mountains	Lessinian Mountains	Italy	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
14	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. I3	n. sp. I3		Candonidae gen. n. sp. I3, 2006	Candonidae gen. I3 n. sp. I3		SPECIES		2004	NA	45,513	11,236167	WGS84	167	provided	NA	San Giovanni Ilarione Loc. Veschi	San Giovanni Llarione	Lessinian Mountains	Lessinian Mountains	Italy	karstSaturated Zone  	Spring	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
15	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. I3	n. sp. I3		Candonidae gen. n. sp. I3, 2006	Candonidae gen. I3 n. sp. I3		SPECIES		2004	NA	45,490333	11,255833	WGS84	92	calculated	NA	S.Giovanni Ilarione Loc. Lauri, 	Montecchia di Crosara	Lessinian Mountains	Lessinian Mountains	Italy	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
16	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. I4	n. sp. I4		Candonidae gen. n. sp. I4, 2006	Candonidae gen. I4 n. sp. I4		SPECIES		2004	NA	45,465	11,063567	WGS84	78	calculated	NA	Verona-Montorio Laghetto Squar, 	Montorio	Lessinian Mountains	Lessinian Mountains	Italy	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
17	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. S2	n. sp. S2		Candonidae gen. n. sp. S2, 2006	Candonidae gen. S2 n. sp. S2		SPECIES		2004	NA	43,277389	-3,550417	WGS84	235	calculated	NA	Ason-near Ramales (park), Ason-near Ramales (park)	Ramales de la Victoria	Cantabria	Cantabria	Spain	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
18	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. S2	n. sp. S2		Candonidae gen. n. sp. S2, 2006	Candonidae gen. S2 n. sp. S2		SPECIES		2004	NA	43,042167	-3,53375	WGS84	1047	calculated	NA	Cueva La Mina	Cuestaedo	Cantabria	Cantabria	Spain	karstUnsaturated Zone  	Cave	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
19	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. S2	n. sp. S2		Candonidae gen. n. sp. S2, 2006	Candonidae gen. S2 n. sp. S2		SPECIES		2004	NA	43,309056	-3,5305	WGS84	389	calculated	NA	Seldesuto, cueva de, Cueva de Seldesuto	Ruesga	Cantabria	Cantabria	Spain	karstUnsaturated Zone  	Cave	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
20	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. S2	n. sp. S2		Candonidae gen. n. sp. S2, 2006	Candonidae gen. S2 n. sp. S2		SPECIES		2004	NA	43,261333	-3,528194	WGS84	597	calculated	NA	Cullalvera, cueva, Cueva Cullalvera	Ruesga	Cantabria	Cantabria	Spain	karstUnsaturated Zone  	Cave	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
21	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. S2	n. sp. S2		Candonidae gen. n. sp. S2, 2006	Candonidae gen. S2 n. sp. S2		SPECIES		2004	NA	43,321111	-3,518444	WGS84	51	calculated	NA	Cuvio de la Reâada, cueva de, Cuvio La Reâada (0048 S)	San Miguel de Aras	Cantabria	Cantabria	Spain	karstUnsaturated Zone  	Cave	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
22	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. S2	n. sp. S2		Candonidae gen. n. sp. S2, 2006	Candonidae gen. S2 n. sp. S2		SPECIES		2004	NA	43,035278	-3,517667	WGS84	754	calculated	NA	Jaime, sima, Sima Jaime	Cuestaedo	Cantabria	Cantabria	Spain	karstUnsaturated Zone  	Cave	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
23	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. S2	n. sp. S2		Candonidae gen. n. sp. S2, 2006	Candonidae gen. S2 n. sp. S2		SPECIES		2004	NA	43,318778	-3,51175	WGS84	140	calculated	NA	Comellante, cueva del, Cueva del Comellante	San Miguel de Aras	Cantabria	Cantabria	Spain	karstUnsaturated Zone  	Cave	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
24	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. S2	n. sp. S2		Candonidae gen. n. sp. S2, 2006	Candonidae gen. S2 n. sp. S2		SPECIES		2004	NA	43,250639	-3,508028	WGS84	299	calculated	NA	Renacimiento Rio Ason (Ason)	Ramales de la Victoria	Cantabria	Cantabria	Spain	Unconsolidated Sediment Phreatic Zone  	Interstitial - Phreatic Zone 	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
25	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. S2	n. sp. S2		Candonidae gen. n. sp. S2, 2006	Candonidae gen. S2 n. sp. S2		SPECIES		2004	NA	43,317889	-3,506	WGS84	241	calculated	NA	Molino, cueva del, Cueva del Molino (0727 S)	San Miguel de Aras	Cantabria	Cantabria	Spain	karstUnsaturated Zone  	Cave	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
26	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. S2	n. sp. S2		Candonidae gen. n. sp. S2, 2006	Candonidae gen. S2 n. sp. S2		SPECIES		2004	NA	43,28225	-3,505417	WGS84	373	calculated	NA	Rio Bustablado- Arredondo, Rio Bustablado-Arredondo	Mentera Barruelo	Cantabria	Cantabria	Spain	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
27	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. S2	n. sp. S2		Candonidae gen. n. sp. S2, 2006	Candonidae gen. S2 n. sp. S2		SPECIES		2004	NA	43,209083	-3,491278	WGS84	256	calculated	NA	Cueva de la Cascada de Ason	Rozas	Cantabria	Cantabria	Spain	karstUnsaturated Zone  	Cave	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
28	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. S2	n. sp. S2		Candonidae gen. n. sp. S2, 2006	Candonidae gen. S2 n. sp. S2		SPECIES		2004	NA	43,186833	-3,487472	WGS84	344	calculated	NA	Pt de la Sia, cueva, Cueva Pt de la Sia (STD 32)	Pilas	Cantabria	Cantabria	Spain	karstUnsaturated Zone  	Cave	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
29	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. S2	n. sp. S2		Candonidae gen. n. sp. S2, 2006	Candonidae gen. S2 n. sp. S2		SPECIES		2004	NA	43,207889	-3,487139	WGS84	221	calculated	NA	"Rio Ason-Near """"nacimiento"""" (Point 5)"""""	Rozas	Cantabria	Cantabria	Spain	Unconsolidated Sediment Phreatic Zone  	Interstitial - Phreatic Zone 	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
30	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. S2	n. sp. S2		Candonidae gen. n. sp. S2, 2006	Candonidae gen. S2 n. sp. S2		SPECIES		2004	NA	43,033694	-3,418083	WGS84	674	calculated	NA	Llanas, cueva de las, Cueva de las Llanas	Villalacre	Cantabria	Cantabria	Spain	karstUnsaturated Zone  	Cave	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
31	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. S2	n. sp. S2		Candonidae gen. n. sp. S2, 2006	Candonidae gen. S2 n. sp. S2		SPECIES		2004	NA	43,291083	-3,538167	WGS84	163	calculated	NA	Fuente del Molino, Fuente del Molino	Ogarrio	Cantabria	Cantabria	Spain	karstSaturated Zone  	Spring	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
32	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. S2	n. sp. S2		Candonidae gen. n. sp. S2, 2006	Candonidae gen. S2 n. sp. S2		SPECIES		2004	NA	43,226333	-3,508639	WGS84	668	calculated	NA	Fresca, cueva, Cueva Fresca	Rozas	Cantabria	Cantabria	Spain	karstUnsaturated Zone  	Cave	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
33	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. S3	n. sp. S3		Candonidae gen. n. sp. S3, 2006	Candonidae gen. S3 n. sp. S3		SPECIES		2004	NA	43,041611	-3,503306	WGS84	668	calculated	NA	Hoz-Hornillatorre, Arroyo de la, Arroyo de la Hoz-Hornillatorre	Villalazara	Cantabria	Cantabria	Spain	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
34	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. S4	n. sp. S4		Candonidae gen. n. sp. S4, 2006	Candonidae gen. S4 n. sp. S4		SPECIES		2004	NA	43,044139	-3,559222	WGS84	946	calculated	NA	Ojo Guarena, Palomera (Point: 9) Ojo Guarena	Espinosa de los Monteros	Cantabria	Cantabria	Spain	karstUnsaturated Zone  	Cave	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
35	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. S4	n. sp. S4		Candonidae gen. n. sp. S4, 2006	Candonidae gen. S4 n. sp. S4		SPECIES		2004	NA	43,299917	-3,505583	WGS84	681	calculated	NA	Rio Ason Rio Gandara (before Rasines)	Ramales de la Victoria	Cantabria	Cantabria	Spain	Unconsolidated Sediment Phreatic Zone  	Interstitial - Phreatic Zone 	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
36	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. S5	n. sp. S5		Candonidae gen. n. sp. S5, 2006	Candonidae gen. S5 n. sp. S5		SPECIES		2004	NA	43,320389	-3,511194	WGS84	103	calculated	NA	Surgencia del Comellante, Surgencia del Comellante	San Miguel de Aras	Cantabria	Cantabria	Spain	karstSaturated Zone  	Spring	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
37	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	gen. S6	n. sp. S6		Candonidae gen. n. sp. S6, 2006	Candonidae gen. S6 n. sp. S6		SPECIES		2004	NA	42,996139	-3,463778	WGS84	724	calculated	NA	Rio Trema- Torme (Point 3), Rio Trema- Torme (Point 3)	Recuenco	Cantabria	Cantabria	Spain	Hyporheic	Interstitial - Hyporheic zone	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
322	European Groundwater Crustacea Database	Marmonier Pierre	NA	Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	sp. A1		Fabaeformiscandona sp. A1, 2011	Fabaeformiscandona sp. A1		SPECIES		2015	NA	44,249484	6,711916	WGS84	901	provided	NA	Meouilles spring, Verdon valley, Mercantour 	Saint AndrÃ© les Alpes	Alpes de Hautes Provence	Mercantour Mountains	France	spring	Spring	stygobiont	Dole-Olivier M.-J., Galassi D.M.P., Fiers F., Malard F., Martin P., and Marmonier P. (2015). Biodiversity in mountain groundwater: the Mercantour National Park (France) as a European hotspot. Zoosystema, 37: 529-550.	ATBI Mercantour Database, France, 2009-2010	M.-J. DOLE-OLIVIER, D. MARTIN: LYON, France	Marmonier P.
