"ID"	"SourceDatabase"	"OwnerOfSourceDatabase"	"TaxonID"	"TaxonClassis"	"TaxonOrdo"	"TaxonFamilia"	"TaxonGenus"	"TaxonSpecies"	"Author&Year"	"Species_source"	"Species_valid"	"TaxonRank"	"Lineage"	"Date"	"Surveyers/legit"	"LatitudeY"	"LongitudeX"	"GeoreferenceProtocol"	"Altitude"	"AltuitudeDetermination"	"LocalityID"	"LocalityName"	"LocalityMunicipality"	"LocalityProvince"	"LocalityRegion"	"LocalityCountry"	"HabitatType"	"HabitatType_syncronized"	"TaxonEcology"	"Reference"	"SourceType"	"Rights"	"Input.into.DB.-.name"
42	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"			"Kaufmann, 1900"	"Candonidae gen. n. sp. S5, 2006"	"Candoninae Kaufmann, 1900"	"FAMILY"		2006		43,3203889	-3,5111944	"WGS84"				"Surgencia del Comellante, Surgencia del Comellante"	"San Miguel de Aras"	"Cantabria"	"Cantabria"	"Spain"	"karstSaturated Zone  "	"Spring"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Cantabrica: Spain"	"A.I. Camacho. A. Valdecasas: Madrid: Spain"	"Marmonier P."
45	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"			"Kaufmann, 1900"	"Candonidae gen. n. sp. S6, 2006"	"Candoninae Kaufmann, 1900"	"FAMILY"		2006		42,9961389	-3,4637778	"WGS84"				"Rio Trema- Torme (Point 3), Rio Trema- Torme (Point 3)"	"Recuenco"	"Cantabria"	"Cantabria"	"Spain"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p."	"Pascalis project Database: Region: Cantabrica: Spain"	"A.I. Camacho. A. Valdecasas: Madrid: Spain"	"Marmonier P."
46	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Candonopsis"	"boui"	"Danielopol, 1978"	"Candonopsis boui Danielopol, 1978"	"Candonopsis boui Danielopol, 1978"	"SPECIES"				43,929887	2,134475	"WGS84"				"Go, puits du (Albi), alluvial sediments near Albi at Go'"	"81-Albi"	"Tarn"		"France"	"Interstitial/phreatic"	"Interstitial - Phreatic Zone "	"stygobiont"	"Baltanas, A., Namiotko, T. & Danielopol , D.L. (2000) Biogeography and disparity within the genus Cryptocandona (Crustacea, Ostracoda). Vie et Milieu, 50 (4), 297-310"	"Pascalis project Database: Europe"		"Marmonier P."
47	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Candonopsis"	"boui"	"Danielopol, 1978"	"Candonopsis boui Danielopol, 1978"	"Candonopsis boui Danielopol, 1978"	"SPECIES"				43,935866	2,229622	"WGS84"				"Avalats, plage, usine EDF, riverbed sediments (hyporheal) of the Tarn river at Avalats"	"81-Saint-Juery"	"Tarn"		"France"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Baltanas, A., Namiotko, T. & Danielopol , D.L. (2000) Biogeography and disparity within the genus Cryptocandona (Crustacea, Ostracoda). Vie et Milieu, 50 (4), 297-310"	"Pascalis project Database: Europe"		"Marmonier P."
50	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Candonopsis"	"mareza"	"Karanovič & Petkovski, 1999"	"Candonopsis mareza Karanovic & Petkovski, 1999"	"Candonopsis mareza Karanovic & Petkovski, 1999"	"SPECIES"				42,470516	19,188748	"WGS84"	36	"provided"		"Mareza spring near Podgorica"	"Podgorica"			"Montenegro"	"spring"	"Spring"	"stygobiont"	"Karanovic I. & Petkovski (1999). Two new species of the subfamily Candoninae (Ostracoda) from Montenegro (SE Europe). Crustaceana, 72: 603-616"	"Literature: P. Marmonier"		"Marmonier P."
51	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Candonopsis"	"thienemanni"	"Schafer, 1945"	"Candonopsis thienemanni Schafer, 1945"	"Candonopsis thienemanni Schafer, 1945"	"SPECIES"				39,488224	22,696833	"WGS84"	60	"provided"		"Wells (Norton pump), I 8c, Armenion, Stephanobikion, near Larisa, Greece."	"Armenio"	"I 8c"	"Thessaly"	"Greece"	"Well"	"Well"	"stygobiont"	"Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278."	"Literature: D. Eme"		"Marmonier P."
52	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Candonopsis"	"trichota"	"Schafer, 1945"	"Candonopsis trichota Schafer, 1945"	"Candonopsis trichota Schafer, 1945"	"SPECIES"				39,488224	22,696833	"WGS84"	60	"provided"		"Wells (Norton pump), Armenion, near Larisa, Greece."	"Armenio"	"I 8c"	"Thessaly"	"Greece"	"Well"	"Well"	"stygobiont"	"Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278."	"Literature: D. Eme"		"Marmonier P."
53	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				47,64381	10,84674	"WGS84"	799	"provided"		"Quellen ostl. Trauchgau (f)"	"Rossviehweide"		"Bayerische Alpen"	"Germany"	"spring"	"Spring"	"stygophile"	"Gerecke R., Heckes U., Hess M. & Mauch E. (2011). Limnologische untersuchungen von fliessgewassern und quellen am Hoen Trauchberg, Ostallgau/Bayerische Alpen. Lauterbornia, 73: 23-148."	"Literature: P. Marmonier"		"Marmonier P."
54	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				47,64929	10,8696	"WGS84"	894	"provided"		"Quellen am Miesbichel (g)"	"Miesbichel"		"Bayerische Alpen"	"Germany"	"spring"	"Spring"	"stygophile"	"Gerecke R., Heckes U., Hess M. & Mauch E. (2011). Limnologische untersuchungen von fliessgewassern und quellen am Hoen Trauchberg, Ostallgau/Bayerische Alpen. Lauterbornia, 73: 23-148."	"Literature: P. Marmonier"		"Marmonier P."
55	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				47,64747	10,89109	"WGS84"	1150	"provided"		"Quellen in Hochlagen (h)"	"Im Gfall"		"Bayerische Alpen"	"Germany"	"spring"	"Spring"	"stygophile"	"Gerecke R., Heckes U., Hess M. & Mauch E. (2011). Limnologische untersuchungen von fliessgewassern und quellen am Hoen Trauchberg, Ostallgau/Bayerische Alpen. Lauterbornia, 73: 23-148."	"Literature: P. Marmonier"		"Marmonier P."
56	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				47,63445	10,88778	"WGS84"	1210	"provided"		"Quellen in Hochlagen (k)"	"Nordlich Maulkopf"		"Bayerische Alpen"	"Germany"	"spring"	"Spring"	"stygophile"	"Gerecke R., Heckes U., Hess M. & Mauch E. (2011). Limnologische untersuchungen von fliessgewassern und quellen am Hoen Trauchberg, Ostallgau/Bayerische Alpen. Lauterbornia, 73: 23-148."	"Literature: P. Marmonier"		"Marmonier P."
59	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				50,6777	11,5336	"WGS84"				"Krolpa Pfarrquelle"	"Krolpa"	"Thuringe"	"Orla"	"Germany"	"spring"	"Spring"	"stygophile"	"Ronneberger 1975. Zur Frage der Besiedlungsabhangigkeit von Untergrundstruktur und Fliessgeschwindigkeit in Grundwasserbiotopen Thuringens. Rozc. Mus. Okrego. Czesto., 3 : 49-58"	"Literature: F. Malard"		"Marmonier P."
60	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				50,7125	11,7363	"WGS84"				"Kospoda Quellfassungen"	"Kospoda"	"Thuringe"	"Orla"	"Germany"	"spring"	"Spring"	"stygophile"	"Ronneberger 1975. Zur Frage der Besiedlungsabhangigkeit von Untergrundstruktur und Fliessgeschwindigkeit in Grundwasserbiotopen Thuringens. Rozc. Mus. Okrego. Czesto., 3 : 49-58"	"Literature: F. Malard"		"Marmonier P."
61	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				50,9071	11,6338	"WGS84"				"Jena  Furstenbrunnen"	"Jena"	"Thuringe"	"Saale"	"Germany"	"Well"	"Well"	"stygophile"	"Ronneberger 1975. Zur Frage der Besiedlungsabhangigkeit von Untergrundstruktur und Fliessgeschwindigkeit in Grundwasserbiotopen Thuringens. Rozc. Mus. Okrego. Czesto., 3 : 49-58"	"Literature: F. Malard"		"Marmonier P."
62	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				50,7423	11,8062	"WGS84"				"Dreitzsch Brunnen an der Strasse"	"Dreitzsch"	"Thuringe"	"Orla"	"Germany"	"Well"	"Well"	"stygophile"	"Ronneberger 1975. Zur Frage der Besiedlungsabhangigkeit von Untergrundstruktur und Fliessgeschwindigkeit in Grundwasserbiotopen Thuringens. Rozc. Mus. Okrego. Czesto., 3 : 49-58"	"Literature: F. Malard"		"Marmonier P."
63	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				50,7516	11,7573	"WGS84"				"Neustadt Orla Buntsandsteinquelle am Teich bei Benkensteins Kahlshaus"	"Neustadt"	"Thuringe"	"Orla"	"Germany"	"spring"	"Spring"	"stygophile"	"Ronneberger 1975. Zur Frage der Besiedlungsabhangigkeit von Untergrundstruktur und Fliessgeschwindigkeit in Grundwasserbiotopen Thuringens. Rozc. Mus. Okrego. Czesto., 3 : 49-58"	"Literature: F. Malard"		"Marmonier P."
64	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				50,7107	11,7356	"WGS84"				"Kospoda Quellfassungen"	"Kospoda"	"Thuringe"	"Orla"	"Germany"	"spring"	"Spring"	"stygophile"	"Ronneberger 1975. Zur Frage der Besiedlungsabhangigkeit von Untergrundstruktur und Fliessgeschwindigkeit in Grundwasserbiotopen Thuringens. Rozc. Mus. Okrego. Czesto., 3 : 49-58"	"Literature: F. Malard"		"Marmonier P."
65	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				50,816	11,8794	"WGS84"				"Hellborn Quelle"	"Hellborn"	"Thuringe"	"Roda"	"Germany"	"spring"	"Spring"	"stygophile"	"Ronneberger 1975. Zur Frage der Besiedlungsabhangigkeit von Untergrundstruktur und Fliessgeschwindigkeit in Grundwasserbiotopen Thuringens. Rozc. Mus. Okrego. Czesto., 3 : 49-58"	"Literature: F. Malard"		"Marmonier P."
66	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				50,8316	11,8464	"WGS84"				"Eineborn Barteluhlsquelle"	"Eineborn"	"Thuringe"	"Roda"	"Germany"	"spring"	"Spring"	"stygophile"	"Ronneberger 1975. Zur Frage der Besiedlungsabhangigkeit von Untergrundstruktur und Fliessgeschwindigkeit in Grundwasserbiotopen Thuringens. Rozc. Mus. Okrego. Czesto., 3 : 49-58"	"Literature: F. Malard"		"Marmonier P."
67	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				50,6772	11,5355	"WGS84"				"Krolpa Pfarrquelle"	"Krolpa"	"Thuringe"	"Orla"	"Germany"	"spring"	"Spring"	"stygophile"	"Ronneberger 1975. Zur Frage der Besiedlungsabhangigkeit von Untergrundstruktur und Fliessgeschwindigkeit in Grundwasserbiotopen Thuringens. Rozc. Mus. Okrego. Czesto., 3 : 49-58"	"Literature: F. Malard"		"Marmonier P."
68	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				50,5544	11,0502	"WGS84"				"Katzhutte Quelle Amselbach"	"Katzhutte"	"Thuringe"	"Schwarza"	"Germany"	"spring"	"Spring"	"stygophile"	"Ronneberger 1975. Zur Frage der Besiedlungsabhangigkeit von Untergrundstruktur und Fliessgeschwindigkeit in Grundwasserbiotopen Thuringens. Rozc. Mus. Okrego. Czesto., 3 : 49-58"	"Literature: F. Malard"		"Marmonier P."
69	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				50,5499	11,0529	"WGS84"				"Katzhutte Kesseltal"	"Katzhutte"	"Thuringe"	"Schwarza"	"Germany"			"stygophile"	"Ronneberger 1975. Zur Frage der Besiedlungsabhangigkeit von Untergrundstruktur und Fliessgeschwindigkeit in Grundwasserbiotopen Thuringens. Rozc. Mus. Okrego. Czesto., 3 : 49-58"	"Literature: F. Malard"		"Marmonier P."
70	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				50,5927	11,1097	"WGS84"				"Mellenbach Pfarrtal Quelle Kirstental"	"Mellenbach"	"Thuringe"	"Schwarza"	"Germany"	"spring"	"Spring"	"stygophile"	"Ronneberger 1975. Zur Frage der Besiedlungsabhangigkeit von Untergrundstruktur und Fliessgeschwindigkeit in Grundwasserbiotopen Thuringens. Rozc. Mus. Okrego. Czesto., 3 : 49-58"	"Literature: F. Malard"		"Marmonier P."
71	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				50,7243	11,6904	"WGS84"				"Kolba Kalkriffquelle"	"Kolba"	"Thuringe"	"Orla"	"Germany"	"spring"	"Spring"	"stygophile"	"Ronneberger 1975. Zur Frage der Besiedlungsabhangigkeit von Untergrundstruktur und Fliessgeschwindigkeit in Grundwasserbiotopen Thuringens. Rozc. Mus. Okrego. Czesto., 3 : 49-58"	"Literature: F. Malard"		"Marmonier P."
72	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				50,6452	11,4383	"WGS84"				"Kamsdorf Ziegenbergquelle"	"Kamsdorf"	"Thuringe"	"Orla"	"Germany"	"spring"	"Spring"	"stygophile"	"Ronneberger 1975. Zur Frage der Besiedlungsabhangigkeit von Untergrundstruktur und Fliessgeschwindigkeit in Grundwasserbiotopen Thuringens. Rozc. Mus. Okrego. Czesto., 3 : 49-58"	"Literature: F. Malard"		"Marmonier P."
73	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				50,7133	11,7677	"WGS84"				"Neustadt Orla  Ortsteil Moderwitz Quelle"	"Neustadt"	"Thuringe"	"Orla"	"Germany"	"spring"	"Spring"	"stygophile"	"Ronneberger 1975. Zur Frage der Besiedlungsabhangigkeit von Untergrundstruktur und Fliessgeschwindigkeit in Grundwasserbiotopen Thuringens. Rozc. Mus. Okrego. Czesto., 3 : 49-58"	"Literature: F. Malard"		"Marmonier P."
74	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				50,7132	11,7688	"WGS84"				"Neustadt Orla  Moderwitz Quelle"	"Neustadt"	"Thuringe"	"Orla"	"Germany"	"spring"	"Spring"	"stygophile"	"Ronneberger 1975. Zur Frage der Besiedlungsabhangigkeit von Untergrundstruktur und Fliessgeschwindigkeit in Grundwasserbiotopen Thuringens. Rozc. Mus. Okrego. Czesto., 3 : 49-58"	"Literature: F. Malard"		"Marmonier P."
75	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				50,7222	11,7643	"WGS84"				"Neustadt Orla  Moderwitz Wiesenquelle"	"Neustadt"	"Thuringe"	"Orla"	"Germany"	"spring"	"Spring"	"stygophile"	"Ronneberger 1975. Zur Frage der Besiedlungsabhangigkeit von Untergrundstruktur und Fliessgeschwindigkeit in Grundwasserbiotopen Thuringens. Rozc. Mus. Okrego. Czesto., 3 : 49-58"	"Literature: F. Malard"		"Marmonier P."
76	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				50,7253	11,7317	"WGS84"				"Neunhofen Kospodaer Quelle"	"Neunhofen"	"Thuringe"	"Orla"	"Germany"	"spring"	"Spring"	"stygophile"	"Ronneberger 1975. Zur Frage der Besiedlungsabhangigkeit von Untergrundstruktur und Fliessgeschwindigkeit in Grundwasserbiotopen Thuringens. Rozc. Mus. Okrego. Czesto., 3 : 49-58"	"Literature: F. Malard"		"Marmonier P."
77	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				50,7185	11,7155	"WGS84"				"Neunhofen Weiraer QueIle"	"Neunhofen"	"Thuringe"	"Orla"	"Germany"	"spring"	"Spring"	"stygophile"	"Ronneberger 1975. Zur Frage der Besiedlungsabhangigkeit von Untergrundstruktur und Fliessgeschwindigkeit in Grundwasserbiotopen Thuringens. Rozc. Mus. Okrego. Czesto., 3 : 49-58"	"Literature: F. Malard"		"Marmonier P."
78	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				50,6511	11,5823	"WGS84"				"Ranis Stollenquelle"	"Ranis"	"Thuringe"	"Orla"	"Germany"	"spring"	"Spring"	"stygophile"	"Ronneberger 1975. Zur Frage der Besiedlungsabhangigkeit von Untergrundstruktur und Fliessgeschwindigkeit in Grundwasserbiotopen Thuringens. Rozc. Mus. Okrego. Czesto., 3 : 49-58"	"Literature: F. Malard"		"Marmonier P."
79	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				50,6497	11,5558	"WGS84"				"Ranis Bornteichquelle"	"Ranis"	"Thuringe"	"Orla"	"Germany"	"spring"	"Spring"	"stygophile"	"Ronneberger 1975. Zur Frage der Besiedlungsabhangigkeit von Untergrundstruktur und Fliessgeschwindigkeit in Grundwasserbiotopen Thuringens. Rozc. Mus. Okrego. Czesto., 3 : 49-58"	"Literature: F. Malard"		"Marmonier P."
80	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				50,638	11,0536	"WGS84"				"Dornfeld a d  Heide Ebertsquelle"	"Dornfeld"	"Thuringe"	"Schwarza"	"Germany"	"spring"	"Spring"	"stygophile"	"Ronneberger 1975. Zur Frage der Besiedlungsabhangigkeit von Untergrundstruktur und Fliessgeschwindigkeit in Grundwasserbiotopen Thuringens. Rozc. Mus. Okrego. Czesto., 3 : 49-58"	"Literature: F. Malard"		"Marmonier P."
81	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyprididae"	"Cavernocypris"	"subterranea"	"Wolf, 1920"	"Cavernocypris subterranea (Wolf, 1920)"	"Cavernocypris subterranea (Wolf, 1920)"	"SPECIES"				50,6729	11,6509	"WGS84"				"Gertewitz Quelle 1"	"Gertewitz"	"Thuringe"	"Orla"	"Germany"	"spring"	"Spring"	"stygophile"	"Ronneberger 1975. Zur Frage der Besiedlungsabhangigkeit von Untergrundstruktur und Fliessgeschwindigkeit in Grundwasserbiotopen Thuringens. Rozc. Mus. Okrego. Czesto., 3 : 49-58"	"Literature: F. Malard"		"Marmonier P."
