ID	datasetName	informationWithheld	TaxonID	class	order	family	genus	species	scientificNameAuthorship	verbatimIdentification	scientificName	taxonRank	Lineage	dateIdentified	identifiedBy	decimalLatitude	decimalLongitude	geodeticDatum	elevationInMeters	verticalDatum	locationID	locality	locationRemarks	habitat	access_points	municipality	stateProvince	region	country	MeasurementOrFact	references	basisOfRecord	rightsHolder	Input.into.DB.-.name
1	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. I1, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		45,588889	10,906944	WGS84	295	provided		Fumane Ca' del Gottolo spring	spring	Aquatic, Freshwater, Subsurface, Aquifer	Spring	Manune	Lessinian Mountains	Lessinian Mountains	Italy	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
2	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. I2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		45,573	10,899	WGS84	257	calculated		Marano di Valpolicella, 	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Carazzole	Lessinian Mountains		Italy	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
3	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. I2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		45,580333	10,901667	WGS84	279	calculated		Marano di Valpolicella	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Carazzole	Lessinian Mountains		Italy	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
4	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. I2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		45,629833	10,961	WGS84	708	calculated		Sant'Anna D'Alfaedo, 	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Cescatto	Lessinian Mountains		Italy	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
5	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. I2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		45,593667	10,985167	WGS84	366	calculated		Grezzana-Bellori, 	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Bellori	Lessinian Mountains		Italy	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
6	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. I2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		45,5925	10,985278	WGS84	366	calculated		Grezzana-Bellori, 	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Bellori	Lessinian Mountains		Italy	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
7	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. I2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		45,533167	11,045	WGS84	425	provided		Grezzana-La Colombara spring 	spring	Aquatic, Freshwater, Subsurface, Aquifer	Spring	Romagnano	Lessinian Mountains	Lessinian Mountains	Italy	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
8	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. I2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		45,617433	11,199045	WGS84	640	provided		Buso del Slonse (1425 V/VR), Ghieve	spring	Aquatic, Freshwater, Subsurface, Aquifer	Spring	Crespadoro	Lessinian Mountains	Lessinian Mountains	Italy	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
9	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. I2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		45,613267	11,214324	WGS84	565	provided		Buso della Volpe (1426 V/VR), Covale	spring	Aquatic, Freshwater, Subsurface, Aquifer	Spring	Crespadoro	Lessinian Mountains	Lessinian Mountains	Italy	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
10	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. I2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		45,615	10,9055	WGS84	673	calculated		Fumane-Molina, 	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Molina	Lessinian Mountains		Italy	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
11	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. I2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		45,589	10,906833	WGS84	313	calculated		Fumane, 	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Manune	Lessinian Mountains		Italy	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
12	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. I3, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		45,471583	11,202	WGS84	121	provided		Cazzano di Tramigna spring	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Cazzano Di Tramigna	Lessinian Mountains	Lessinian Mountains	Italy	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
13	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. I3, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		45,4648	11,20585	WGS84	90	provided		Stream Tramigna	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Cazzano Di Tramigna	Lessinian Mountains	Lessinian Mountains	Italy	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
14	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. I3, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		45,513	11,236167	WGS84	167	provided		San Giovanni Ilarione Loc. Veschi	karstSaturated Zone  	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Karst	Spring	San Giovanni Llarione	Lessinian Mountains	Lessinian Mountains	Italy	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
15	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. I3, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		45,490333	11,255833	WGS84	92	calculated		S.Giovanni Ilarione Loc. Lauri, 	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Montecchia di Crosara	Lessinian Mountains	Lessinian Mountains	Italy	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
16	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. I4, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		45,465	11,063567	WGS84	78	calculated		Verona-Montorio Laghetto Squar, 	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Montorio	Lessinian Mountains	Lessinian Mountains	Italy	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi F. Stoch: L'Aquilla: Italy	Marmonier P.
17	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. S2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		43,277389	-3,550417	WGS84	235	calculated		Ason-near Ramales (park), Ason-near Ramales (park)	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Ramales de la Victoria	Cantabria	Cantabria	Spain	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
18	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. S2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		43,042167	-3,53375	WGS84	1047	calculated		Cueva La Mina	karstUnsaturated Zone  	Aquatic, Freshwater, Subsurface, Aquifer, Unsaturated, Karst	Cave	Cuestaedo	Cantabria	Cantabria	Spain	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
19	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. S2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		43,309056	-3,5305	WGS84	389	calculated		Seldesuto, cueva de, Cueva de Seldesuto	karstUnsaturated Zone  	Aquatic, Freshwater, Subsurface, Aquifer, Unsaturated, Karst	Cave	Ruesga	Cantabria	Cantabria	Spain	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
20	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. S2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		43,261333	-3,528194	WGS84	597	calculated		Cullalvera, cueva, Cueva Cullalvera	karstUnsaturated Zone  	Aquatic, Freshwater, Subsurface, Aquifer, Unsaturated, Karst	Cave	Ruesga	Cantabria	Cantabria	Spain	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
21	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. S2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		43,321111	-3,518444	WGS84	51	calculated		Cuvio de la Re–ada, cueva de, Cuvio La Re–ada (0048 S)	karstUnsaturated Zone  	Aquatic, Freshwater, Subsurface, Aquifer, Unsaturated, Karst	Cave	San Miguel de Aras	Cantabria	Cantabria	Spain	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
22	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. S2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		43,035278	-3,517667	WGS84	754	calculated		Jaime, sima, Sima Jaime	karstUnsaturated Zone  	Aquatic, Freshwater, Subsurface, Aquifer, Unsaturated, Karst	Cave	Cuestaedo	Cantabria	Cantabria	Spain	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
23	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. S2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		43,318778	-3,51175	WGS84	140	calculated		Comellante, cueva del, Cueva del Comellante	karstUnsaturated Zone  	Aquatic, Freshwater, Subsurface, Aquifer, Unsaturated, Karst	Cave	San Miguel de Aras	Cantabria	Cantabria	Spain	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
24	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. S2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		43,250639	-3,508028	WGS84	299	calculated		Renacimiento Rio Ason (Ason)	Unconsolidated Sediment Phreatic Zone  	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Alluvial		Ramales de la Victoria	Cantabria	Cantabria	Spain	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
25	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. S2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		43,317889	-3,506	WGS84	241	calculated		Molino, cueva del, Cueva del Molino (0727 S)	karstUnsaturated Zone  	Aquatic, Freshwater, Subsurface, Aquifer, Unsaturated, Karst	Cave	San Miguel de Aras	Cantabria	Cantabria	Spain	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
26	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. S2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		43,28225	-3,505417	WGS84	373	calculated		Rio Bustablado- Arredondo, Rio Bustablado-Arredondo	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Mentera Barruelo	Cantabria	Cantabria	Spain	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
27	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. S2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		43,209083	-3,491278	WGS84	256	calculated		Cueva de la Cascada de Ason	karstUnsaturated Zone  	Aquatic, Freshwater, Subsurface, Aquifer, Unsaturated, Karst	Cave	Rozas	Cantabria	Cantabria	Spain	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
28	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. S2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		43,186833	-3,487472	WGS84	344	calculated		Pt de la Sia, cueva, Cueva Pt de la Sia (STD 32)	karstUnsaturated Zone  	Aquatic, Freshwater, Subsurface, Aquifer, Unsaturated, Karst	Cave	Pilas	Cantabria	Cantabria	Spain	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
29	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. S2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		43,207889	-3,487139	WGS84	221	calculated		"Rio Ason-Near ""nacimiento"" (Point 5)"""	Unconsolidated Sediment Phreatic Zone  	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Alluvial		Rozas	Cantabria	Cantabria	Spain	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
30	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. S2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		43,033694	-3,418083	WGS84	674	calculated		Llanas, cueva de las, Cueva de las Llanas	karstUnsaturated Zone  	Aquatic, Freshwater, Subsurface, Aquifer, Unsaturated, Karst	Cave	Villalacre	Cantabria	Cantabria	Spain	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
31	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. S2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		43,291083	-3,538167	WGS84	163	calculated		Fuente del Molino, Fuente del Molino	karstSaturated Zone  	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Karst	Spring	Ogarrio	Cantabria	Cantabria	Spain	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
32	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. S2, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		43,226333	-3,508639	WGS84	668	calculated		Fresca, cueva, Cueva Fresca	karstUnsaturated Zone  	Aquatic, Freshwater, Subsurface, Aquifer, Unsaturated, Karst	Cave	Rozas	Cantabria	Cantabria	Spain	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
33	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. S3, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		43,041611	-3,503306	WGS84	668	calculated		Hoz-Hornillatorre, Arroyo de la, Arroyo de la Hoz-Hornillatorre	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Villalazara	Cantabria	Cantabria	Spain	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
34	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. S4, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		43,044139	-3,559222	WGS84	946	calculated		Ojo Guarena, Palomera (Point: 9) Ojo Guarena	karstUnsaturated Zone  	Aquatic, Freshwater, Subsurface, Aquifer, Unsaturated, Karst	Cave	Espinosa de los Monteros	Cantabria	Cantabria	Spain	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
35	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. S4, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		43,299917	-3,505583	WGS84	681	calculated		Rio Ason Rio Gandara (before Rasines)	Unconsolidated Sediment Phreatic Zone  	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Alluvial		Ramales de la Victoria	Cantabria	Cantabria	Spain	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
36	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae			Kaufmann, 1900	Candonidae gen. n. sp. S5, 2006	Candoninae Kaufmann, 1900	FAMILY		2004		43,320389	-3,511194	WGS84	103	calculated		Surgencia del Comellante, Surgencia del Comellante	karstSaturated Zone  	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Karst	Spring	San Miguel de Aras	Cantabria	Cantabria	Spain	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Cantabrica: Spain	A.I. Camacho. A. Valdecasas: Madrid: Spain	Marmonier P.
