ID	datasetName	informationWithheld	TaxonID	class	order	family	genus	species	scientificNameAuthorship	verbatimIdentification	scientificName	taxonRank	Lineage	dateIdentified	identifiedBy	decimalLatitude	decimalLongitude	geodeticDatum	elevationInMeters	verticalDatum	locationID	locality	locationRemarks	habitat	access_points	municipality	stateProvince	region	country	MeasurementOrFact	references	basisOfRecord	rightsHolder	Input.into.DB.-.name
356	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	svetozari	Petkovski & Karanovic 2004	Fabaeformiscandona svetozari (Petkovski & Karanovic, 2004)	Fabaeformiscandona svetozari (Petkovski & Karanovic, 2004)	SPECIES		2004		41,891872	21,679615	WGS84	235	provided		Katlanovo	Well	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Alluvial	Well	Skopje			Macedonia	stygobiont	Petkovski T. & Karanovic I. (2004). Eucandona svetozari sp. n. a freshxwater ostracod from Macedonia (SE Europe) (Curstacea, Ostracoda, Candoninae). Senckenbergiana biologica, 83: 103-111.	Literature: P. Marmonier		Marmonier P.
357	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	tyrolensis	Löffler, 1963	Fabaeformiscandona tyrolensis (Loffler, 1963)	Fabaeformiscandona tyrolensis (Löffler, 1963)	SPECIES		1986		47,115128	10,255889	WGS84	1529	provided		Moosbachtal Tyrol					II 4		Austria	stygobiont	Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278.	Literature: D. Eme	P. Marmonier: Lyon: France	Marmonier P.
358	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	tyrolensis	Löffler, 1963	Fabaeformiscandona tyrolensis (Loffler, 1963)	Fabaeformiscandona tyrolensis (Löffler, 1963)	SPECIES		1994		47,85389	15,61206	WGS84	768	provided		Seebach	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Lunz am See		Niederosterreich	Austria	stygobiont	Christian E., Pospisil P., Haase M. (1994). Autriche. In Ecyclopaedia Bipspeologica, Juberthie C. & Decu V. Eds., vol.1: 595-603.	Literature: F. Malard	P. Marmonier: Lyon: France	Marmonier P.
359	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	tyrolensis	Löffler, 1963	Fabaeformiscandona tyrolensis (Loffler, 1963)	Fabaeformiscandona tyrolensis (Löffler, 1963)	SPECIES		1968		47,114309	10,254649	WGS84	1476	calculated		Moostal	Hyporheic zone	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Maroialpe			Austria	stygobiont	Tilzer M. 1968. Zur Oekologie und Besiedlung des hochalpinen hyporheischen Interstitials im Arlberggebiet (Oesterreich). Arch. Hydrobiol. 65 (3): 253-308.	Literature: F. Malard	P. Marmonier: Lyon: France	Marmonier P.
360	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		1986		55,602315	9,124091	WGS84	66	calculated		Various localities, Central Europe.					III 1		Denmark	stygobiont	Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278.	Literature: D. Eme		Marmonier P.
361	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		1986		48,832721	11,47631	WGS84	471	provided		Various localities, Central Europe.					II 5	Bavaria	Germany	stygobiont	Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278.	Literature: D. Eme		Marmonier P.
362	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		1986		46,743942	19,326105	WGS84	93	calculated		Various localities, Central Europe.					II 8		Hungary	stygobiont	Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278.	Literature: D. Eme		Marmonier P.
363	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		1986		52,768709	6,087136	WGS84	0	calculated		Various localities, Central Europe.					III 1		Netherlands	stygobiont	Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278.	Literature: D. Eme		Marmonier P.
364	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		1986		44,272097	25,56468	WGS84	100	calculated		Various localities, Central Europe.					II 8		Romania	stygobiont	Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278.	Literature: D. Eme		Marmonier P.
365	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		1986		44,905061	20,77093	WGS84	97	calculated		Various localities, Central Europe.					II 8		Serbia	stygobiont	Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278.	Literature: D. Eme		Marmonier P.
366	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		1986		48,164262	18,108034	WGS84	128	calculated		Various localities, Central Europe.					II 8		Slovakia	stygobiont	Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278.	Literature: D. Eme		Marmonier P.
367	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		1986		49,693934	14,521923	WGS84	379	provided		Various localities, Central Europe.					II 5	Central Bohemia	Czech Republic	stygobiont	Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278.	Literature: D. Eme		Marmonier P.
368	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		2009		49,462055	20,188657	WGS84	554	calculated		Contreforts Ouest des Beskides						Contreforts Ouest des Beskides	Poland	stygobiont	Kosel V. 2009. Subteranna fauna Zapadnych Karpat. Ceske Budejovice. ISBN 978-80-86525-17-4. 203 pp.	Literature: F. Malard		Marmonier P.
369	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		1976		49,76617	19,966088	WGS84	318	calculated		Interstitial waters of parafluvial nappes of the Raba River	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone				Poland	stygobiont	Skalski A. 1976. Groundwater inhabitants in Poland. Int. J. Speleol. 8: 217-228.	Literature: F. Malard		Marmonier P.
370	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		1994		45,816115	15,977672	WGS84	136	calculated		Gravel bar of the Sava River, Opatovina near Zagreb	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Opativina		Zagreb	Croatia	stygobiont	ROGULJ, B., MARMONIER, P., DANIELOPOL, D.L. & LATTINGER, R. 1994. Fine-scale distribution of hypogean Ostracoda in the interstitial habitats of the Rivers Sava and Rhône. Hydrobiologia 287: 19-28.	Literature: P. Marmonier		Marmonier P.
371	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		2009		49,203213	9,341007	WGS84	243	calculated		Wells close to Burgberg, in Baden-Wurttenberg	Well	Aquatic, Freshwater, Subsurface, Aquifer	Well		Burgberg	Baden-Wurttemberg	Germany	stygobiont	Hahn H.J. & Fuchs A. (2009). Distribution patterns of groundwater communities across aquifer types in south-western Germany. Freshwater Biology. 54: 848-860.	Literature: P. Marmonier		Marmonier P.
372	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		2005		49,198845	8,118618	WGS84	145	provided		Offenbacher Wald on the Upper Rhine Plateau	Hyporhiec	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Landau	Rhine valley		Germany	stygobiont	Hahn H.J. (2005).The GW-Fauna-Index: A first approach to a quantitative ecological assessment of groundwater habitats. Limnologica - Ecology and Management of Inland Waters, 36: 119-137	Literature: P. Marmonier		Marmonier P.
373	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		2008		55,05806	-6,38734	WGS84	112	provided		Borehole near Drumabest	Well	Aquatic, Freshwater, Subsurface, Aquifer	Well	Drumabest	Northern Ireland		United Kingdom	stygobiont	Arnscheidt J., Hahn H.J. & Fuchs A. (2008). Aquatic subterranean Crustacea in Ireland: results and new records from a pilot study. Cave & Karst Science, 35: 53-58.	Literature: P. Marmonier		Marmonier P.
374	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		1995		45,758149	4,84	WGS84	162	calculated		Canal de Miribel (Lyon), Station 1 ou CAR 	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	69-Lyon	Rhone		France	stygobiont	Plenet, S. Gibert, J. & Marmonier, P. (1995) Biotic and abiotic interactions between surface and interstitial systems in rivers. Ecography, 18, 296-309	Pascalis project Database: Europe	P. Marmonier: Lyon: France	Marmonier P.
375	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		1991		45,818498	4,937367	WGS84	191	calculated		Canal de Miribel (Lyon), Station 18	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	01-Neyron	Ain		France	stygobiont	Creuze des Chatelliers, M. (1991) Dynamique de repartition des biocenoses interstitielles du Rhone en relation avec des caracteristiques geomorphologiques (secteurs de Bregnier-Cordon, Miribel-Jonage et Donzre-Mondragon). Thse de Doctorat de 3me cycle, Universite Lyon 1, 263 p	Pascalis project Database: Europe	P. Marmonier: Lyon: France	Marmonier P.
376	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		1995		45,816891	5,02483	WGS84	179	calculated		Canal de Miribel  (Thil), Station 2 ou BC10	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	01-Thil	Ain		France	stygobiont	Plenet, S. Gibert, J. & Marmonier, P. (1995) Biotic and abiotic interactions between surface and interstitial systems in rivers. Ecography, 18, 296-309	Pascalis project Database: Europe	P. Marmonier: Lyon: France	Marmonier P.
377	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		1991		45,823975	5,067021	WGS84	183	calculated		Canal de Miribel  (Nievroz), Station 2a	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	01-Nievroz	Ain		France	stygobiont	Creuze des Chatelliers, M. (1991) Dynamique de repartition des biocenoses interstitielles du Rhone en relation avec des caracteristiques geomorphologiques (secteurs de Bregnier-Cordon, Miribel-Jonage et Donzre-Mondragon). Thse de Doctorat de 3me cycle, Universite Lyon 1, 263 p	Pascalis project Database: Europe	P. Marmonier: Lyon: France	Marmonier P.
378	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		1988		45,799276	5,083167	WGS84	200	calculated		Canal de Miribel (Jons), Station IIB	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	69-Jons	Rhone		France	stygobiont	Marmonier, P. (1988) Biocenoses interstitielles et circulation des eaux dans le sous-ecoulement dâun chenal amenage du Haut-Rhone franais. Thse de Doctorat de 3me cycle, Universite Lyon 1. Tome I 160 p et Tome II 107 pp	Pascalis project Database: Europe	P. Marmonier: Lyon: France	Marmonier P.
379	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		1988		45,817669	5,176139	WGS84	203	calculated		Lone des Brotteaux, Station B3, plaine de l'Ain, confluence Ain - Rhone	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	01-Saint-Maurice-de-Gourdans	Ain		France	stygobiont	Marmonier, P. (1988) Biocenoses interstitielles et circulation des eaux dans le sous-ecoulement dâun chenal amenage du Haut-Rhone franais. Thse de Doctorat de 3me cycle, Universite Lyon 1. Tome I 160 p et Tome II 107 pp	Pascalis project Database: Europe	P. Marmonier: Lyon: France	Marmonier P.
380	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		1991		45,641219	5,620759	WGS84	228	calculated		Chenal du Rhone, Station 10a, secteur Bregnier-Cordon	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	01-Bregnier-Cordon	Ain		France	stygobiont	Creuze des Chatelliers, M. (1991) Dynamique de repartition des biocenoses interstitielles du Rhone en relation avec des caracteristiques geomorphologiques (secteurs de Bregnier-Cordon, Miribel-Jonage et Donzre-Mondragon). Thse de Doctorat de 3me cycle, Universite Lyon 1, 263 p	Pascalis project Database: Europe	P. Marmonier: Lyon: France	Marmonier P.
381	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		1991		45,597256	5,661109	WGS84	389	calculated		Chenal du Rhone, Station 5a, secteur Bregnier-Cordon	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	73-Saint-Genix-sur-Guiers	Savoie		France	stygobiont	Creuze des Chatelliers, M. (1991) Dynamique de repartition des biocenoses interstitielles du Rhone en relation avec des caracteristiques geomorphologiques (secteurs de Bregnier-Cordon, Miribel-Jonage et Donzre-Mondragon). Thse de Doctorat de 3me cycle, Universite Lyon 1, 263 p	Pascalis project Database: Europe	P. Marmonier: Lyon: France	Marmonier P.
382	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		1991		45,629194	5,677153	WGS84	220	calculated		Chenal du Rhone, Station 4a, secteur Bregnier-Cordon	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	73-Champagneux	Savoie		France	stygobiont	Creuze des Chatelliers, M. (1991) Dynamique de repartition des biocenoses interstitielles du Rhone en relation avec des caracteristiques geomorphologiques (secteurs de Bregnier-Cordon, Miribel-Jonage et Donzre-Mondragon). Thse de Doctorat de 3me cycle, Universite Lyon 1, 263 p	Pascalis project Database: Europe	P. Marmonier: Lyon: France	Marmonier P.
383	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		1990		43,531448	1,405852	WGS84	152	calculated		"Portet, ”Interstitiel du chenal de la Garonne"" le Portet en amont de Toulouse"	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	31-Portet-sur-Garonne	Haute-Garonne		France	stygobiont	Meisch, C. Wouters, K. & Martens, K. (1990) Liste annotee des ostracodes actuels non-marins trouves en France (Crustacea, Ostracoda). Travaux scientifiques du musee national d'histoire naturelle de Luxembourg, 62 p	Pascalis project Database: Europe	P. Marmonier: Lyon: France	Marmonier P.
384	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		1995		45,320484	4,788983	WGS84	146	calculated		Lone de la Platiere, Station 4a, 	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	38-Sablons	Isere		France	stygobiont	Boucheseiche, C. (1995) Realimentation de la lone de la Platirepartir des eaux du Rhone: Influence sur les peuplements interstitiels. Rapport HBES, 38 p	Pascalis project Database: Europe	P. Marmonier: Lyon: France	Marmonier P.
385	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		1995		45,342582	4,807191	WGS84	158	calculated		Lone de la Platiere, Station 1bis	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	38-Salaise-sur-Sanne	Isere		France	stygobiont	Boucheseiche, C. (1995) Realimentation de la lone de la Platirepartir des eaux du Rhone: Influence sur les peuplements interstitiels. Rapport HBES, 38 p	Pascalis project Database: Europe	P. Marmonier: Lyon: France	Marmonier P.
386	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		1996		45,777465	5,017113	WGS84	198	calculated		Vieux-Rhone de Miribel, Station 4, Meyzieu	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	69-Meyzieu	Rhone		France	stygobiont	Mermillod-Blondin, F. (1996) Le fonctionnement de la zone hyporheique le long d'un profil seuil - mouille - seuil. DEA Analyse et Modelisation des Systmes Biologiques, Universite Lyon I, 40 pp	Pascalis project Database: Europe	P. Marmonier: Lyon: France	Marmonier P.
387	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		1992		46,049173	5,770696	WGS84	573	calculated		Chenal du Rhone, Secteur de Genissiat, rivière Rassette	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	01-Injoux-Genissiat	Ain		France	stygobiont	Marmonier, P. & Creuze des Chatelliers, M. (1992) Biogeography of the benthic and interstitial living ostracods (Crustacea) of the Rhone River (France). Journal of Biogeography, 19, 693-704	Pascalis project Database: Europe	P. Marmonier: Lyon: France	Marmonier P.
388	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		2002		45,881456	5,850456	WGS84	417	calculated		Chenal du Rhone, Stations 3b, meandre de la Malourdie, secteur Chautagne	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	73-Serrieres-en-Chautagne	Savoie		France	stygobiont	Marmonier, P. (2002/04/16) Unpublished data, in litteris	Pascalis project Database: Europe	P. Marmonier: Lyon: France	Marmonier P.
389	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		2002		46,081202	5,89953	WGS84	502	calculated		Clarafond, puits, Puits F4	Well	Aquatic, Freshwater, Subsurface, Aquifer	Well	74-Clarafond	Haute-Savoie		France	stygobiont	Marmonier, P. (2002/04/16) Unpublished data, in litteris	Pascalis project Database: Europe	P. Marmonier: Lyon: France	Marmonier P.
390	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		2004		46,136634	5,38237	WGS84	284	calculated		Moinans, 	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Bohas Meyriat Rignat			France	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Jura: France	F. Malard: M.-J. Dole-Olivier: Lyon: France	Marmonier P.
391	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		2004		46,174298	5,390667	WGS84	292	calculated		Puits du Chateau - Noblens (Villereversure), 	Well	Aquatic, Freshwater, Subsurface, Aquifer	Well	Villereversure			France	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Jura: France	F. Malard: M.-J. Dole-Olivier: Lyon: France	Marmonier P.
392	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		2004		46,034054	5,51875	WGS84	685	provided		Izenave	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Izenave	Jura	Jura	France	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Jura: France	F. Malard: M.-J. Dole-Olivier: Lyon: France	Marmonier P.
393	European Groundwater Crustacea Database	Marmonier Pierre		Ostracoda	Podocopida	Candonidae	Fabaeformiscandona	wegelini	Petkovski, 1962	Fabaeformiscandona wegelini (Petkovski, 1962)	Fabaeformiscandona wegelini (Petkovski, 1962)	SPECIES		2004		46,101981	5,526808	WGS84	542	calculated		Oisselaz, 	Hyporheic	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Oisselaz			France	stygobiont	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.	Pascalis project Database: Region: Jura: France	F. Malard: M.-J. Dole-Olivier: Lyon: France	Marmonier P.
