ID;datasetName;informationWithheld;TaxonID;class;order;family;genus;species;scientificNameAuthorship;verbatimIdentification;scientificName;taxonRank;Lineage;dateIdentified;identifiedBy;decimalLatitude;decimalLongitude;geodeticDatum;elevationInMeters;verticalDatum;locationID;locality;municipality;stateProvince;region;country;locationRemarks;habitat;MeasurementOrFact;references;basisOfRecord;rightsHolder;Input.into.DB.-.name
1;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. I1, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;45,588889;10,906944;WGS84;295;provided;;Fumane Ca' del Gottolo spring;Manune;Lessinian Mountains;Lessinian Mountains;Italy;spring;Spring;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Lessinian Mountains: Italy;D. Galassi F. Stoch: L'Aquilla: Italy;Marmonier P.
2;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. I2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;45,573000;10,899000;WGS84;257;calculated;;Marano di Valpolicella, ;Carazzole;Lessinian Mountains;;Italy;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Lessinian Mountains: Italy;D. Galassi F. Stoch: L'Aquilla: Italy;Marmonier P.
3;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. I2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;45,580333;10,901667;WGS84;279;calculated;;Marano di Valpolicella;Carazzole;Lessinian Mountains;;Italy;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Lessinian Mountains: Italy;D. Galassi F. Stoch: L'Aquilla: Italy;Marmonier P.
4;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. I2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;45,629833;10,961000;WGS84;708;calculated;;Sant'Anna D'Alfaedo, ;Cescatto;Lessinian Mountains;;Italy;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Lessinian Mountains: Italy;D. Galassi F. Stoch: L'Aquilla: Italy;Marmonier P.
5;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. I2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;45,593667;10,985167;WGS84;366;calculated;;Grezzana-Bellori, ;Bellori;Lessinian Mountains;;Italy;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Lessinian Mountains: Italy;D. Galassi F. Stoch: L'Aquilla: Italy;Marmonier P.
6;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. I2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;45,592500;10,985278;WGS84;366;calculated;;Grezzana-Bellori, ;Bellori;Lessinian Mountains;;Italy;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Lessinian Mountains: Italy;D. Galassi F. Stoch: L'Aquilla: Italy;Marmonier P.
7;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. I2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;45,533167;11,045000;WGS84;425;provided;;Grezzana-La Colombara spring ;Romagnano;Lessinian Mountains;Lessinian Mountains;Italy;spring;Spring;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Lessinian Mountains: Italy;D. Galassi F. Stoch: L'Aquilla: Italy;Marmonier P.
8;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. I2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;45,617433;11,199045;WGS84;640;provided;;Buso del Slonse (1425 V/VR), Ghieve;Crespadoro;Lessinian Mountains;Lessinian Mountains;Italy;spring;Spring;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Lessinian Mountains: Italy;D. Galassi F. Stoch: L'Aquilla: Italy;Marmonier P.
9;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. I2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;45,613267;11,214324;WGS84;565;provided;;Buso della Volpe (1426 V/VR), Covale;Crespadoro;Lessinian Mountains;Lessinian Mountains;Italy;spring;Spring;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Lessinian Mountains: Italy;D. Galassi F. Stoch: L'Aquilla: Italy;Marmonier P.
10;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. I2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;45,615000;10,905500;WGS84;673;calculated;;Fumane-Molina, ;Molina;Lessinian Mountains;;Italy;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Lessinian Mountains: Italy;D. Galassi F. Stoch: L'Aquilla: Italy;Marmonier P.
11;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. I2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;45,589000;10,906833;WGS84;313;calculated;;Fumane, ;Manune;Lessinian Mountains;;Italy;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Lessinian Mountains: Italy;D. Galassi F. Stoch: L'Aquilla: Italy;Marmonier P.
12;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. I3, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;45,471583;11,202000;WGS84;121;provided;;Cazzano di Tramigna spring;Cazzano Di Tramigna;Lessinian Mountains;Lessinian Mountains;Italy;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Lessinian Mountains: Italy;D. Galassi F. Stoch: L'Aquilla: Italy;Marmonier P.
13;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. I3, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;45,464800;11,205850;WGS84;90;provided;;Stream Tramigna;Cazzano Di Tramigna;Lessinian Mountains;Lessinian Mountains;Italy;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Lessinian Mountains: Italy;D. Galassi F. Stoch: L'Aquilla: Italy;Marmonier P.
14;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. I3, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;45,513000;11,236167;WGS84;167;provided;;San Giovanni Ilarione Loc. Veschi;San Giovanni Llarione;Lessinian Mountains;Lessinian Mountains;Italy;karstSaturated Zone  ;Spring;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Lessinian Mountains: Italy;D. Galassi F. Stoch: L'Aquilla: Italy;Marmonier P.
15;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. I3, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;45,490333;11,255833;WGS84;92;calculated;;S.Giovanni Ilarione Loc. Lauri, ;Montecchia di Crosara;Lessinian Mountains;Lessinian Mountains;Italy;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Lessinian Mountains: Italy;D. Galassi F. Stoch: L'Aquilla: Italy;Marmonier P.
16;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. I4, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;45,465000;11,063567;WGS84;78;calculated;;Verona-Montorio Laghetto Squar, ;Montorio;Lessinian Mountains;Lessinian Mountains;Italy;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Lessinian Mountains: Italy;D. Galassi F. Stoch: L'Aquilla: Italy;Marmonier P.
17;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. S2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;43,277389;-3,550417;WGS84;235;calculated;;Ason-near Ramales (park), Ason-near Ramales (park);Ramales de la Victoria;Cantabria;Cantabria;Spain;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Cantabrica: Spain;A.I. Camacho. A. Valdecasas: Madrid: Spain;Marmonier P.
18;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. S2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;43,042167;-3,533750;WGS84;1047;calculated;;Cueva La Mina;Cuestaedo;Cantabria;Cantabria;Spain;karstUnsaturated Zone  ;Cave;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Cantabrica: Spain;A.I. Camacho. A. Valdecasas: Madrid: Spain;Marmonier P.
19;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. S2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;43,309056;-3,530500;WGS84;389;calculated;;Seldesuto, cueva de, Cueva de Seldesuto;Ruesga;Cantabria;Cantabria;Spain;karstUnsaturated Zone  ;Cave;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Cantabrica: Spain;A.I. Camacho. A. Valdecasas: Madrid: Spain;Marmonier P.
20;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. S2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;43,261333;-3,528194;WGS84;597;calculated;;Cullalvera, cueva, Cueva Cullalvera;Ruesga;Cantabria;Cantabria;Spain;karstUnsaturated Zone  ;Cave;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Cantabrica: Spain;A.I. Camacho. A. Valdecasas: Madrid: Spain;Marmonier P.
21;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. S2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;43,321111;-3,518444;WGS84;51;calculated;;Cuvio de la Re–ada, cueva de, Cuvio La Re–ada (0048 S);San Miguel de Aras;Cantabria;Cantabria;Spain;karstUnsaturated Zone  ;Cave;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Cantabrica: Spain;A.I. Camacho. A. Valdecasas: Madrid: Spain;Marmonier P.
22;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. S2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;43,035278;-3,517667;WGS84;754;calculated;;Jaime, sima, Sima Jaime;Cuestaedo;Cantabria;Cantabria;Spain;karstUnsaturated Zone  ;Cave;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Cantabrica: Spain;A.I. Camacho. A. Valdecasas: Madrid: Spain;Marmonier P.
23;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. S2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;43,318778;-3,511750;WGS84;140;calculated;;Comellante, cueva del, Cueva del Comellante;San Miguel de Aras;Cantabria;Cantabria;Spain;karstUnsaturated Zone  ;Cave;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Cantabrica: Spain;A.I. Camacho. A. Valdecasas: Madrid: Spain;Marmonier P.
24;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. S2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;43,250639;-3,508028;WGS84;299;calculated;;Renacimiento Rio Ason (Ason);Ramales de la Victoria;Cantabria;Cantabria;Spain;Unconsolidated Sediment Phreatic Zone  ;Interstitial - Phreatic Zone ;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Cantabrica: Spain;A.I. Camacho. A. Valdecasas: Madrid: Spain;Marmonier P.
25;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. S2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;43,317889;-3,506000;WGS84;241;calculated;;Molino, cueva del, Cueva del Molino (0727 S);San Miguel de Aras;Cantabria;Cantabria;Spain;karstUnsaturated Zone  ;Cave;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Cantabrica: Spain;A.I. Camacho. A. Valdecasas: Madrid: Spain;Marmonier P.
26;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. S2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;43,282250;-3,505417;WGS84;373;calculated;;Rio Bustablado- Arredondo, Rio Bustablado-Arredondo;Mentera Barruelo;Cantabria;Cantabria;Spain;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Cantabrica: Spain;A.I. Camacho. A. Valdecasas: Madrid: Spain;Marmonier P.
27;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. S2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;43,209083;-3,491278;WGS84;256;calculated;;Cueva de la Cascada de Ason;Rozas;Cantabria;Cantabria;Spain;karstUnsaturated Zone  ;Cave;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Cantabrica: Spain;A.I. Camacho. A. Valdecasas: Madrid: Spain;Marmonier P.
28;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. S2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;43,186833;-3,487472;WGS84;344;calculated;;Pt de la Sia, cueva, Cueva Pt de la Sia (STD 32);Pilas;Cantabria;Cantabria;Spain;karstUnsaturated Zone  ;Cave;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Cantabrica: Spain;A.I. Camacho. A. Valdecasas: Madrid: Spain;Marmonier P.
29;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. S2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;43,207889;-3,487139;WGS84;221;calculated;;"Rio Ason-Near ""nacimiento"" (Point 5)""";Rozas;Cantabria;Cantabria;Spain;Unconsolidated Sediment Phreatic Zone  ;Interstitial - Phreatic Zone ;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Cantabrica: Spain;A.I. Camacho. A. Valdecasas: Madrid: Spain;Marmonier P.
30;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. S2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;43,033694;-3,418083;WGS84;674;calculated;;Llanas, cueva de las, Cueva de las Llanas;Villalacre;Cantabria;Cantabria;Spain;karstUnsaturated Zone  ;Cave;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Cantabrica: Spain;A.I. Camacho. A. Valdecasas: Madrid: Spain;Marmonier P.
31;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. S2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;43,291083;-3,538167;WGS84;163;calculated;;Fuente del Molino, Fuente del Molino;Ogarrio;Cantabria;Cantabria;Spain;karstSaturated Zone  ;Spring;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Cantabrica: Spain;A.I. Camacho. A. Valdecasas: Madrid: Spain;Marmonier P.
32;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. S2, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;43,226333;-3,508639;WGS84;668;calculated;;Fresca, cueva, Cueva Fresca;Rozas;Cantabria;Cantabria;Spain;karstUnsaturated Zone  ;Cave;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Cantabrica: Spain;A.I. Camacho. A. Valdecasas: Madrid: Spain;Marmonier P.
33;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. S3, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;43,041611;-3,503306;WGS84;668;calculated;;Hoz-Hornillatorre, Arroyo de la, Arroyo de la Hoz-Hornillatorre;Villalazara;Cantabria;Cantabria;Spain;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Cantabrica: Spain;A.I. Camacho. A. Valdecasas: Madrid: Spain;Marmonier P.
34;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. S4, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;43,044139;-3,559222;WGS84;946;calculated;;Ojo Guarena, Palomera (Point: 9) Ojo Guarena;Espinosa de los Monteros;Cantabria;Cantabria;Spain;karstUnsaturated Zone  ;Cave;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Cantabrica: Spain;A.I. Camacho. A. Valdecasas: Madrid: Spain;Marmonier P.
35;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. S4, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;43,299917;-3,505583;WGS84;681;calculated;;Rio Ason Rio Gandara (before Rasines);Ramales de la Victoria;Cantabria;Cantabria;Spain;Unconsolidated Sediment Phreatic Zone  ;Interstitial - Phreatic Zone ;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Cantabrica: Spain;A.I. Camacho. A. Valdecasas: Madrid: Spain;Marmonier P.
36;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. S5, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;43,320389;-3,511194;WGS84;103;calculated;;Surgencia del Comellante, Surgencia del Comellante;San Miguel de Aras;Cantabria;Cantabria;Spain;karstSaturated Zone  ;Spring;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Cantabrica: Spain;A.I. Camacho. A. Valdecasas: Madrid: Spain;Marmonier P.
37;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;;;Kaufmann, 1900;Candonidae gen. n. sp. S6, 2006;Candoninae Kaufmann, 1900;FAMILY;;2004;;42,996139;-3,463778;WGS84;724;calculated;;Rio Trema- Torme (Point 3), Rio Trema- Torme (Point 3);Recuenco;Cantabria;Cantabria;Spain;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Cantabrica: Spain;A.I. Camacho. A. Valdecasas: Madrid: Spain;Marmonier P.
38;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Candonopsis;boui;Danielopol, 1978;Candonopsis boui Danielopol, 1978;Candonopsis boui Danielopol, 1978;SPECIES;;2000;;43,929887;2,134475;WGS84;151;calculated;;Go, puits du (Albi), alluvial sediments near Albi at Go';81-Albi;Tarn;;France;Interstitial/phreatic;Interstitial - Phreatic Zone ;stygobiont;Baltanas, A., Namiotko, T. & Danielopol , D.L. (2000) Biogeography and disparity within the genus Cryptocandona (Crustacea, Ostracoda). Vie et Milieu, 50 (4), 297-310;Pascalis project Database: Europe;P. Marmonier: Lyon: France;Marmonier P.
39;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Candonopsis;boui;Danielopol, 1978;Candonopsis boui Danielopol, 1978;Candonopsis boui Danielopol, 1978;SPECIES;;2000;;43,935866;2,229622;WGS84;236;calculated;;Avalats, plage, usine EDF, riverbed sediments (hyporheal) of the Tarn river at Avalats;81-Saint-Juery;Tarn;;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Baltanas, A., Namiotko, T. & Danielopol , D.L. (2000) Biogeography and disparity within the genus Cryptocandona (Crustacea, Ostracoda). Vie et Milieu, 50 (4), 297-310;Pascalis project Database: Europe;P. Marmonier: Lyon: France;Marmonier P.
