ID;datasetName;informationWithheld;TaxonID;class;order;family;genus;species;scientificNameAuthorship;verbatimIdentification;scientificName;taxonRank;Lineage;dateIdentified;identifiedBy;decimalLatitude;decimalLongitude;geodeticDatum;elevationInMeters;verticalDatum;locationID;locality;municipality;stateProvince;region;country;locationRemarks;habitat;MeasurementOrFact;references;basisOfRecord;rightsHolder;Input.into.DB.-.name
706;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;;Meisch, 1996;Schellencandona sp. Alp 1, 2025;Schellencandona Meisch, 1996;GENUS;;;;44,502300;5,088900;WGS84;446;provided;;Lez River at Montjoux;Montjoux;Drôme;Rhône-Alpes;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Unpublished Data: P. Marmonier;Unpublished Data: P. Marmonier;P. Marmonier: Lyon: France;Marmonier P.
707;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;;Meisch, 1996;Schellencandona sp. Alp 1, 2025;Schellencandona Meisch, 1996;GENUS;;;;44,419505;4,909477;WGS84;207;provided;;Lez River at Grignan;Grignan;Drôme;Rhône-Alpes;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Unpublished Data: P. Marmonier;Unpublished Data: P. Marmonier;P. Marmonier: Lyon: France;Marmonier P.
708;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;;Meisch, 1996;Schellencandona sp. Alp 1, 2025;Schellencandona Meisch, 1996;GENUS;;;;44,381000;5,425500;WGS84;534;provided;;Eygues River at Verclauze;Verclauze;Drôme;Rhône-Alpes;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Unpublished Data: P. Marmonier;Unpublished Data: P. Marmonier;P. Marmonier: Lyon: France;Marmonier P.
709;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;;Meisch, 1996;Schellencandona sp. Alp 1, 2025;Schellencandona Meisch, 1996;GENUS;;;;44,232200;5,139700;WGS84;256;provided;;Ouvèze River at Entrechaux;Entrechaux;Vaucluse;Provence;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Unpublished Data: P. Marmonier;Unpublished Data: P. Marmonier;P. Marmonier: Lyon: France;Marmonier P.
710;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;;Meisch, 1996;Schellencandona sp. Alp 1, 2025;Schellencandona Meisch, 1996;GENUS;;;;44,656700;5,711200;WGS84;1018;provided;;Grand Buech River;Luce la Croix haute;Hautes-Alpes;Provence;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Unpublished Data: P. Marmonier;Unpublished Data: P. Marmonier;P. Marmonier: Lyon: France;Marmonier P.
711;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;;Meisch, 1996;Schellencandona sp. Alp 1, 2025;Schellencandona Meisch, 1996;GENUS;;;;44,560800;5,895200;WGS84;879;provided;;Petit Buech River;Montmaure;Hautes-Alpes;Provence;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Unpublished Data: P. Marmonier;Unpublished Data: P. Marmonier;P. Marmonier: Lyon: France;Marmonier P.
712;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;;Meisch, 1996;Schellencandona sp. Alp 1, 2025;Schellencandona Meisch, 1996;GENUS;;;;44,201300;5,920900;WGS84;466;provided;;Buech River;Sisteron;Hautes-Alpes;Provence;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Unpublished Data: P. Marmonier;Unpublished Data: P. Marmonier;P. Marmonier: Lyon: France;Marmonier P.
713;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;;Meisch, 1996;Schellencandona sp. Alp 1, 2025;Schellencandona Meisch, 1996;GENUS;;;;44,041200;6,102500;WGS84;501;provided;;Les Duyes River;Mallemoisson;Alpes de Haute Provence;Provence;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Unpublished Data: P. Marmonier;Unpublished Data: P. Marmonier;P. Marmonier: Lyon: France;Marmonier P.
714;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;;Meisch, 1996;Schellencandona sp. Alp 2, 2025;Schellencandona Meisch, 1996;GENUS;;;;44,166800;5,925100;WGS84;468;provided;;Jabron River;Noyers sur Jabron;Alpes de Haute Provence;Provence;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Unpublished Data: P. Marmonier;Unpublished Data: P. Marmonier;P. Marmonier: Lyon: France;Marmonier P.
715;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;;Meisch, 1996;Schellencandona sp. Alp 3, 2025;Schellencandona Meisch, 1996;GENUS;;;;44,234400;6,949200;WGS84;1080;provided;;Tinée River;St Etienne de Tinée;Alpes Maritimes;Provence;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Unpublished Data: P. Marmonier;Unpublished Data: P. Marmonier;P. Marmonier: Lyon: France;Marmonier P.
716;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;;Meisch, 1996;Schellencandona sp. Alp 3, 2025;Schellencandona Meisch, 1996;GENUS;;;;44,178900;6,620600;WGS84;1225;provided;;Verdon River;Colmars les Alpes;Alpes de Haute Provence;Provence;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Unpublished Data: P. Marmonier;Unpublished Data: P. Marmonier;P. Marmonier: Lyon: France;Marmonier P.
717;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;;Meisch, 1996;Schellencandona sp. Alp 4, 2025;Schellencandona Meisch, 1996;GENUS;;;;43,879300;5,905100;WGS84;335;provided;;Asse River;Oraison;Alpes de Haute Provence;Provence;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Unpublished Data: P. Marmonier;Unpublished Data: P. Marmonier;P. Marmonier: Lyon: France;Marmonier P.
718;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;;Meisch, 1996;Schellencandona sp Kenderov & Apostolov 2008;Schellencandona Meisch, 1996;GENUS;;2008;;42,279820;23,520770;WGS84;1194;calculated;;Iskar River: site 14;;;;Bulgaria;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Kenderov L. and Apostolov A. 2008. Composition and structure of hyporheal crustacean complex of Iskar River valley in different environmental conditions. Natura Montenegrina, Podgorica 7 (2): 145-167.;Literature: P. Marmonier;;Marmonier P.
719;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Pseudocandona;mira;Sywula, 1976;Pseudocandona mira (Sywula, 1976);Schellencandona mira (Sywula, 1976);SPECIES;;1986;;49,509451;19,113039;WGS84;490;provided;;Wells, Rajcza, Tatra Mts, Poland.;Rajcza;II 7;;Poland;Well;Well;stygobiont;Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278.;Literature: D. Eme;;Marmonier P.
720;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Pseudocandona;mira;Sywula, 1976;Pseudocandona mira (Sywula, 1976);Schellencandona mira (Sywula, 1976);SPECIES;;1986;;49,320921;19,826858;WGS84;845;provided;;Wells Witow, Tatra Mts Poland;Witow;II 7;;Poland;Well;Well;stygobiont;Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278.;Literature: D. Eme;;Marmonier P.
721;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;rhodanensis;Issartel & Marmonier, 2025;Schellencandona triquetra (Klie, 1936);Schellencandona rhodanensis (Issartel & Marmonier, 2025);SPECIES;;1988;;45,823975;5,067021;WGS84;183;calculated;;Miribel, canal de (Nievroz), Station IIC, canal de Miribel;01-Nievroz;Ain;;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Marmonier, P. (1988) Biocenoses interstitielles et circulation des eaux dans le sous-ecoulement dâun chenal amenage du Haut-Rhone franais. Thse de Doctorat de 3me cycle, Universite Lyon 1. Tome I 160 p et Tome II 107 pp;Pascalis project Database: Europe;P. Marmonier: Lyon: France;Marmonier P.
722;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;rhodanensis;Issartel & Marmonier, 2025;Schellencandona triquetra (Klie, 1936);Schellencandona rhodanensis (Issartel & Marmonier, 2025);SPECIES;;1988;;45,788368;5,105783;WGS84;216;calculated;;Pecheurs, Lone des, Lone des Pecheurs, plaine du Rhone;38-Villette-d'Anthon;Isere;;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Marmonier, P. (1988) Biocenoses interstitielles et circulation des eaux dans le sous-ecoulement dâun chenal amenage du Haut-Rhone franais. Thse de Doctorat de 3me cycle, Universite Lyon 1. Tome I 160 p et Tome II 107 pp;Pascalis project Database: Europe;P. Marmonier: Lyon: France;Marmonier P.
723;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;rhodanensis;Issartel & Marmonier, 2025;Schellencandona triquetra (Klie, 1936);Schellencandona rhodanensis (Issartel & Marmonier, 2025);SPECIES;;1988;;45,833197;5,113194;WGS84;197;calculated;;Grand Gravier, Lone du, Station 10 de la lone du Grand-Gravier, plaine du Rhone;01-Balan;Ain;;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Marmonier, P. (1988) Biocenoses interstitielles et circulation des eaux dans le sous-ecoulement dâun chenal amenage du Haut-Rhone franais. Thse de Doctorat de 3me cycle, Universite Lyon 1. Tome I 160 p et Tome II 107 pp;Pascalis project Database: Europe;P. Marmonier: Lyon: France;Marmonier P.
724;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;rhodanensis;Issartel & Marmonier, 2025;Schellencandona triquetra (Klie, 1936);Schellencandona rhodanensis (Issartel & Marmonier, 2025);SPECIES;;1988;;45,817669;5,176139;WGS84;203;calculated;;Brotteaux, Lone des, Station B1, lone des Brotteaux, confluence Ain - Rhone;01-Saint-Maurice-de-Gourdans;Ain;;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Marmonier, P. (1988) Biocenoses interstitielles et circulation des eaux dans le sous-ecoulement dâun chenal amenage du Haut-Rhone franais. Thse de Doctorat de 3me cycle, Universite Lyon 1. Tome I 160 p et Tome II 107 pp;Pascalis project Database: Europe;P. Marmonier: Lyon: France;Marmonier P.
725;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;rhodanensis;Issartel & Marmonier, 2025;Schellencandona triquetra (Klie, 1936);Schellencandona rhodanensis (Issartel & Marmonier, 2025);SPECIES;;1985;;47,363081;5,152339;WGS84;228;calculated;;Charriere, ruisseau de la, Le ruisseau de La Charriere;21-Orgeux;Cote-d'Or;;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Idbennacer, B. (1985) Ecologie dâune nappe phreatique superficielle. DEA Ecologie des Eaux, Universite de Dijon et Universite Lyon I;Pascalis project Database: Europe;P. Marmonier: Lyon: France;Marmonier P.
726;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;rhodanensis;Issartel & Marmonier, 2025;Schellencandona triquetra (Klie, 1936);Schellencandona rhodanensis (Issartel & Marmonier, 2025);SPECIES;;2004;;45,964221;5,259705;WGS84;223;calculated;;Confluence avec l'AinGevrieux, ;Saint Maurice de Remens;Ain;;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Jura: France;F. Malard: M.-J. Dole-Olivier: Lyon: France;Marmonier P.
727;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;rhodanensis;Issartel & Marmonier, 2025;Schellencandona triquetra (Klie, 1936);Schellencandona rhodanensis (Issartel & Marmonier, 2025);SPECIES;;2004;;45,964084;5,262228;WGS84;223;calculated;;Confluence avec bras mort de l'Ain, ;Saint Maurice de Remens;Ain;;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Jura: France;F. Malard: M.-J. Dole-Olivier: Lyon: France;Marmonier P.
728;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;rhodanensis;Issartel & Marmonier, 2025;Schellencandona triquetra (Klie, 1936);Schellencandona rhodanensis (Issartel & Marmonier, 2025);SPECIES;;2004;;45,943565;5,364454;WGS84;255;calculated;;Puits Miquet - Bettant, ;Bettant;;;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Jura: France;F. Malard: M.-J. Dole-Olivier: Lyon: France;Marmonier P.
729;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;rhodanensis;Issartel & Marmonier, 2025;Schellencandona triquetra (Klie, 1936);Schellencandona rhodanensis (Issartel & Marmonier, 2025);SPECIES;;2004;;45,935756;5,377585;WGS84;257;calculated;;Piezometre 3 - Balmettes, ;Balmettes;;;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Jura: France;F. Malard: M.-J. Dole-Olivier: Lyon: France;Marmonier P.
730;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;rhodanensis;Issartel & Marmonier, 2025;Schellencandona triquetra (Klie, 1936);Schellencandona rhodanensis (Issartel & Marmonier, 2025);SPECIES;;2004;;45,917733;5,396774;WGS84;270;calculated;;Meandre de la Cluse de Torcieu, ;Torcieu;;;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Jura: France;F. Malard: M.-J. Dole-Olivier: Lyon: France;Marmonier P.
731;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;rhodanensis;Issartel & Marmonier, 2025;Schellencandona triquetra (Klie, 1936);Schellencandona rhodanensis (Issartel & Marmonier, 2025);SPECIES;;2004;;45,949569;5,451667;WGS84;305;calculated;;Saint-Rambert, ;Saint Rambert;;;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Jura: France;F. Malard: M.-J. Dole-Olivier: Lyon: France;Marmonier P.
732;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;rhodanensis;Issartel & Marmonier, 2025;Schellencandona triquetra (Klie, 1936);Schellencandona rhodanensis (Issartel & Marmonier, 2025);SPECIES;;2004;;45,934929;5,530083;WGS84;392;provided;;Pont de la Violette;Tenay;Jura;Jura;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Jura: France;F. Malard: M.-J. Dole-Olivier: Lyon: France;Marmonier P.
733;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;rhodanensis;Issartel & Marmonier, 2025;Schellencandona triquetra (Klie, 1936);Schellencandona rhodanensis (Issartel & Marmonier, 2025);SPECIES;;2004;;45,951575;5,531156;WGS84;430;provided;;Chaley;Chaley;Jura;Jura;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Jura: France;F. Malard: M.-J. Dole-Olivier: Lyon: France;Marmonier P.
734;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;rhodanensis;Issartel & Marmonier, 2025;Schellencandona triquetra (Klie, 1936);Schellencandona rhodanensis (Issartel & Marmonier, 2025);SPECIES;;;;45,909753;4,832616;WGS84;227;provided;;Well along the Saone River;01-Massieux;Ain;;France;Well;Interstitial - Phreatic Zone ;stygobiont;Unpublished Data: P. Marmonier;Unpublished Data: P. Marmonier;P. Marmonier: Lyon: France;Marmonier P.
735;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;rhodanensis;Issartel & Marmonier, 2025;Schellencandona triquetra (Klie, 1936);Schellencandona rhodanensis (Issartel & Marmonier, 2025);SPECIES;;2019;;44,738103;4,957114;WGS84;156;provided;;Rivière Drôme, secteur des Ramières;Crest;Drôme;;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Marmonier P., Olivier M.-J., Creuze des Chatelliers M., Paran F., Graillot, D., Winiarski T., Konecny-Dupré L., Navel S. and Cadilhac L. (2019). Does spatial heterogeneity of hyporheic fauna vary similarly with natural and artificial changes in braided river width? Science of the Total Environment, 689: 57-69;River-groudwater exchange study;P. Marmonier: Lyon: France;Marmonier P.
736;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;rhodanensis;Issartel & Marmonier, 2025;Schellencandona triquetra (Klie, 1936);Schellencandona rhodanensis (Issartel & Marmonier, 2025);SPECIES;;2020;;44,261060;4,331355;WGS84;96;provided;;Cèze River, Gorges sector;Méjannes-le-Clap;Gard;Cévennes;France;Hyporheic;Interstitial - Hyporheic zone;stygobiont;Marmonier P.,  Creuze des Chatelliers M., Olivier M.-J., Radakovitch O., Mayer A., Chapuis H., Graillot, D., Re-Bahuaud J., Johannet A. and Cadilhac L. (2020). Are surface water characteristics efficient to locate hyporheic biodiversity hotspots? Science of the Total Environment, 738: 5139930;River-Groundwater exchanges study;P. Marmonier: Lyon: France;Marmonier P.
737;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;schellenbergi;Klie, 1934;Schellencandona schellenbergi (Klie, 1934);Schellencandona schellenbergi (Klie, 1934);SPECIES;;1994;;47,474480;9,730730;WGS84;411;provided;;Lauterach, Bregenz;Bregenz;;Vorarlberg;Austria;;;stygobiont;Christian E., Pospisil P., Haase M. (1994). Autriche. In Ecyclopaedia Bipspeologica, Juberthie C. & Decu V. Eds., vol.1: 595-603.;Literature: F. Malard;P. Marmonier: Lyon: France;Marmonier P.
738;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;schellenbergi;Klie, 1934;Schellencandona schellenbergi (Klie, 1934);Schellencandona schellenbergi (Klie, 1934);SPECIES;;2009;;49,203213;9,341007;WGS84;243;calculated;;Wells near Burgberg, in Baden-Wurttenberg;Burgberg;;Baden-Wurttemberg;Germany;Well;Well;stygobiont;Hahn H.J. & Fuchs A. (2009). Distribution patterns of groundwater communities across aquifer types in south-western Germany. Freshwater Biology. 54: 848-860.;Literature: P. Marmonier;;Marmonier P.
739;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;schellenbergi;Klie, 1934;Schellencandona schellenbergi (Klie, 1934);Schellencandona schellenbergi (Klie, 1934);SPECIES;;2000;;48,100000;7,666667;WGS84;294;provided;;Well in the Rhine valley;Kaiserstuhl;;;Germany;Well;Interstitial - Phreatic Zone ;stygobiont;Meisch C. (2000). Freshwater Ostracoda of western and central europe. Spektrum Akademischer Verlag, 522 p.;Literature: P. Marmonier;;Marmonier P.
740;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;simililampadis;Danielopol, 1978;Schellencandona simililampadis (Danielopol, 1978);Schellencandona simililampadis (Danielopol, 1978);SPECIES;;1978;;43,933232;3,961333;WGS84;94;calculated;;Vidourle, resurgence du, Galerie souterraine de l'hotel de ville en relation avec les eaux du Vidourle souterrain;30-Sauve;Gard;;France;karst;Cave;stygobiont;Danielopol, D.L. (1978) Ostracodes du sud de la France. 2. Schellencandona simililampadis n. sp. Int. J. Speleol., 10, 57-71;Pascalis project Database: Europe;P. Marmonier: Lyon: France;Marmonier P.
741;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;triquetra;Klie, 1936;Schellencandona triquetra (Klie, 1936);Schellencandona triquetra (Klie, 1936);SPECIES;;1986;;50,689667;7,149878;WGS84;59;calculated;;Wells, Oker, West Germany.;;II 5;North Rhine Westphalia;Germany;Well;Well;stygobiont;Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278.;Literature: D. Eme;;Marmonier P.
742;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;triquetra;Klie, 1936;Schellencandona triquetra (Klie, 1936);Schellencandona triquetra (Klie, 1936);SPECIES;;2009;;49,203213;9,341007;WGS84;243;calculated;;Wells in Baden-Wurttenberg;;;Baden-Wurttemberg;Germany;Well;Well;stygobiont;Hahn H.J. & Fuchs A. (2009). Distribution patterns of groundwater communities across aquifer types in south-western Germany. Freshwater Biology. 54: 848-860.;Literature: P. Marmonier;;Marmonier P.
743;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;triquetra;Klie, 1936;Schellencandona triquetra (Klie, 1936);Schellencandona triquetra (Klie, 1936);SPECIES;;2000;;52,267547;10,527421;WGS84;81;calculated;;Wells near Braunschweig (Weser River Catchment);Braunschweig;;;Germany;Well;Well;stygobiont;Meisch C. (2000). Freshwater Ostracoda of western and central europe. Spektrum Akademischer Verlag, 522 p.;Literature: P. Marmonier;;Marmonier P.
744;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;triquetra;Klie, 1936;Schellencandona triquetra (Klie, 1936);Schellencandona triquetra (Klie, 1936);SPECIES;;1946;;50,732703;7,096311;WGS84;68;provided;;Groundwater near Bonn  ;Bonn;;;Germany;Well;Well;stygobiont;Haine E. (1946). Die fauna des Grundwassers von Bonn mit besonderer Berucksichtigung des Crustaceen. PhD Thesis Universityy of Bonn, 413 p.;Literature: P. Marmonier;;Marmonier P.
745;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;triquetra;Klie, 1936;Schellencandona triquetra (Klie, 1936);Schellencandona triquetra (Klie, 1936);SPECIES;;1939;;50,121500;5,192900;WGS84;158;provided;;Han, grotte de, B.38;Hans sur Lesse;Belgium;;Belgium;Cave;Cave;stygobiont;Leruth, R. (1939) Biologie du domaine souterrain et faune Cavernicole de la Belgique. Memoires du Musee royal d'Histoire naturelle de Belgique, 87, 506pp;Pascalis project Database: Europe;;Marmonier P.
746;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;triquetra;Klie, 1936;Schellencandona triquetra (Klie, 1936);Schellencandona triquetra (Klie, 1936);SPECIES;;1939;;50,212700;5,342200;WGS84;265;provided;;C1, S2, S3, S4, Sources, ;Marche en Famenne;Belgium;;Belgium;spring;Spring;stygobiont;Leruth, R. (1939) Biologie du domaine souterrain et faune Cavernicole de la Belgique. Memoires du Musee royal d'Histoire naturelle de Belgique, 87, 506pp;Pascalis project Database: Europe;;Marmonier P.
747;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;triquetra;Klie, 1936;Schellencandona triquetra (Klie, 1936);Schellencandona triquetra (Klie, 1936);SPECIES;;1939;;50,578700;5,411120;WGS84;80;provided;;Lyell, grotte, B.05;Ramouille;Belgium;;Belgium;Cave;Cave;stygobiont;Leruth, R. (1939) Biologie du domaine souterrain et faune Cavernicole de la Belgique. Memoires du Musee royal d'Histoire naturelle de Belgique, 87, 506pp;Pascalis project Database: Europe;;Marmonier P.
748;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;triquetra;Klie, 1936;Schellencandona triquetra (Klie, 1936);Schellencandona triquetra (Klie, 1936);SPECIES;;1939;;50,711000;5,679300;WGS84;55;provided;;Hermalle-sous-Argenteau, Nappe phreatique de, ;Hermalle sous argenteau;Belgium;;Belgium;Well;Interstitial - Phreatic Zone ;stygobiont;Leruth, R. (1939) Biologie du domaine souterrain et faune Cavernicole de la Belgique. Memoires du Musee royal d'Histoire naturelle de Belgique, 87, 506pp;Pascalis project Database: Europe;;Marmonier P.
749;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;triquetra;Klie, 1936;Schellencandona triquetra (Klie, 1936);Schellencandona triquetra (Klie, 1936);SPECIES;;2004;;50,382621;4,873171;WGS84;84;provided;;Captage de Tailfer;Profondeville;Belgium;Walloon;Belgium;Well;Well;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Wallonia: Belgium;C. De Broyer: P. Martin: G. Michel: Brussels: Belgium;Marmonier P.
750;European Groundwater Crustacea Database;Marmonier Pierre;;Ostracoda;Podocopida;Candonidae;Schellencandona;triquetra;Klie, 1936;Schellencandona triquetra (Klie, 1936);Schellencandona triquetra (Klie, 1936);SPECIES;;2004;;50,179990;5,223145;WGS84;195;calculated;;Drainage de la Prairie de Tridaine, ;Rochefort;Belgium;;Belgium;karstUnsaturated Zone  ;Spring;stygobiont;Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert - 2004. Statistical analyses and identification of indicators. European Project Report WP7 D8 (PASCALIS No EVK-CT-2001-00121), 156 p.;Pascalis project Database: Region: Wallonia: Belgium;C. De Broyer: P. Martin: G. Michel: Brussels: Belgium;Marmonier P.
