id	name	code	country_code	coordinates	municipality	province
1837	Hyporheic Zone Of The River Rhone In Grigny	GRIGNYHY	FR		GRIGNY	RHONE
1839	Source Maglia Sed 72	MAGLIA	FR		BREIL SUR ROYA	ALPES MARITIMES
1842	Contre Canal Du Rhin A Artolsheim	ARTOLSHE	FR		ARTOLSHEIM	BAS RHIN
1843	Ile De Rhinau Le Schaftheu	ILERHIN1	FR		RHINAU	BAS RHIN
1844	Ile De Rhinau Le Schaftheu	ILERHIN2	FR		RHINAU	BAS RHIN
1845	Contre Canal Du Rhin A Mackenheim	MACKENHE	FR		MACKENHEIM	BAS RHIN
1847	Rhin A Rhinau	RHINAURH	FR		RHINAU	BAS RHIN
1850	Le Gave D Aspe Hyporheic Zone	GAVEASPE	FR		EYSUS	PYRENEES ATLANTIQUES
1851	River Ain A L Aval Du Pont De Pont D Ain	AINR01AM	FR		PONT D AIN	AIN
1852	Riviere L Albarine A Saint Rambert En Bugey Passerelle Amont Du Village	STRAMB2	FR		SAINT RAMBERT EN BUGEY	AIN
1853	Station 9. Secteur Ain	AINSTA09	FR		SAINT MAURICE DE REMENS	AIN
1854	Station 10. Secteur Ain	AINSTA10	FR		CHATILLON LA PALUD	AIN
1855	Phreatic Site Along The Vipava Near Dornberk	DORNBERK	SI		DORNBERK	NOVA GORICA
1856	Station 10. Interstitiel De L Herbasse	HERBAS10	FR		SAINT DONAT SUR L HERBASSE	DROME
1857	Spring In Knin	KNINSP	HR		KNIN	SIBENIK KNIN
1858	Rio Noguera Ribagorzana Pont De Suert	NOGUERA1	ES		PONT DE SUERT	LERIDA
1859	Rio Noguera Pallaresa	NOGUERA3	ES		COLLEGATS	LERIDA
1860	Well, Socerga	SOCERGPT	SI		SOCERGA	KOPER
1861	Toss River Upstream Of Winterthur	TOSSRIV	CH		WINTERTHUR	ZURICH
1862	Fontana Tosi	CKMAP097	IT		MOMO	PIEMONTE
1863	Fontanile A Cacciana	CKMAP107	IT		FONTANETO D AGOGNA	PIEMONTE
1864	Fontanile A Centale	CKMAP108	IT		FONTANETO D AGOGNA	PIEMONTE
1865	In Un Pozzo Pozzuolo Del Friuli	CKMAP142	IT		POZZUOLO DEL FRIULI	FRIULI VENEZIA GIULIA
1866	Risorgenza Della Giacheira (838 Li/Im)	CKMAP316	IT		PIGNA	LIGURIA
1867	Risorgenza Di Creppo (390 Li/Im). Creppo	CKMAP317	IT		TRIORA	LIGURIA
1868	Sorgente Del Molino. Frazione Noci	CKMAP369	IT		REZZOAGLIO	LIGURIA
1869	Sorgente Inferiore Del Rio Dei Rughi (651 Li/Im). Buggio	CKMAP383	IT		PIGNA	LIGURIA
1870	Sorgente Superiore Del Rio Dei Rughi (652 Li/Im). Buggio	CKMAP410	IT		PIGNA	LIGURIA
1871	Grotta Mara	CKMAP136	IT		PALAZZO MINERVA	SARDEGNA
1872	Grotta Molafa	CKMAP137	IT		CAFFE ROMA	SARDEGNA
1873	Grotta Romana	CKMAP140	IT		INCONNU	SARDEGNA
1874	Sorgente Su Cologone. S. Giovanni	CKMAP405	IT		OLIENA	SARDEGNA
1877	Risorgente Del T. Maremola. 1 Km A Monte Di Magliolo	CKMAP314	IT		MAGLIOLO	LIGURIA
1878	Risorgiva Del Rio Di Fronte Al Molino Della Chianella. 20 M A Valle Cascatella	CKMAP318	IT		CARTOSIO	PIEMONTE
1879	Risorgiva Riva Sinistra Rio Miseria. A Monte Fondoferle	CKMAP322	IT		PONZONE	PIEMONTE
1880	Drava River	DRAVAPTU	SI		PTUJ	PTUJ
1881	Stream Near Kamenscah	LJUTOMER	SI		ZGORNJI KAMENSCAH	LJUTOMER
1882	Cave Megara Maldenovica (Stapari 1701, Biosp 1162), Stapari, Ulzice	MALDENCA	RS		STAPARI	UZICE
1883	Cave Obajdinova	OBAJIDIN	HR		LIKA SENJ	JEZERANE
1885	Grotta Dei Rugli	CKMAP124	IT		PIGNA	LIGURIA
1886	Grotta Dei Rugli (19 Li/Im)	CKMAP482	IT		BUGGIO	LIGURIA
1888	Source Bakovac Dans Le Lit D Un Torrent Sur Le Hameau De Persici	BAKOVAC	HR		GRACAC	LIKA
1889	Izkopan Vodnjak, Karavla (Bela Crkva)	BELACRK2	RS		BELA CRKVA	VOIVODINE
1890	Riviere Avies	BRAZESTI	RO		BRAZESTI	ALBA
1891	Vrelo Brestovnik, Bjeljani - Vrijeka (Dabarsko Polje)	BRESTOVN	BA		BJELJANI	SERB REPUBLIC
1892	Cave Gluha Bukovica	BUKOVICA	BA		GLUHA BUKOVICA	FEDERATION OF BOSNIA AND HERZEGOVINA
1893	Spring Cavline	CAVLINE	HR		OBROVAC	ZADAR
1894	Puits, Cerevic, Beocin	CEREVIC	RS		CEREVIC	VOIVODINE
1895	Cave Daca, Ljubogosta, Sarajevo	DACACAVE	BA		LJUBOGOSTA	SARAJEVO
1897	Cave Dobreljska, Dobrelje, Gatacko Polje	DOBRELJS	BA		DOBRELJE	SERB REPUBLIC
1898	Dom R.o. (Ljubljana)	DOMLJUBJ	SI		LJUBLJANA	LJUBLJANA
1899	Dovjez	DOVJEINC	SI		DOVJEZ	LJUBLJANA
1900	Tomincev Studenec (-190) Dvor (Zuzemberk)	DVOR	SI		DVOR	ZUZEMBERK
1901	Cave Gaspinova	GASPINOV	SI		LOGATEC	LOGATEC
1902	Well 1 At Hrastje 4	HRASTJE1	SI		HRASTJE	LJUBLJANA
1903	Well 4 At Hrastje 4	HRASTJE4	SI		HRASTJE	LJUBLJANA
1904	Spring Izice	IZICESP	SI		LJUBLJANA	LJUBLJANA
1906	Cave Jezero (Udbina), Zovi Do, Nevesinje	JEZEROJA	BA		ZOVI DO	SERB REPUBLIC
1907	Spring Near Knezovi (Brioni Jagnjenica) Radece	KNEZOVI	SI		JAGNJENICA	RADECE
1908	Cave Kobiljaca	KOBILJAC	SI		SPEHARJI	CRNOMELJ
1910	Izvir P. Kocevskih Poljanah, Kocevske Poljane	KOCEVJE	SI		KOCEVJE	KOCEVJE
1911	Well In Krasinec 10	KRASIN10	SI		KRASINEC	CRNOMELJ
1912	Well In Krasinec 20	KRASIN20	SI		KRASINEC	CRNOMELJ
1913	Kukaca (Source Sous La Route) Tounj (Ogulin)	KUKACASP	HR		STANICA KUKACA	KARLOVAC
1914	Kuruzovica Pecina	KURUZOVI	HR		VAGANAC	RAKOVICA
1915	Puits, Kusic, Bela Crkva	KUSICFON	RS		KUSIC	BELA CRKVA
1916	Riviere La Cause Sur Le Versant Nord De La Montagne Sainte Victoire	LACAUSE	FR		VAUVENARGUES	BOUCHES DU RHONE
1917	Spring Lukavac, Zavala, Popovo Polje	LUKAVAC	BA		ZAVALA	FEDERATION OF BOSNIA AND HERZEGOVINA
1918	Modro Oko	MODROOKO	HR		KOMIN	METKOVIC
1919	Well At Rakican (Nr 117), Murska Sobota	MURSKAPT	SI		RAKICAN	MURSKA SOBOTA
1920	Izvir Ob Uncu Pri Stolpu, Planina	PLANINSP	SI		PLANINA	POSTOJNA
1922	Cave Poltarica	POLTARIC	SI		GRADICEK	GROSUPLJE
1923	Spring Poscane, Dolnja Paka (Crnomelj)	POSCANE	SI		DOLNJA PAKA	CRNOMELJ
1925	Spring Pribitu, Dabarsko Polje	PRIBITU	BA		HATELJI	SERB REPUBLIC
1926	Reznica, Grebci, Ravno	REZNICA	BA		GREBCI	RAVNO
1927	Izvir Nad Ribnikom	RIBNIKOM	BA		GORNJI RIBNIK	KLJUC
1928	Rio Frio	RIOFRIO	ES		RIOFRIO	GRANADA
1929	Spring In The Village, Ripac (Bihac)	RIPACSP	BA		RIPAC	BIHAC
1930	Rivcja Cave, Zagradec (Zuzemberk)	RIVCJACA	SI		ZAGRADEC	GROSUPLJE
1931	Cave Rudnica	RUDNICCA	HR		KAMENICA	KARLOVAC
1932	Sava River In Crnuce (Bou-Rouch Sampling)	SAVACRNU	SI		CRNUCE	LJUBLJANA
1933	Sava River In Jezica (Bou-Rouch Sampling)	SAVAJEZI	SI		JEZICA	LJUBLJANA
1935	Sava River In Kresnice 183c (Kc Sampling)	SAVAKRE1	SI		KRESNICE	LITIJA
1936	Sava River In Kresnice 183a (Kc Sampling)	SAVAKRE2	SI		KRESNICE	LITIJA
1937	Sava River In Kresnice 183b (Bou-Rouch Sampling)	SAVAKRE3	SI		KRESNICE	LITIJA
1938	Sava River In Lujbljana (Bou-Rouch Sampling)	SAVALUJB	SI		LJUBLJANA	LJUBLJANA
1939	Sava River In Sobec (Bou-Rouch Sampling)	SAVASOBE	SI		SOBEC	RADOVLJICA
1940	Sava River In Tomacevo (Bou-Rouch Sampling)	SAVATOMA	SI		TOMACEVO	LJUBLJANA
1942	Spring Brezicek In Sihurna, Paka (Crnomelj)	SIHURNA	SI		DOLNJA PAKA	CRNOMELJ
1943	Studenec, Stapari, Ulzice	SKOKICI	RS		STAPARI	UZICE
1944	Well At Kovaceva 26 In Smartno	SMARTNO	SI		SMARTNO	LJUBLJANA
1945	Fontaine Stinjevac (Vrgorac)	STINJEV	HR		STINJEVAC	VRGORAC
1946	Cave Susica, Dabarsko Polje	SUSICACA	BA		MILAVICI	SERB REPUBLIC
1948	Spring Near Svibnik (Crnomelj)	SVIBNIK	SI		SVIBNIK	CRNOMELJ
1949	Tounjcica Spring	TOUNJCIC	HR		TOUNJ	KARLOVAC
1951	Spring Lukavac, Vrgorac	VRGORAC1	HR		VRGORAC	SPLIT DALMATIE
1952	Ziva Voda (Lac)	VRGORAC2	HR		VRGORAC	VRGORAC
1953	Spring Vrijeka, Dabarsko Polje	VRIJEKAS	BA		MILAVICI	SERB REPUBLIC
1955	Well, Vrtojba, Nova Gorica	VRTOJBA	SI		VRTOJBA	NOVA GORICA
1956	Wulfbachquellhoehle	WULFBACH	DE		MUHLHEIM AN DER DONAU	BADE WURTEMBERG
1957	Pecina Pri Zadruznem Domu, Donji Brisnik, Duvanjsko Polje	ZADRUZCA	BA		DONJI BRISNIK	FEDERATION OF BOSNIA AND HERZEGOVINA
1958	Izvir V Desni Dolini Pod Zmijinico	ZMIJINIC	ME		LUBNICE	BERANE
1959	Abramoviceva 3 (Pump) (Ptuj)	ABRAMOVI	SI		PTUJ	PTUJ
1960	Rio Alfambra	ALFAMBRA	ES		ALLEPUZ	TERUEL
1961	Cave Baba, Cvaljina, Ravno, Popovo Polje	BABAPECI	BA		CVALJINA	FEDERATION OF BOSNIA AND HERZEGOVINA
1962	Cave Barilovic	BARILOVI	HR		BARILOVIC	KARLOVAC
1963	Zabita Crpalka, Karavla (Bela Crkva)	BELACRK1	RS		BELA CRKVA	VOIVODINE
1964	Cave Nearer (?) Mlini, Gosa (Bihac)	BIHACCAV	BA		BIHAC	FEDERATION OF BOSNIA AND HERZEGOVINA
1966	Spring, Bocac (Banja Luka)	BOCACSP	BA		BOCAC	BANJA LUKA
1968	Spring 34 Near Bodesce (Radovljica)	BODESC34	SI		BODESCE	RADOVLJICA
1969	Spring In Bodesce (Radovljica)	BODESCE	SI		BODESCE	RADOVLJICA
1971	Spring 1 In Bodesce (Radovljica)	BODESCE1	SI		BODESCE	RADOVLJICA
1972	Spring 2 In Bodesce (Radovljica)	BODESCE2	SI		BODESCE	RADOVLJICA
1973	Spring Near Bodesce (Radovljica)	BODESCEP	SI		BODESCE	RADOVLJICA
1974	Spring Near The Lake Of Bohinjsp	BOHINJSP	SI		STARA FUZINA	BOHINJ
1975	Cave Miljacka	CAMILJAC	HR		KNIN	SIBENIK KNIN
1976	Spring Near Cave Cavlinska	CAVLINSK	HR		MUSKOVCI	OBROVAC
1977	Cave Djud, Mali Nerajec (Crnomelj)	DJUDCAVE	SI		MALI NERAJEC	CRNOMELJ
1978	Dans Le Dobro Polje, Source Des Moulins, Zeta, Niksic	DOBROPOL	ME		NIKSIC	NIKSIC
1979	River Dragonja At The Dam	DRAGONJA	SI		SECOVLJE	PIRAN
1980	Well, Vumpah 17a, Duplek, Maribor	DUPLEKPT	SI		SPODNJI DUPLEK	MARIBOR
1981	Puits A Glava Zete	GLAVAZET	ME		GLAVA ZETE	NIKSIC
1982	Puits, Gornji Kursanec 18 (Varazdin)	GORNJIKU	HR		GORNJI KURSANEC	VARAZDIN
1983	Pump In Gradicek (Krka)	GRADICEK	SI		GRADICEK	KRKA
1984	Idrijca River, Phreatic Site	IDRIJCA	SI		ZELIN	CERKNO
1985	Iska (Prod, Pumpa)	ISKAWELL	SI		ISKA	LJUBLJANA
1986	Spring Jelsevnik, Jelsevnik (Crnomelj)	JELSEVNI	SI		JELSEVNIK	CRNOMELJ
1987	Well In Jezica	JEZICAPT	SI		JEZICA	LJUBLJANA
1988	Spring Near Jovina Cave	JOVINASP	HR		NOVA KRSLJA	KARLOVAC
1989	Source Pres De La Source De Karisnica, Karin (Zadar)	KARINSP	HR		KARIN GORNJI	ZADAR
1990	Cave Above Spring Krka	KRKACAVE	SI		GRADICEK	KRKA
1991	Pompage Kusic (Bela Crkva)	KUSICPUM	RS		KUSIC	BELA CRKVA
1992	Rver Nera, Kc Jame  (Kusic) Bela Crkva	KUSIKKC	RS		KUSIC	BELA CRKVA
1993	Springs Along The Sava River  (Laze)	LAZEZP	SI		LAZE PRI DOLSKEM	LJUBLJANA
1994	Lipska Cave	LIPSKACA	ME		LIPA	CETINJE
1995	Cave Majdan, Lusci Palanka, Sanski Most	MAJDANCA	BA		LUSCI PALANKA	SANSKI MOST
1996	Spring Below Cave Megara Maldenovica, Stapari, Ulzice	MALDENSP	RS		STAPARI	UZICE
1997	Cave Markarova	MARKAROV	HR		STAJNICA	JEZERANE
1998	Morinj (Spring)	MORINJSP	ME		MORINJ	HERCEG NOVI
1999	Source Moscenice A Monfalcone	MOSCENIC	IT		MONFALCONE	MONFALCONE
2000	Puits Au Moulin A Nedeljanec	NEDELJAN	HR		NEDELJANEC	VARAZDIN
2001	Rio Noguera Ribagorzana Aren	NOGUERA2	ES		AREN	LERIDA
2002	Well Below Parska Golobina, Parje (Pivka)	PARJEPT	SI		PARJE	POSTOJNA
2003	Spring Podturnscica, Dragatus (Crnomelj)	PODTURNS	SI		DRAGATUS	CRNOMELJ
2004	Poganjaca, Grebci, Ravno	POGANJAC	BA		GREBCI	RAVNO
2005	Ponikva Sinkhole Cave, Dabarsko Polje	PONIKVAC	BA		ZASADA	SERB REPUBLIC
2006	Spring, Potoci, Mostar	POTOCISP	BA		POTOCI	FEDERATION OF BOSNIA AND HERZEGOVINA
2007	Source Pres De Psata	PSATASP	SI		PSATA	CERKLJE NA GORENJSKEM
2008	Puits, Puscine 197 (Varazdin)	PUSCINE1	HR		PUSCINE	VARAZDIN
2009	Puits, Puscine 215 (Varazdin)	PUSCINE2	HR		PUSCINE	VARAZDIN
2010	Puits, Puscine 241 (Varazdin)	PUSCINE3	HR		PUSCINE	VARAZDIN
2011	Puits, Puscine 208 (Varazdin-Cakovec)	PUSCINE4	HR		PUSCINE	VARAZDIN
2012	Kopan Vodnjak In Rakovac	RAKOVAC	RS		RAKOVAC	VOIVODINE
2013	Resnik (Potocek)	RESNIKRU	HR		SPLIT	SPLIT DALMATIE
2014	Spring Rinza In Slovenska Vas (Kocevje)	RINZASP	SI		SLOVENSKA VAS	KOCEVJE
2017	Spring Of Cave Rudnica	RUDNICSP	HR		KAMENICA	KARLOVAC
2018	Spring Sanice, Zavolje, Sanski Most	SANICESP	BA		ZAVOLJE	SANSKI MOST
2019	Sava River In Kranj (Bou-Rouch Sampling)	SAVAKRAN	SI		KRANJ	KRANJ
2023	Sipun (Cavtat)	SIPUN	HR		CAVTAT	DUBROVNIK
2024	Sjenica Serbia	SJENICA	RS		SJENICA	ZLATIBOR
2025	Zabrekova Ul. (Pumpa) Smartno (Ljubljana)	SMARTNO1	SI		SMARTNO	LJUBLJANA
2026	Spring 181a, Sobec (Radovljica)	SOBEC181	SI		SOBEC	RADOVLJICA
2027	Jama Pod Krogom (Socerga)	SOCERGCA	SI		SOCERGA	KOPER
2028	Cave Stambuculova, Golubinje (Derdap)	STAMBUCU	RS		GOLUBINJE	DERDAP
2029	Veliko Stream, Strmosten, Despotovac	STRMOSTE	RS		STRMOSTEN	DESPOTOVAC
2030	Puits, Dravska C. 179, Svibovec (Varazdin)	SVIBOVE1	HR		SVIBOVEC	VARAZDIN
2031	Puits, Svibovec 138, Sracinec (Varazdin)	SVIBOVE2	HR		SRACINEC	VARAZDIN
2032	River Torre (Phreatic Zone, Pump)	TORREPHR	IT		RUDA	MONFALCONE
2033	Well, Donja Bila, Travnik	TRAVNIKF	BA		TRAVNIK	BUGOJNO
2034	Spring, Travnik	TRAVNIKS	BA		TRAVNIK	BUGOJNO
2035	River Trebisnjica Hyporheic Site	TREBISRI	BA		ZAVALA	FEDERATION OF BOSNIA AND HERZEGOVINA
2036	Source Dans Le Travertin Sous Le Village De Tresonce (Montagne Bistra)	TRESONCE	MK		TRESONTCHE	MAVROVO ET ROSTOUCHA
2037	Prod Drave (Pri Izvircku) (Varazdin)	VARAZDIN	HR		VARAZDIN	VARAZDIN
2038	Vracev Gaj (Vodnjak S Pumpo) (Bela Crkva)	VRACEVGA	RS		VRACEV GAJ	VOIVODINE
2039	Cave Zagorska	ZAGORSKA	HR		ZAGORJE	KARLOVAC
2040	Source Kapitalica Pres De Zrmanja (Podhum 1669)	ZRMANJA	HR		ZRMANJA	ZADAR
2041	Zone Hyporheique De La Lone Du Planet	LOPLANET	FR		BLYES	AIN
2042	Zone Hyporheique De La Riviere Albarine	ALBARINE	FR		AMBERIEU EN BUGEY	AIN
2043	Source De La Balmette - Challes	BALMETSP	FR		CHALLES LA MONTAGNE	AIN
2044	Piezometre 3 - Balmettes	BALMETT3	FR		BETTANT	AIN
2045	Source Boucherie - Rougemont	BOUCHERI	FR		ROUGEMONT	AIN
2046	Source De Charvieux 1 - Charvieux	CHARVIE1	FR		CHARVIEUX	AIN
2047	Grotte Des Combets	COMBETSG	FR		CERDON	AIN
2048	Station Pompage - Corlier	CORLIERW	FR		CORLIER	AIN
2049	Source De La Doye - Nantua	DOYENANT	FR		NANTUA	AIN
2051	Source Captage  - Fetigny (Buse)	FETIGNYS	FR		FETIGNY	JURA
2052	Source Le Flaret - Outriaz	FLARETSP	FR		OUTRIAZ	AIN
2053	Source Du Grinand - Les Oeuvres - Blanaz	GRINANDS	FR		BLANAZ	AIN
2054	Grotte De L Homme Ou Trou De L Homme	HOMMEGRO	FR		CHARABOTTE	AIN
2055	Gouffre De Lepigneux Hostia	LEPIGNEU	FR		HOSTIAZ	AIN
2056	Source Du Mont Du Cerf Maisod	MAISODSP	FR		MAISOD	JURA
2057	Trou Des Marmites Ou Grotte Des Marmites	MARMITES	FR		CHARABOTTE	AIN
2058	Source Du Sentier De France Meillonnas	MEILLOSP	FR		MEILLONNAS	AIN
2059	Piezometre 1 - Montreal La Cluse	MONTREA1	FR		MONTREAL LA CLUSE	AIN
2060	Captage De Neglia A(Grotte Du)	NEGLIAGR	FR		ARINTHOD	JURA
2061	Source De Pinacon Jujurieux	PINACOSP	FR		MERIGNAT	AIN
2062	Source Du Pissoir - Torcieu	PISSOIRS	FR		MONTFERRAND	AIN
2063	Pompe Jardin 5 - St Rambert	RAMBERT5	FR		SAINT RAMBERT EN BUGEY	AIN
2064	Source De La Tuviere - Montgriffon	TUVIERES	FR		NIVOLLET MONTGRIFFON	AIN
2065	Rio Cares	CARESRIO	ES		CABRALES	OVIEDO
2066	50 M. S. Del Rio Girena	GIRENAW2	ES		MONTESANO	ALICANTE
2067	Rio Guadalmansa	GUADALMW	ES		ESTEPONA	MALAGA
2068	Casa La Molineta	MOLINETA	ES		CANET D EN BERENGUER	VALENCIA
2069	Riviere Ouveze Entrechaux	ENTRECHA	FR		ENTRECHAUX	DROME
2070	Les Duyes Mallemoisson	LESDUYDO	FR		MALLEMOISSON	ALPES DE HAUTE PROVENCE
2071	Torrent Les Duyes Entre Thumins Et Mallemoisson	LESDUYES	FR		MALLEMOISSON	ALPES DE HAUTE PROVENCE
2072	Lez Montjoux	MONTJOUX	FR		MONTJOUX	DROME
2073	Riviere Drome Les Fourches	DROBEAUR	FR		CHARENS	DROME
2074	Riviere Drome Les Perbaux	DRODIE	FR		DIE	DROME
2075	Riviere Drome La Chenal	DROLUCDI	FR		LUC EN DIOIS	DROME
2077	Ouveze River Amont A Entrechaux Camping Aval De Plaine Upwelling	ENTRECHU	FR		ENTRECHAUX	DROME
2078	Buech Au Pont D Eyguians	EYGUIANS	FR		EYGUIANS	HAUTES ALPES
2079	Eygues River Aval A Les Pilles Amont De Plaine Downwelling	EYGUPILD	FR		LES PILLES	DROME
2080	Eygues River Aval A Les Pilles Aval De Plaine Upwelling	EYGUPILU	FR		LES PILLES	DROME
2081	Lez River Aval A Grignan  Aval De Plaine Upwelling	GRIGNANU	FR		GRIGNAN	DROME
2082	Jabron Au Deuxieme Pont De L Aval Vers L Amont Sur La Departementale	JABRON	FR		SISTERON	ALPES DE HAUTE PROVENCE
2083	Jabron River A Noyers Sur Jabron Amont De Plaine Downwelling	JABRONAM	FR		SISTERON	ALPES DE HAUTE PROVENCE
2084	Buech A Lus La Croix Haute Marmottes	LUSCROIX	FR		LUS LA CROIX HAUTE	DROME
2085	Lez River Amont De Plaine Downwelling	MONTJOAM	FR		MONTJOUX	DROME
2086	Buech A La Carriere De Montmaur Apres Pont Voie Ferree	MONTMAUR	FR		MONTMAUR	HAUTES ALPES
2087	Riviere Ouveze Gorges D Ubrieux	OUBUISB2	FR		BUIS LES BARONNIES	DROME
2088	Riviere Ouveze Les Rameirols	OUVSABLE	FR		SABLET	VAUCLUSE
2089	Ouveze Sarrians	OUVSARR	FR		SARRIANS	VAUCLUSE
2090	Riviere Ouveze Les Mourres	OUVSTAU2	FR		SAINT AUBAN SUR L OUVEZE	DROME
2091	Ouveze River Aval A Vaison Amont De Plaine Downwelling	OUVVAISD	FR		VAISON LA ROMAINE	VAUCLUSE
2092	Ouveze Vaison La Romaine	OUVVAISO	FR		VAISON LA ROMAINE	VAUCLUSE
2094	Roubion River At Pont De Manas	ROUBARRE	FR		PONT DE MANAS	DROME
2095	Ardeche River Hyporheic Zone Labastide De Virac Ardeche France	DEVIRAHY	FR		LABASTIDE DE VIRAC	ARDECHE
2096	Rive De L Ardeche Hyporheique	LABASTHY	FR		LABASTIDE DE VIRAC	ARDECHE
2097	Lukina Jama-Trojama Cave System Hajducki Kukovi Sjeverni Velebit	LUKTROCA	HR		STINICA	LIKA SENJ
2098	Source De La Pare A Mons	PARELASP	FR		MONS	VAR
2100	Risorgive Nell Alveo Del Torrente Arda Riva Sinistra 200 M A Valle Di Vincini	STORARDA	IT		VERNASCA	PIACENZA
2101	Pont Sur La Mimente Pour Aller A St Julien D Arpaon	ARPAON	FR		SAINT JULIEN D ARPAON	LOZERE
2103	Cassagnas Sur La Mimente	CASSAGNA	FR		CASSAGNAS	LOZERE
2104	Le Briancon A Cocures	COCURES	FR		COCURES	LOZERE
2105	Ruisseau Du Goudesche	GOUDECHE	FR		PONT DE MONTVERT	LOZERE
2108	Captage Aep Mallepique	MALLEPIQ	FR		MONTREDON LABESSONNIE	TARN
2109	Sbr Agout. Plage Rive Gauche Du Cimetiere	AGOUTPHY	FR		BURLATS	TARN
2110	Source C1 De La Mandre	C1MANDRE	FR		SOREZE	TARN
2111	Sbr Dourbie Pont De Cantobre	CANTOBRE	FR		NANT	AVEYRON
2112	Sbr Tarn. Sous Resurgence De Castelbouc	CASTELBO	FR		SAINTE ENIMIE	LOZERE
2113	Interstitiel A Fabas	FABASHYP	FR		FABAS	HAUTE GARONNE
2114	Sbr Mimente. Amont Florac	MIMENTEH	FR		FLORAC	LOZERE
2115	Sbr Affl. Tarn. Croix De Berthel	TARNBERT	FR		SAINT MAURICE DE VENTALON	LOZERE
2116	Sous Ecoulement Du Tarn	TARNMONT	FR		LE PONT DE MONTVERT	LOZERE
2119	Agout Cimetiere Burlats	AGOUT	FR		BURLATS	TARN
2120	Source Aep Ornac	ORNAC	FR		GIJOUNET	TARN
2121	Fontana Tosi	FONTTOSI	IT		MOMO	NOVARE
2122	Saint Sauveur Sur Tinee 1_abc	SAUTINEE	FR		SAINT SAUVEUR SUR TINEE	ALPES MARITIMES
2123	Boreon Saint Nicolas	BOREO	FR		SAINT MARTIN DE VESUBIE	ALPES MARITIMES
2124	Fontaine De Saint Martin 2 Saint Martin De Vesubie	STMART2	FR		SAINT MARTIN DE VESUBIE	ALPES MARITIMES
2125	Riviere Vesubie A Roque Pelaou	PELAOUVE	FR		ROQUEBILLIERE VIEUX	ALPES MARITIMES
2126	Ruisseau La Vionene Affluent De La Vesubie 20 M En Amont De La Confluence	VIONENE	FR		SAINT SAUVEUR SUR TINEE	ALPES MARITIMES
2130	Fiume Tanaro Cantarana	CANTARA	IT		PONTE DI NAVA	CUNEO
2131	Source Du Coulomp Grotte Des Chamois Coulomp	CHAMOIS	FR		CASTELLET LES SAUSSES	ALPES DE HAUTE PROVENCE
2137	Dabarska Pecina	DABARSKA	BA		KIJEVCI	SANSKI MOST
2139	Grotte Etcheverrygarray Aincille	ETCHEVE	FR		AINCILLE	PYRENNEES ATLANTIQUES
2144	Sorgenti Del Gabriele	GABRIELE	IT		PALERMO	PALERMO
2145	River Orco At Feletto Orco 3	HFELETTO	IT		FELETTO	VALLEE D AOSTE
2146	Marges De La Bande Active Du Jabron Station 3	JABRONH2	FR		BEVONS	ALPES DE HAUTE PROVENCE
2147	Hyporheique Du Verdon A L Aval De Vinon Sur Verdon Station 1_2	VINONVER	FR		VINON SUR VERDON	VAR
2152	Source La Torraca	TORRACA	FR		SOSPEL	ALPES MARITIMES
2153	Source De Brugia Pousse	BRUGIA	FR		SAORGE	ALPES MARITIMES
2154	Grotta Di Rio Martino Crissolo	CRISSOLO	IT		CRISSOLO	CUNEO
2155	Grotta Di Rio Martino (1001 Pi/Cn)	CKMAP131	IT		CRISSOLO	PIEMONTE
2157	Miniera Superiore Di Monfieis	MONFIEIS	IT		DEMONTE	CUNEO
2160	Roubion River At Montelimar	ROUMONTE	FR		MONTELIMAR	DROME
2162	Aval Du Pont De Bois Sospel 3 Sed 62 1 Sed 66	SOSPEL	FR		SOSPEL	ALPES MARITIMES
2168	Source A L Amont De La Maison De L Oncle De Bogic Sur La Commune De Spuz	SPUZONCL	ME		SPUZ	DANILOVGRAD
2170	Suvaja Spring Ubdina Krbavsko Polje	SUVAJASP	HR		DONJI MEKINJAR	LIKA SENJ
2171	Source De La Fouige	FOUIGE	FR		SAINT DALMAS DE TENDE	ALPES MARITIMES
2172	Aval De Tende	TENDEAV	FR		TENDE	ALPES MARITIMES
2173	Pont Tende Pt3	TENDE	FR		TENDE	ALPES MARITIMES
2175	Fontaine De Vaucluse	VAUCLUS	FR		FONTAINE DE VAUCLUSE	VAUCLUSE
2176	La Penne Sur L Ouveze	LAPENNE	FR		LA PENNE SUR OUVEZE	DROME
2177	Pont Sur Eygues Verclause	VERCLAUS	FR		VERCLAUSE	DROME
2179	Ouveze Saint Auban Aval	OUSTAUB	FR		SAINT AUBAN SUR L OUVEZE	VAUCLUSE
2183	Buech Aval Sisteron	BUECHAVA	FR		SISTERON	HAUTES ALPES
2191	Oxibar Cave (Oxibar Ko Karbia)	OXIBAR	FR		CAMOU CIHIGUE	PYRENEES ATLANTIQUES
2192	Grotte Etxankozola Aussurucq	ETXANKO	FR		AUSSURUCQ	PYRENNEES ATLANTIQUES
2193	Grotte Dite Gr Re7	GRRE7CA	FR		AUSSURUCQ	PYRENEES ATLANTIQUES
2194	Grotte Uthurzeheta	UTHURZEH	FR		LARRAU	PYRENEES ATLANTIQUES
2198	Grotte De Campagnaga Leccia	CALECCIA	FR		CAMOU CIHIGUE	PYRENEES ATLANTIQUES
