id	name	code	country_code	coordinates	municipality	province
1421	Rambla Del Barruezo	BARRUEZO	ES		SAN AUGUSTIN	TERUEL
1423	Rio Bergantes Aguaviva 2	BERGANT4	ES		AGUAVIVA	CASTELLON
1424	Rio Erro	ERRORIO	ES		URROZ VILLA	NAVARRA
1425	Rio Gallego	GALLEGO	ES		ANZANIGO	HUESCA
1426	Rio Guadelope	GUADELOP	ES		ALCANIZ	TERUEL
1427	Rio Guarga	GUARGARI	ES		LANAVE	HUESCA
1428	E De La Carretera C 136 Huesca Sabinanigo	LANAVEWE	ES		LANAVE	HUESCA
1430	Rio De Majones	MAJONESR	ES		VILLAREAL DE LA CANAL	HUESCA
1432	Rio Mijares	MIJARES1	ES		ARANUEL	CASTELL0N
1434	Rio Pequeno Puente A Onda	PEQUENO1	ES		ESPADILLA	CASTELL0N
1436	Rio Veral	VERALRIO	ES		BINIES	HUESCA
1437	Risorgenza Del Rio Sorba Sotto Montelungo	SORBA	IT		MONAGLIA	GENOVA
1438	Madiranasca Ferriere Carrodano	MADIRA	IT		CARRODANO	SPEZIA
1439	Risorgenza Del Rio Sorba. Sotto Montelungo	CKMAP315	IT		MONEGLIA	LIGURIA
1440	Risorgiva Nell Alveo Del Rio Figoi. Burlo. Fegino	CKMAP319	IT		GENOVA	LIGURIA
1441	Risorgiva Nell Alveo Del T. Scrivia. A Monte Confluenza T. Brevenna	CKMAP320	IT		CASELLA	LIGURIA
1442	Risorgiva Riva Destra Fiume Magra. 50 M A Valle Viadotto Ferroviario Presso Romito	CKMAP321	IT		ARCOLA	LIGURIA
1443	Risorgive Nell Alveo Del F. Magra. Pozza 800 M A W Di S. Stefano Di Magra	CKMAP323	IT		SANTO STEFANO DI MAGRA	LIGURIA
1444	Risorgive Nell Alveo Del T. Scrivia. 400 M A Valle Confluenza T. Brevenna	CKMAP324	IT		CASELLA	LIGURIA
1445	Risorgive Nell Alveo Del T. Sterza. Al Centro. 300 M A Valle Del P. Gio Rosso	CKMAP325	IT		CHIANNI	TOSCANA
1446	Risorgive Nell Alveo Del T. Sterza. Riva Destra. 300 M A Valle C. Al Bosco	CKMAP326	IT		LAIATICO	TOSCANA
1447	Risorgive Nell Alveo Del T. Sterza. Riva Sinistra. 200 M A Valle Del P.gio Rosso	CKMAP327	IT		CHIANNI	TOSCANA
1448	Risorgive Riva Sinistra F. Era. 100 M A Valle Confluenza T. Sterza	CKMAP328	IT		TERRICCIOLA	TOSCANA
1449	Risorgive Riva Sinistra T. Secca. Sotto La Ii Briglia. Case Fava	CKMAP330	IT		SERRA RICCO	LIGURIA
1450	Sorgente Ca Nei N. 1. Fumeri	CKMAP362	IT		MIGNANEGO	LIGURIA
1451	Sorgente Ciapun. Apparizione	CKMAP363	IT		GENOVA	LIGURIA
1452	Sorgente Del Rio Bocchin. Premanico	CKMAP371	IT		GENOVA	LIGURIA
1453	Sorgente Di Serra Di Passo Dei Barabini. Val Polcevera	CKMAP381	IT		GENOVA	LIGURIA
1454	Sorgente Lago Figoi. Fegino	CKMAP384	IT		GENOVA	LIGURIA
1455	Sorgente Madonnette. Poma	CKMAP387	IT		GENOVA	LIGURIA
1456	Sorgente Nell Alveo Di Rio Tannego. Presso Ponte Della Vittoria	CKMAP393	IT		RAPALLO	LIGURIA
1458	Sorgente Riva Destra T. Recco. Sotto Il Ponticello Sotto La Chiesa Di Avegno	CKMAP399	IT		AVEGNO	LIGURIA
1459	Sorgente Sereie Sul Rio Fossetto. Sereie. S. Siro Foce	CKMAP404	IT		MEZZANEGO	LIGURIA
1460	Sorgente Nell Alveo Del Rio Di Tonnego Presso Il Ponte Della Vittoria Rapallo (Ge)	CKMAP406	IT		RAPALLO	LIGURIA
1461	Sorgente Sul Rivo Al Passo Del Gnacco. Stallo. Sella Di Bavari	CKMAP407	IT		GENOVA	LIGURIA
1462	Sorgenti Basse Dell Acquedotto Di Poma. Poma. S. Desiderio	CKMAP414	IT		GENOVA	LIGURIA
1463	Vivagna Do Fontanin (60 Li/Ge)	CKMAP480	IT		GENOVA	LIGURIA
1465	Aqueduc D Alviela Drainant Les Resurgences Des Calcaires Jurassiques De Olhos. Ota Et Alenquer	ALVIELAQ	PT		ALENQUER	ALENQUER
1466	Aqueduc D'alviela	ALVIELOA	PT		LISBOA	LISBOA
1467	Well Tondela	TONDELAW	PT		TONDELA	VISEU
1468	Alviela Spring Alcacena	ALVIELA	PT		ALCACENA	SANTAREM
1469	Gruta Da Contenda	CONTENDA	PT		MIRA DE AIRE	LEIRIA
1470	Gruta Talima	TALIMA	PT		CHAO DE OURIQUE	COIMBRA
1473	Mindhinu Cave	MINDHINU	PT		VALE DA SERRA	LEIRIA
1474	Moinhos Velhos	MOINHOS	PT		VALE DA SERRA	LEIRIA
1475	O De La Carretera C 341 Ronda-Jimena De La Frontera	GAUCINWE	ES		GAUCIN	MALAGA
1482	Rio Ebron Cuesta Del Rato Castielfabib	EBRON	ES		CASTIELFABIB	VALENCIA
1488	Rio Turia	TURIAVIL	ES		VILAMARXANT	VALENCIA
1490	El Bancal0n	BANCALON	ES		PERALEJOS	TERUEL
1491	La Covatilla	COVATILL	ES		AHIN	CASTELL0N
1494	Rio Turia Puente A Liria	TURIALIR	ES		VILAMARXANT	VALENCIA
1496	Rio Turia Puente A Pedralba	TURIAPED	ES		PEDRALBA	VALENCIA
1497	Rio De Arcos Cerca Rio Turia	ARCOSRIO	ES		SANTA CRUZ DE MOYA	CUENCA
1498	Trois Puits Proches Les Uns Des Autres Vendas Novas Zone Marconi Route N4 Km 5	VENDASNO	PT		VENDAS NOVAS	EVORA
1499	Rio Mundo Riopar	MUNDO	ES		RIOPAR	ALBACETE
1501	La Busta Alfoz De Lloredo	2BUSTA	ES		ALFOZ DE LLOREDO	CANTABRIA
1502	La Busta Alfoz De Lloredo	BUSTA	ES		ALFOZ DE LLOREDO	SANTANDER
1503	Rio Trueba Quintilla De Pieza	PIEZA	ES		QUINTILLA DE PIEZA	BURGOS
1505	Cueva De Argatxa Arginene	ARGATXA	ES		ZELAIETA	BIZKAIA
1511	Source Dans La Riviere	POGLISPA	IT		POGLIASCA	LA SPEZIA
1512	Margherita Sesta Godano	MARGHE	IT		SESTA GODANO	SPEZIA
1514	Fontana Vecchia	CKMAP098	IT		PULICA	TOSCANA
1515	Sorgente A E Del Cimitero Di Pogliasca	CKMAP358	IT		BORGHETTO DI VARA	LIGURIA
1516	Sorgente Del Fosso Di Travigio. Travigio. M. Gottero	CKMAP366	IT		SESTA GODANO	LIGURIA
1517	Sorgente Meisoli. Costa Di Sotto	CKMAP389	IT		CARRO	LIGURIA
1519	Kpm28 Small Spring West Of Axos Just Above The Reservoir Located Along The Road	KPM28	GR		AXOS	CRETE
1520	Freshwater Well East Of Axos	AXOSPT1	GR		AXOS	CRETE
1521	Isola Di Creta Fontana Di Axos	FTANAXOS	GR		AXOS	CRETE
1524	G244 Creta, Agios Varvara	G244	GR		AGIA VARVARA	CRETE
1525	Puits D Eau Douce Autour De Ag. Ioannes (Ag Ioannis 740 54)	IOANNESA	GR		AG IOANNIS	CRETE
1526	Pond Near Kokkini	KOKKINI	GR		KOKKINI	CORFU
1527	Epiro Episkopiko Stagno 3	EPISKOPI	GR		NEO MPIZANI	IOANNINA
1528	Grecia Occidentale Palude Limni Lamia	LLAMIA	GR		LOUTRA IMENIS	ACHAIE PELOPONESE
1529	Spring At Lake Trichonida	TRICHONI	GR		PADANASSA	AGRINIO
1531	Gr10trip Puits Captage Du Col Km 96 Sur La Route Argos - Tripoli	GR10TRIP	GR		TRIPOLI	ARCADIE
1532	Katarrakti. Quelle (Livadia) Am Fusse Des Kataphigi. Epirus	LIVADIAS	GR		KATARRAKTIS	PELOPONNESE
1533	Puis Captage Du Col Km 96 Sur La Route Argos Tripoli (Arcadie)	SITEGR10	GR		MILIA	ARCADIE
1534	Quelle Beim Dorfe Blatec Unweit Von Kocane	BLATECSP	MK		BLATETS	VINITSA
1535	Code Station Macedo03	MACEDO03	MK		INCONNU	INCONNU
1536	Spring At Kloster Duboko Potok. Along Road Kosovsko Mitrovica - Pridvorica. Ibar River Basin	KLOSTESP	ME		BAC	ROZAJE
1537	Berane (Ivangrad)	BERANE	ME		BERANE	BERANE
1538	Code Station Monten06	MONTEN06	ME		INCONNU	INCONNU
1539	Pridvorica	PRIDVORI	ME		BAC	ROZAJE
1540	Code Station Serbia04	SERBIA04	RS		INCONNU	INCONNU
1541	Cueva Nacedero De Larraun Baraibar	NACEDERO	ES		LARRAUN	NAVARRA
1542	Cueva De Alli Alli	ALLI	ES		LARRAUN	NAVARRA
1543	Cueva Ariz	ARIZCAVE	ES		IRIBAS	NAVARRA
1544	Cueva Nacedero De Larraun	LARRAUN	ES		BARAIBAR	NAVARRA
1547	Schachtbrunnen In Tacen Bei Ljubljana	TACEN	SI		TACEN	LJUBLJANA
1549	Hrastje	HRASTJE2	SI		HRASTJE PRI GROSUPLJEM	GROSUPLJE
1551	Code Station Sloven49	SLOVEN49	SI		INCONNU	INCONNU
1552	Code Station Sloven69	SLOVEN69	SI		INCONNU	INCONNU
1553	Code Station Sloven70	SLOVEN70	SI		INCONNU	INCONNU
1555	Jivero2 Ozana	JIVERO2	ES		OZANA	SANTANDER
1562	Cueva Del Agua (Nacimiento Del Rio Jerea)	AGUAJUNT	ES		QUINCOCES DE YUSO	BURGOS
1563	Cueva Cubio De Berelucho	BERELUCH	ES		ESPINOSA DE LOS MONTEROS	BURGOS
1564	Fuente Cornejo	CORNEJO	ES		ESPINOSA DE LOS MONTERAS	BURGOS
1565	Fuente Cornejo	CORNEJOF	ES		ESPINOSA DE LOS MONTERAS	BURGOS
1566	Cueva De La Cuevona	CUEVONA	ES		QUIJAS	SANTANDER
1567	Cueva De La Cuevona 83-11/4	CUEVONAC	ES		QUIJAS	CANTABRIA
1568	Cueva De Ojo Guarena	GUARENCA	ES		CUEVA	BURGOS
1569	Cueva Del Agua (Nacimiento Del Rio Jerea)	JEREACA	ES		QUINCOCES DE YUSO	BURGOS
1571	Cave Jivero 2	JIVERO2C	ES		MATIENZO	CANTABRIA
1573	Nacimiento Del Rio Gandara	NGANDARA	ES		SOBA	CANTABRIA
1574	Cueva Del Orill0n	ORILLOCA	ES		MATIENZO	SANTANDER
1575	Cueva Del Orillon	ORILLONC	ES		MATIENZO	CANTABRIA
1576	Cueva La Torcona Codes	TORCONA	ES		HORNILLAYUSO	BURGOS
1580	Trueba	TRUEBASP	ES		ESPINOSA DE LOS MONTERAS	BURGOS
1581	Manantial De Quintanilla De Valdebodres	VALDEBOD	ES		MERINDAD DE SOTOSCUEVA	BURGOS
1582	Manantial De Quintanilla De Valdebodres	VALDEBSP	ES		QUINTANILLA VALDEBODRES	BURGOS
1583	Cueva De La Fuente De Quintana La Pereda	QUINTANA	ES		LLANES	OVIEDO
1586	Stobe Jama Rozanec	STOBE	SI		CRNOMELJ	CRNOMELJ
1587	Source Otovec Otovec	OTOVEC	SI		CRNOMELJ	CRNOMELJ
1590	Code Station Sloven56	SLOVEN56	SI		INCONNU	INCONNU
1591	Code Station Sloven73	SLOVEN73	SI		INCONNU	INCONNU
1596	Grotta Su Coloru. Nei Calcari Miocenici A Laerru	CKMAP123	IT		CASTELSARDO	SARDEGNA
1597	Sorgente Presso La Grotta Su Coloru	GRCOLORU	IT		LAERRU	SASSARI
1600	Caja Val Mala	CVALMALA	IT		MARCHENO	BRESCIA
1601	Puits Sterpo Sterpo	STERPO	IT		BERTIOLO	UDINE
1604	Caya De Valmala (141 Lo Bs)	CKMAP016	IT		MARCHENO	LOMBARDIA
1606	Tavernole	TAVERNO	IT		TAVERNOLE	VERONA
1610	Confluence Riviere El Ritort Et Torrent De L Avalleneda	HCAMPROD	ES		CAMPRODON	GIRONA
1612	Tributary Of The River Ter (Riera De Vallfogona)	VALLFOGO	ES		VALLFOGONA DE RIPOLLES	GIRONA
1613	Source De Bernatas Arbas	BERNATAS	FR		ARBAS	HAUTE GARONNE
1616	Sous Ecoulement De L Arbas (Aval Resurgence Grotte Du Goueil Di Her)	ARBASHYP	FR		ARBAS	HAUTE GARONNE
1617	Sous Ecoulement De L Escalette	ESCALETT	FR		ARBAS	HAUTE GARONNE
1618	Grotte Du Goueil Di Her Arbas	GOUEILDI	FR		ARBAS	HAUTE GARONNE
1621	Grotte De Gourgue	GOURGUCA	FR		ARBAS	GARD
1624	Gouel Di Her Arbas	GOUELDI	FR		ARBAS	HAUTE GARONNE
1625	Puits Montemor Novo Montemor O Novo	MONTEMOR	PT		MONTEMOR O NOVO	ALENTEJO
1626	Montemor O Novo (Ruinha N31)	MONTEMOW	PT		MONTEMOR O NOVO	EVORA
1627	Puits Evora Evora	EVORA	PT		EVORA	ALENTEJO
1629	Evora Horta Dos Minhos	HOMINHOS	PT		EVORA	EVORA
1630	Evora Quinta De Mursejana	MURSEJAN	PT		EVORA	EVORA
1631	Tinee Pont De La Mescla	MESCLA	FR		VILLARS SUR VAR	ALPES MARITIMES
1632	Sous Ecoulement Du Var Au Pont De La Mescla	VAMESCLA	FR		VILLARS SUR VAR	ALPES MARITIMES
1633	Sorgente Fruncu E Oche San Giuseppe Monte Albo	FRUNCU	IT		SINISCOLA	NUORO
1634	Well ?S?Ala De Mengianu Giara Di Gesturi	MENGIANU	IT		GENONI	ORISTANO
1635	Fonte Su Paradisu	PARADISU	IT		VILLANOVA MONTELEONE	SARDEGNA
1636	Sorgente Temporanea Nella Necropoli Pottu Codinu	POCODINU	IT		VILLANOVA MONTELEONE	SASSARI
1637	Cave ?Sa Ucca E Su Peltusu	PELTUSU	IT		SASSARI	SASSARI
1638	Small Ephemeral Spring In Villanova Monteleone (Ss) In The Archaeological Area Of Domus De Janas Of Potu Codinu	MONTELSP	IT		VILLANOVA MONTELEONE	SARDEGNA
1642	Sous Ecoulement Du Ladon (Arcadie).	SITEGR40	GR		TRANI LAKKA	ARCADIE
1643	Isola Di Eubea (Evia). Pozzo Dell Ex-Fornace Di Mantoudi	MANTOUDI	GR		KIREAS	EUBOEA
1644	Sous Ecoulement De La Riviere Kirefs A Mantoudi (Eubee).	SITEGR20	GR		MANTOUDI	EUBEE
1645	Puits Du Four A Chaux De Mantoudi (Eubee)	SITEGR21	GR		MANTOUDI	EUBEE
1646	Puits 47 Dans La Plaine Alluviale De La Riviere Isar	MITTEN47	DE		MINTTENWALD	GARMISCH PARTENKIRCHEN
1647	Puits 36 Dans La Plaine Alluviale De La Riviere Isar	MITTEN36	DE		MINTTENWALD	GARMISCH PARTENKIRCHEN
1648	Puits 37 Dans La Plaine Alluviale De La Riviere Isar	MITTEN37	DE		MINTTENWALD	GARMISCH PARTENKIRCHEN
1649	Wien Vienne	WIEN	AT		VIENNE	VIENNE
1651	Source Lutter	LUTTER	FR		HUTTENHEIM	BAS RHIN
1652	Puits Drobtinci Drobtinci	DROBTINC	SI		APACE	BASSE STYRIE
1653	Puits Prvomajska Ulica Verzej	PRVOVERZ	SI		VERZEJ	VERZEJ
1654	Drava River 1 Malecnik	MALECNI1	SI		MARIBOR	MARIBOR
1655	Interstitial Agger In Troisdorf	INTEAGGE	DE		TROISDORF	NORDRHEIN WESTFALEN
1658	Interstitial Dunnbach	DUNNBAHY	DE		ZILSHAUSEN	RHEINLAND PFALZ
1659	Interstitial Siesbach	SIESBAHY	DE		ALGENRODT	RHEINLAND PFALZ
1660	Schwabische Alb	BW31	DE		INCONNU	SWABIAN JURA
1662	Donau Iller Lech Platte	BW7	DE		INCONNU	DONAU ILLER LECH PLATTE
1667	Ruisseau Lutter Median	LUTTERME	FR		HUTTENHEIM	BAS RHIN
1669	Phreatic Water Along The Sava River Near Brezice	BREZICE	SI		BREZICE	BREZICE
1670	Klingenberg In Main River Valley	KLINGENB	DE		KLINGENBERG AM MAIN	BAVIERE
1672	Source De La Quellgraben	QUELGRA	FR		BINDERNHEIM	BAS RHIN
1673	River Drava Confluence Mura	DRAVAMUR	HR		LEGRAD	KOPRIVNICA KRIZEVICI
1674	Kritzendorf Vienna Austria	KRITZENWE	AT		KRITZENDORF	VIENNA
1676	Lobau Wetland Vienna Austria	LOBAUWET	AT		LOBAU	VIENNA
1678	Bialy Dunajec	BIALYDUN	PL		BIALY DUNAJEC	PETITE POLOGNE
1679	Bukowiny Tatrzanskiej	BUKOWINY	PL		BUKOWINY TATRZANSKIEJ	PETITE POLOGNE
1680	Czarna Orawa	CZARNAOR	PL		JAB?ONKA	PETITE POLOGNE
1681	Code Station Danube01	DANUBE01	AT		INCONNU	INCONNU
1682	Code Station Danube02	DANUBE02	AT		INCONNU	INCONNU
1683	Code Station Danube03	DANUBE03	AT		INCONNU	INCONNU
1684	Danube In Ebersdorf Km 2041 (L)	DANUBEBE	AT		EBERSDORF	MELK
1685	Danube In Jagerhaussiedlung March 7 Km 1880.2 (L)	DANUBJAG	AT		JAGERHAUSSIEDLUNG	BRUCK AN DER LEITHA
1686	Puits A Jablonce	JABLONCE	PL		JAB?ONKA	PETITE POLOGNE
1687	Lunz	LUNZ	AT		LUNZ	SCHEIBBS
1688	Melk 1	MELK1	AT		EBERSDORF	MELK
1689	Melk 2	MELK2	AT		MELK	MELK
1690	Piesting	PIESTING	AT		REISENBERG	BADEN
1691	Puits De Rajec Nad Rajeankou	RAJECWEL	SK		RAJEC	ZILINA
1692	Vienne 1	VIENNE1	AT		VIENNE	VIENNE
1693	Vienne 2	VIENNE2	AT		VIENNE	VIENNE
1694	Vienne 3	VIENNE3	AT		VIENNE	VIENNE
1695	Vienne 4	VIENNE4	AT		VIENNE	VIENNE
1696	Vienne 5	VIENNE5	AT		VIENNE	VIENNE
1698	Interstitiel Du Ruisseau Quellgraben	RUGRABEN	FR		BINDERNHEIM	BAS RHIN
1699	Puits (Ponor 1121) A Ohaba Ponor	OHABAPON	RO		OHABA PONOR	HUNEDOARA
1700	Code Station Sloven59	SLOVEN59	SI		INCONNU	INCONNU
1701	Code Station Sloven60	SLOVEN60	SI		INCONNU	INCONNU
1702	Code Station Sloven78	SLOVEN78	SI		INCONNU	INCONNU
1703	Code Station Sloven79	SLOVEN79	SI		INCONNU	INCONNU
1704	Code Station Sloven80	SLOVEN80	SI		INCONNU	INCONNU
1705	Gornji Podgrad	PODGRADG	SI		PODGRAD	GORNJA RADGONA
1706	Code Station Poland01	POLAND01	PL		INCONNU	INCONNU
1707	Code Station Poland02	POLAND02	PL		INCONNU	INCONNU
1708	Code Station Poland03	POLAND03	PL		INCONNU	INCONNU
1709	Ptuj	PTUJ1	SI		PTUJ	PTUJ
1710	Gornja Radgona	RADGONAG	SI		GORNJA RADGONA	GORNJA RADGONA
1712	Povodie Horneho Vahu	VAHBASIN	SK		DEMANOVSKA DOLINA	ZILINA
1713	Burkheimer See 1	BURKH1	DE		BURKHEIM	BADE WURTEMBERG
1714	Opfinger See 1	OPFING1	DE		OPFINGEN	BADE WURTEMBERG
1715	Opfinger See 2	OPFING2	DE		OPFINGEN	BADE WURTEMBERG
1719	Lahau - Vienne Ou Lobau  A_89	LAHAU	AT		VIENNE	VIENNE
1721	Puits W2 Dans La Plaine Alluviale De La Riviere Isar	MUNICHB	DE		MUNICH	BAVIERE
1722	Puits W4 Dans La Plaine Alluviale De La Riviere Isar	MUNICHC	DE		MUNICH	BAVIERE
1723	Landau	NEVESIN	DE		LANDAU	RHENANIE PALATINAT
1724	Well 508a_8518	SWABIANA	DE		SONTHEIM AN DER BRENZ	SWABIAN JURA
1725	Interstitial Toess River Helvetia Ra199 Depth 60 Cm	TOESSRI1	CH		KOLLBRUNN	WINTHERTUR
1726	Puits W5 Dans La Plaine Alluviale De La Riviere Isar	MUNICHA	DE		MUNICH	BAVIERE
1728	Vodnjak Ob Hisi Cven 1c	CVEN	SI		CVEN	MARIBOR
1729	Vodnjak Ob Hisi Markovci 71	PTUJ	SI		MARKOVCI	PTUJ
1730	Vodnjak Pri Hisi Sikole 2	RACE	SI		SIKOLE	MARIBOR
1731	Vodnjak Pri Hisi Starse 31	STARSE	SI		STARSE	MARIBOR
1732	Vodnjak Pri Nogometnem Igriscu Zlatolicje	ZLATOLI2	SI		ZLATOLICJE	MARIBOR
1733	Burkheimer See 2	BURKH2	DE		BURKHEIM	BADE WURTEMBERG
1736	Niederrimsinger See 11_020_0	NIEDERR2	DE		NIEDERRIMSINGEN	BADE WURTEMBERG
1738	Vodnjak Ob Hisi Ciglenska C 6 Sp Duplek	SPDUPLEK	SI		SPODNJI DUPLEK	MARIBOR
1739	Interstitial Toess River Helvetia Ra200 Depth 90 Cm	TOESSRI2	CH		KOLLBRUNN	WINTHERTUR
1740	Interstitial Toess River Helvetia Ra201 Depth 60 Cm	TOESSRI3	CH		KOLLBRUNN	WINTHERTUR
1741	Interstitial Toess River Helvetia Ra202 Depth 90 Cm	TOESSRI4	CH		KOLLBRUNN	WINTHERTUR
1742	Vodnjak Pri Nogometnem Igriscu Zlatolicje	ZLATOLI1	SI		ZLATOLICJE	MARIBOR
1745	Puits A96 Dans Le Lobau	LOBAUA96	AT		VIENNE	VIENNE
1747	Phreatic Water Well Messkirch Germany	MESSKIWE	DE		MESSKIRCH	BADEN WURTTEMBERG
1749	Phreatic Water Well Zienken A 221016-28 Germany	ZIENKAWE	DE		ZIENKEN	BADEN WURTTEMBERG
1750	Phreatic Water Well Zienken B 221017-06 Germany	ZIENKBWE	DE		ZIENKEN	BADEN WURTTEMBERG
1751	Phreatic Water Well Zienken C 221017-13 Germany	ZIENKCWE	DE		ZIENKEN	BADEN WURTTEMBERG
1752	Puits 2 Cepki	CEPKI	SI		CEPKI	KOPER
1753	Antro Delle Sorgenti Di Bagnoli (105 Vg)	CKMAP002	IT		BAGNOLI DELLA ROSANDRA	FRIULI VENEZIA GIULIA
1754	Antro Delle Sorgenti Di Bagnoli (Vg 105). Bagnoli Della Rosandra	CKMAP481	IT		SAN DORLIGO DELLA VALLE	FRIULI VENEZIA GIULIA
1755	Code Station Sloven81	SLOVEN81	SI		INCONNU	INCONNU
1756	Cepki	CEPKI2	SI		CEPKI	KOPER
1757	Dragonja	DRAGONJ1	SI		DRAGONJA	PIRAN
1758	Spring K Luza San Dorligo Della Valle	KLUZA	IT		TRIESTE	TRIESTE
1759	Cepki Ob Rizani Karst Spring Risano River Basin	CEPKISP	SI		RIZANA	KOPER
1761	Glanbach River Salzburg	GLANBACH	AT		SALZBURG	SALZBURG
1762	Source Golling Golling	GOLLING	AT		SALZBURG	SALZBURG
1763	Lach 8	LACH8	AT		BRAUNAU AM INN	BRAUNAU AM INN
1764	Salzburg	SALZBUR1	AT		SALZBURG	SALZBURG
1765	Site Lehen042 In Lehen Bei Anthering	LEHEN042	AT		LEHEN BEI ANTHERING	SALZBURGER
1766	Site Salzb040 In Salzburg	SALZB040	AT		SALZBURG	SALZBURGER
1768	Site Salzb076 In Salzburg	SALZB076	AT		SALZBURG	SALZBURGER
1769	Site Salzb080 In Salzburg	SALZB080	AT		SALZBURG	SALZBURGER
1770	Vratna	VRATNA	RS		VRATNA	JABUKOVAC
1772	Desni Breg Drave Pri Ptuju	DRAVEPTU	SI		PTUJ	PTUJ
1773	Trgovisce Ob Dravi	TRGODRAV	SI		TRGOVISCE	PTUJ
1774	Vienne 6	VIENNE6	AT		VIENNE	VIENNE
1775	Mala Pecina Ududoj. Jabukovac	MALAPECA	RS		JABUKOVAC	JABUKOVAC
1777	Cave Jama Pod Gradom Luknja	JAMAPOD	SI		PRECNA	NOVO MESTO
1778	Krska Jama An Der Krka Quelle	KRSKAJAM	SI		TREBNJA GORICA	IVANCNA GORICA
1779	Potiskavc (Dobrepolje)	POTISKAV	SI		POTISKAVEC	GROSUPLJE
1780	Krska Cave , Krska Vas, Ivancna Gorica, Si	KRSKA	SI		TREBNJA GORICA	IVANCNA GORICA
1781	Lucka Jama	LUCKAJAM	SI		LUCE NA SOLI	GROSUPLJE
1782	Potiskavska Jama	POTISKA1	SI		CETEZ PRI STRUGAH	GROSUPLJE
1784	Code Station Sloven57	SLOVEN57	SI		INCONNU	INCONNU
1785	Code Station Sloven58	SLOVEN58	SI		INCONNU	INCONNU
1786	Code Station Sloven74	SLOVEN74	SI		INCONNU	INCONNU
1787	Code Station Sloven75	SLOVEN75	SI		INCONNU	INCONNU
1788	Code Station Sloven76	SLOVEN76	SI		INCONNU	INCONNU
1789	Code Station Sloven77	SLOVEN77	SI		INCONNU	INCONNU
1790	Quelle Tomincev Studenec Bei Dvor An Der Krka	TOSTUDEN	SI		GORNJI KOT	NOVO MESTO
1792	Mobisaht Cave	MOBISAHT	SI		LIPOVEC	RIBNICA
1793	Ebental Cave Z604 K St 6842	EBENTAL	SI		POLOM KOCEVJE	KOCEVJE
1797	Luska Jama Bei Luce	LUSKAJAM	SI		LUCE	GROSUPLJE
1798	Jama Pod Gradom Luknja, Precna (Novo Mesto)	PRECNACA	SI		PRECNA	NOVO MESTO
1802	Cueva Del Gato Benaojan	GATO	ES		BENAOJAN	MALAGA
1807	Well Along The Railway	BERLANGA	ES		BERLANGA DE DUERO	SORIA
1808	Hyporheic Zone Of The River Ain Site Ainr16av In Chatillon La Palud	AINR16AV	FR		CHATILLON LA PALUD	AIN
1809	Hyporheic Zone Of The River Ain Site Ainr26av In Chazey Sur Ain	AINR26AV	FR		CHAZEY SUR AIN	AIN
1810	Hyporheic Zone Of The River Ain Site Ainr28am In Chazey Sur Ain	AINR28AM	FR		CHAZEY SUR AIN	AIN
1811	Hyporheic Zone Of The River Ain Site Ainr30av In Chazey Sur Ain	AINR30AV	FR		CHAZEY SUR AIN	AIN
1812	Hyporheic Zone Of The River Ain Site Ainr33am In Saint Jean De Niost	AINR33AM	FR		SAINT JEAN DE NIOST	AIN
1813	Riviere Le Verdon	ALLOS	FR		ALLOS	ALPES DE HAUTE PROVENCE
1814	Source De La Baume Archee	AMOARCHE	FR		MOUTHIER HAUTE PIERRE	DOUBS
1815	Riviere Azergue Ternand	AZERGUES	FR		SAINT LAURENT D OINGT	RHONE
1816	Emergence Perenne Sous Eboulis Une Centaine De Metres A L Amont De La Grotte De La Baume Archee Griffons 1 Et 2	BAUMARCH	FR		MOUTHIER HAUTE PIERRE	DOUBS
1818	Eygues Amont Downwelling	EYGUAM1	FR		VERCLAUSE	DROME
1819	Eygues Amont Upwelling	EYGUAM7	FR		VERCLAUSE	DROME
1820	Source Des Froidieres	FROIDIER	FR		CHALEY	AIN
1821	Source Gloriette	GLORIETT	FR		CORNUS	AVEYRON
1822	Source De La Seille Griffons 2 3 Et 4	LADOSEIL	FR		LADOYE SUR SEILLE	JURA
1823	Source Sur L Affluent En Rive Gauche De La Source Captee	LAFRAGAU	FR		LA FRASNEE	JURA
1824	Amont Camping Rioclar Le Bourget Site 2	LEBOURG2	FR		MEOLANS	ALPES DE HAUTE PROVENCE
1826	Source Captee De L Arce A L Air Libre Exterieur Et A L Interieur Du Captage	MOREARCE	FR		MOREZ	JURA
1827	Petite Source De La Cuisance En Forme De Vasque Retenue D Eau Alimentee Par Quelques Griffons	PETICUIS	FR		ARBOIS	JURA
1829	Source Sanguiniere Sed 69	SANGUINI	FR		ENTRAUNES	ALPES MARITIMES
1831	Grotte Sarrazine	SARRAZIN	FR		NANS SOUS SAINTE ANNE	DOUBS
1832	Pas Loin De Saugeot Sur Une Source Captee	SAUGCAPT	FR		SAUGEOT	JURA
1833	Source La Plus A L Amont Echantillonnee Au Fond De La Reculee Du Bois De Sautelard	SAUTELAR	FR		LADOYE SUR SEILLE	JURA
1834	Source Pres Des Grottes De La Doye Apres La Confluence Entre Les Deux Premiers Griffons Griffon 3	SOURNANS	FR		LES NANS	JURA
1835	Buech River Aval A Sisteron Amont De Plaine Downwelling	BUECHAVD	FR		SISTERON	HAUTES ALPES
1836	Albarine Pont De La Violette	VIOLETTE	FR		TENAY	AIN
