Modif_taxonomy_FM	ID	order	family	subfamily	genus	subgenus	specificEpithet	infraspecificEpithet	scientificName	scientificNameAuthorship	acceptedNameUsage	namePublishedInYear	country	Locality	locationRemarks	habitat	decimalLongitude	decimalLatitude	geodeticDatum	Easting_EPSG3035	Northing_EPSG3035	Coord.Uncertainty	Coord.Validator	associatedReferences	PublicationYear	source	researchGroup	Habitat_Florian	Access_Florian	order_FM	family_FM	subfamily_FM	genus_FM	subgenus_FM	specificEpithet_FM	infraspecificEpithet_FM	scientificName_FM	FM_dwc_identificationQualifier	FM_identification_addendum	scientificNameAuthorship_FM	acceptedNameUsage_FM	namePublishedInYear_FM
	5036	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	karamani	karamani	Elaphoidella karamani karamani	Chappuis, 1936	Elaphoidella karamani karamani Chappuis, 1936	1936	North Macedonia	Several localities and gw habitats: Vojnica (Veles)	freshwater wells	Aquifer in unconsolidated sediments:saturated	21.749	41.603	EPSG: 4326	5299807.263	2131996.633	10 km	Mattia Di Cicco	Petkovski T.K. (1956) öber einige Copepoden aus Hîhlen- und GrundgewÑssern Jugoslaviens. Izdanija, Inst. Piscic. R.P. Maced., Skopje, 1(8): 185-208	1956	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	karamani	karamani	Elaphoidella karamani karamani			Chappuis, 1936	Elaphoidella karamani karamani Chappuis, 1936	1936
	5037	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	karamani	karamani	Elaphoidella karamani karamani	Chappuis, 1936	Elaphoidella karamani karamani Chappuis, 1936	1936	North Macedonia	Several localities and gw habitats: Demir Kapija	freshwater wells	Aquifer in unconsolidated sediments:saturated	22.241	41.405	EPSG: 4326	5343673.805	2116819.784	10 km	Mattia Di Cicco	Petkovski T.K. (1956) öber einige Copepoden aus Hîhlen- und GrundgewÑssern Jugoslaviens. Izdanija, Inst. Piscic. R.P. Maced., Skopje, 1(8): 185-208	1956	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	karamani	karamani	Elaphoidella karamani karamani			Chappuis, 1936	Elaphoidella karamani karamani Chappuis, 1936	1936
	5038	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	karamani	karamani	Elaphoidella karamani karamani	Chappuis, 1936	Elaphoidella karamani karamani Chappuis, 1936	1936	North Macedonia	Several localities and gw habitats: Radovi?	freshwater wells	Aquifer in unconsolidated sediments:saturated	22.467	41.636	EPSG: 4326	5358467.184	2145213.647	10 km	Mattia Di Cicco	Petkovski T.K. (1956) öber einige Copepoden aus Hîhlen- und GrundgewÑssern Jugoslaviens. Izdanija, Inst. Piscic. R.P. Maced., Skopje, 1(8): 185-208	1956	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	karamani	karamani	Elaphoidella karamani karamani			Chappuis, 1936	Elaphoidella karamani karamani Chappuis, 1936	1936
	5039	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	karamani	karamani	Elaphoidella karamani karamani	Chappuis, 1936	Elaphoidella karamani karamani Chappuis, 1936	1936	North Macedonia	Several localities and gw habitats: Bogomila	freshwater wells	Aquifer in unconsolidated sediments:saturated	21.483	41.596	EPSG: 4326	5277951.923	2127815.264	10 km	Mattia Di Cicco	Petkovski T.K. (1956) öber einige Copepoden aus Hîhlen- und GrundgewÑssern Jugoslaviens. Izdanija, Inst. Piscic. R.P. Maced., Skopje, 1(8): 185-208	1956	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	karamani	karamani	Elaphoidella karamani karamani			Chappuis, 1936	Elaphoidella karamani karamani Chappuis, 1936	1936
	5040	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	karamani	karamani	Elaphoidella karamani karamani	Chappuis, 1936	Elaphoidella karamani karamani Chappuis, 1936	1936	North Macedonia	Several localities and gw habitats: Dojra	freshwater wells	Aquifer in unconsolidated sediments:saturated	22.692	41.243	EPSG: 4326	5383731.105	2105308.689	10 km	Mattia Di Cicco	Petkovski T.K. (1956) öber einige Copepoden aus Hîhlen- und GrundgewÑssern Jugoslaviens. Izdanija, Inst. Piscic. R.P. Maced., Skopje, 1(8): 185-208	1956	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	karamani	karamani	Elaphoidella karamani karamani			Chappuis, 1936	Elaphoidella karamani karamani Chappuis, 1936	1936
	5041	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	karamani	karamani	Elaphoidella karamani karamani	Chappuis, 1936	Elaphoidella karamani karamani Chappuis, 1936	1936	North Macedonia	Several localities and gw habitats: Skoplje	freshwater wells	Aquifer in unconsolidated sediments:saturated	21.452	42.004	EPSG: 4326	5269047.224	2172191.421	10 km	Mattia Di Cicco	Petkovski T.K. (1956) öber einige Copepoden aus Hîhlen- und GrundgewÑssern Jugoslaviens. Izdanija, Inst. Piscic. R.P. Maced., Skopje, 1(8): 185-208	1956	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	karamani	karamani	Elaphoidella karamani karamani			Chappuis, 1936	Elaphoidella karamani karamani Chappuis, 1936	1936
	6982	Cyclopoida	Cyclopidae	Cyclopinae	Graeteriella	Graeteriella	unisetigera	NULL	Graeteriella (Graeteriella) unisetigera	(Graeter, 1908)	Graeteriella (Graeteriella) unisetigera (Graeter, 1908)	1908	United Kingdom	Peat on the slope of Boars Hill	peat	NULL	-1.291	51.716	EPSG: 4326	3544258.846	3238693.507	Comm.Centr	Ilaria Vaccarelli	Gurney R. (1933) British freshwater Copepoda. 3. Cyclopoida, Caligoida. Ray Society, London, 3: 1-334	1933	Literature: F. Stoch	NULL	Aquatic, Freshwater, Surface	Peat	Cyclopoida	Cyclopidae	Cyclopinae	Graeteriella	Graeteriella	unisetigera	NULL	Graeteriella (Graeteriella) unisetigera			(Graeter, 1908)	Graeteriella (Graeteriella) unisetigera (Graeter, 1908)	1908
	5352	Cyclopoida	Cyclopidae	Cyclopinae	Diacyclops	NULL	clandestinus	NULL	Diacyclops clandestinus	(Kiefer, 1926)	Diacyclops clandestinus (Kiefer, 1926)	1926	Romania	Pestera Neagra de sub Cuculeul de Fier, Bihor	cave	NULL	22.686	46.578	EPSG: 4326	5288993.949	2690186.536	0.1 km	Ilaria Vaccarelli	Plesa C. (1969) Fauna cavernicola acvatica din pesterile Calcaroase. In: Calinescu R., Biogeogr. Romaniei, 354-358	1969	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Cyclopoida	Cyclopidae	Cyclopinae	Diacyclops	NULL	clandestinus	NULL	Diacyclops clandestinus			(Kiefer, 1926)	Diacyclops clandestinus (Kiefer, 1926)	1926
	5042	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	necessaria	NULL	Elaphoidella necessaria	Kiefer, 1933	Elaphoidella necessaria Kiefer, 1933	1933	North Macedonia	Gorce Petrov	well	NULL	21.353	42.008	EPSG: 4326	5260860.415	2171389.689	10 km	Mattia Di Cicco	Petkovski T.K. (1971) Einige neue und seltene subterrane Cyclopiden (Crustacea Copepoda) aus Jugoslawien. Acta Mus. maced. sci. nat., Skopje, 12(5): 77-113	1971	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer	Well	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	necessaria	NULL	Elaphoidella necessaria			Kiefer, 1933	Elaphoidella necessaria Kiefer, 1933	1933
	5043	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	necessaria	NULL	Elaphoidella necessaria	Kiefer, 1933	Elaphoidella necessaria Kiefer, 1933	1933	North Macedonia	Hanrijevo (Gjorce Petrov), Skoplje, well	well	NULL	21.32	42.061	EPSG: 4326	5257334.86	2176796.188	10 km	Mattia Di Cicco	Chappuis P.A. (1936) Subterrane Harpacticoiden aus Jugoslawien. Bul. Soc. St. Cluj, 8: 386-398	1936	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer	Well	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	necessaria	NULL	Elaphoidella necessaria			Kiefer, 1933	Elaphoidella necessaria Kiefer, 1933	1933
	5413	Harpacticoida	Canthocamptidae	Canthocamptinae	Maraenobiotus	NULL	brucei	carpathicus	Maraenobiotus brucei carpathicus	Chappuis, 1928	Maraenobiotus brucei carpathicus Chappuis, 1928	1928	Romania	Ungurului cave	karst: unsaturated zone/cave	Karst:saturated	22.548	46.933	EPSG: 4326	5272166.918	2727376.193	0.1 km	Emma Galmarini	Meleg I.N., Fiers F., Moldovan O.T. (2011) Assessing copepod (Crustacea: Copepoda) species richness at different spatial scales in northwestern Romanian caves. Subterranean Biology, 9: 103-112	2011	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Harpacticoida	Canthocamptidae	Canthocamptinae	Maraenobiotus	NULL	brucei	carpathicus	Maraenobiotus brucei carpathicus			Chappuis, 1928	Maraenobiotus brucei carpathicus Chappuis, 1928	1928
	5414	Harpacticoida	Canthocamptidae	Canthocamptinae	Maraenobiotus	NULL	brucei	carpathicus	Maraenobiotus brucei carpathicus	Chappuis, 1928	Maraenobiotus brucei carpathicus Chappuis, 1928	1928	Romania	Vadu Crisului cave, Padurea Craiului massif, Bihor County	karst: unsaturated zone/cave	Karst:saturated	22.5102	46.9718	EPSG: 4326	5268632.534	2731152.271	0.1 km	Emma Galmarini	Meleg I.N., Fiers F., Moldovan O.T. (2011) Assessing copepod (Crustacea: Copepoda) species richness at different spatial scales in northwestern Romanian caves. Subterranean Biology, 9: 103-112	2011	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Harpacticoida	Canthocamptidae	Canthocamptinae	Maraenobiotus	NULL	brucei	carpathicus	Maraenobiotus brucei carpathicus			Chappuis, 1928	Maraenobiotus brucei carpathicus Chappuis, 1928	1928
	5415	Harpacticoida	Canthocamptidae	Canthocamptinae	Maraenobiotus	NULL	brucei	carpathicus	Maraenobiotus brucei carpathicus	Chappuis, 1928	Maraenobiotus brucei carpathicus Chappuis, 1928	1928	Romania	Pestera cu apa din Valea Lesului	karst: unsaturated zone/cave	Karst:saturated	22.557	46.825	EPSG: 4326	5274796.746	2715632.056	0.1 km	Emma Galmarini	Meleg I.N., Fiers F., Moldovan O.T. (2011) Assessing copepod (Crustacea: Copepoda) species richness at different spatial scales in northwestern Romanian caves. Subterranean Biology, 9: 103-112	2011	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Harpacticoida	Canthocamptidae	Canthocamptinae	Maraenobiotus	NULL	brucei	carpathicus	Maraenobiotus brucei carpathicus			Chappuis, 1928	Maraenobiotus brucei carpathicus Chappuis, 1928	1928
	5416	Harpacticoida	Canthocamptidae	Canthocamptinae	Maraenobiotus	NULL	brucei	carpathicus	Maraenobiotus brucei carpathicus	Chappuis, 1928	Maraenobiotus brucei carpathicus Chappuis, 1928	1928	Romania	Ciur Izbuc cave	karst: unsaturated zone/cave	Karst:saturated	22.4011	46.8503	EPSG: 4326	5262630.49	2716414.792	0.1 km	Emma Galmarini	Meleg I.N., Fiers F., Moldovan O.T. (2011) Assessing copepod (Crustacea: Copepoda) species richness at different spatial scales in northwestern Romanian caves. Subterranean Biology, 9: 103-112	2011	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Harpacticoida	Canthocamptidae	Canthocamptinae	Maraenobiotus	NULL	brucei	carpathicus	Maraenobiotus brucei carpathicus			Chappuis, 1928	Maraenobiotus brucei carpathicus Chappuis, 1928	1928
	5417	Harpacticoida	Canthocamptidae	Canthocamptinae	Maraenobiotus	NULL	brucei	carpathicus	Maraenobiotus brucei carpathicus	Chappuis, 1928	Maraenobiotus brucei carpathicus Chappuis, 1928	1928	Romania	Ciur Izbuc cave	karst: unsaturated zone/cave	Karst:saturated	22.4011	46.8503	EPSG: 4326	5262630.49	2716414.792	0.1 km	Emma Galmarini	Moldovan O.T., Meleg I.N., Persoiu A. (2011) Habitat fragmentation and its effects on groundwater populations. Ecohydrology, Online first doi: 10.1002/eco.237	2011	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Harpacticoida	Canthocamptidae	Canthocamptinae	Maraenobiotus	NULL	brucei	carpathicus	Maraenobiotus brucei carpathicus			Chappuis, 1928	Maraenobiotus brucei carpathicus Chappuis, 1928	1928
