site_code	site_name	latitude	longitude	coord_precision	altitude	country	locality	site_comments	sampling_date	sampling_participants	sampling_methods	sampling_fixatives	sampling_target	habitat	access_points	sampling_comments	sampling_id	taxon_name	unclassified	taxon_rank	family	genus	specific_epithet	tax_id_confer	tax_id_addendum	identified_on_date	identified_by	specimen_quantity	content_description	type_status	occurrence_comments	occurrence_id	data_repository	collection	pub_DOI	pub_authors	pub_year	pub_title	pub_journal	pub_verbatim	gene	seq_specimen_identifier	accession_number	MOTU	sequence_id	seq_comments
	Grotte de Banne	44,3356622	4,19817506	NA		FRA	Les Vens		NA					Terrestrial	Cave			Leptoneta abeillei		species	Leptonetidae	Leptoneta	abeillei				NA	NA						University of Barcelona (CRBA)												
	Grotte de la Salamandre	44,2591	4,3363	NA		FRA	Tharaux		NA					Terrestrial	Cave			Leptoneta abeillei		species	Leptonetidae	Leptoneta	abeillei				NA	NA						Josiane Lips Collection, GEB (Groupe d'étude de Biospéologie), Commission scientifique de la Fédération Française de Spéléologie												
	Fontaine de Champclos	44,39623	4,10375	NA		FRA	Les Vans		NA					Terrestrial	Cave			Leptoneta abeillei		species	Leptonetidae	Leptoneta	abeillei				NA	NA						Josiane Lips Collection, GEB (Groupe d'étude de Biospéologie), Commission scientifique de la Fédération Française de Spéléologie												
	Grotte de Pézenas	44,53073	4,2583	NA		FRA	Sanilhac		NA					Terrestrial	Cave			Leptoneta abeillei		species	Leptonetidae	Leptoneta	abeillei				NA	NA						Josiane Lips Collection, GEB (Groupe d'étude de Biospéologie), Commission scientifique de la Fédération Française de Spéléologie												
	Majića ponor	43,36001	17,28342	NA		BIH	NA		1999-12-05					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Baba (Čvaljina)	42,860823	17,972174	NA		BIH	NA		2014-12-02					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Bjelušica	42,84472	17,9786	NA		BIH	NA		2014-12-02					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Bjelušica	42,84472	17,9786	NA		BIH	NA		2015-10-26					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Markova pećina	42,97789	17,8269	NA		BIH	NA		2016-11-02					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	4						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Baba (Čvaljina)	42,860823	17,972174	NA		BIH	NA		2017-08-27					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Peć kod Ljubova	42,6874966049922	18,2582256397592	1000		BIH	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Grabova peć kod Grabova dola	42,843504	17,910087	3000		BIH	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Bezdan pod Ličem	42,812809	17,999925	3000		BIH	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Grabova peć kod Grabova dola	42,843504	17,910087	3000		BIH	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Vodena peć kod Sedlara	42,826161	18,053258	3000		BIH	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Grabova pećina kod Sedlara	42,826161	18,053258	3000		BIH	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Duga peć	42,865937	17,964186	3000		BIH	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Grabova peć kod Grabova dola	42,843504	17,910087	3000		BIH	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Bezdan pod Ličem	42,812809	17,999925	3000		BIH	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Trovrata peć	42,826161	18,053258	3000		BIH	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Orlica pećina	42,845	17,97	NA		BIH	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Baba (Strujići)	42,903255	18,006542	NA		BIH	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Bjelušica	42,84472	17,9786	NA		BIH	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Orlica pećina	42,845	17,97	NA		BIH	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Bjelušica	42,84472	17,9786	NA		BIH	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Orlica pećina	42,845	17,97	NA		BIH	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Duboka peć	42,867	17,97	NA		BIH	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Vukotina peć kod Čvaljinskih staja	43,11	17,73	NA		BIH	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Bjelušica (1389)	42,84472	17,9786	NA		BIH	Zavala		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Grabova peć kod Grabova dola	42,843504	17,910087	NA		BIH	Čvaljina		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						National Museum, Prague, Czech Republic (NMP)												
	Zovica jama	42,7	18,3	NA		BIH	Gomiljani		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						Museum and Institute of Zoology, Polish Academy of Sciences, Warsaw, Poland (MIZW)												
	Bezdan pod Ličem	42,813	18	NA		BIH	Belenići		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						National Museum, Prague, Czech Republic (NMP)												
	Bjelušica (1389)	42,84472	17,9786	NA		BIH	Zavala		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						National Museum, Prague, Czech Republic (NMP)												
	Orlica pećina	42,846	17,973	NA		BIH	Zavala		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						Museo Civico di Storia Naturale, Verona, Italy (MCVR)												
	Vjetrenica	42,846493	17,981746	NA		BIH	Zavala		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						Zoologisches Forschungsmuseum Alexander Koenig, Bonn, Germany (ZFMK)												
	Unnamed cave behind monastery	42,8499	17,9795	NA		BIH	Zavala		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						Zoologisches Forschungsmuseum Alexander Koenig, Bonn, Germany (ZFMK)												
	Vukotina peć kod Čvaljinskih staja	42,86	17,96	NA		BIH	Čvaljina		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						National Museum, Prague, Czech Republic (NMP)												
	Počitelj, Čapljina	43,11	17,73	NA		BIH	Tasovčići		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						Muséum d’Histoire Naturelle, Genève, Switzerland (MHNG)												
	Studenci	43,161	17,638	NA		BIH	Studenci		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						Muséum d’Histoire Naturelle, Genève, Switzerland (MHNG)												
	Kovina pećina	43,25	17,935	NA		BIH	Blagaj		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						Muséum d’Histoire Naturelle, Genève, Switzerland (MHNG)												
	Marica pećina	43,255	17,905	NA		BIH	Blagaj		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						Muséum d’Histoire Naturelle, Genève, Switzerland (MHNG)												
	Ravlića pećina	43,339	17,3233	NA		BIH	Drinovci		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						National Museum of Natural History Naturalis, Leiden, Netherlands (NMNL)												
	Jama pod Stipkovcem	43,309002	17,065079	NA		HRV	NA		2017-06-21					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	4						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Grapčeva špilja	43,134189	16,753732	NA		HRV	NA		2011-05-03					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Tučepska vilenjača	43,286465	17,083638	NA		HRV	NA		2012-04-30					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Šolkina jama	42,966544	17,662484	NA		HRV	NA		2016-02-27					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Čagjina jama	42,977147	17,155166	NA		HRV	NA		2016-11-03					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Kokanova jama	43,027343	17,584862	NA		HRV	NA		2018-12-12					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	cave near Zagvozd	43,39729	17,05435	3000		HRV	NA		2002-10-13					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Christa Deeleman-Reinhold	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Jujnovića špilja	43,266579	17,19798	NA		HRV	NA		2002-10-14					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Christa Deeleman-Reinhold	3						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Pružina špilja	43,394238	17,058713	300		HRV	NA		2002-10-15					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Christa Deeleman-Reinhold	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Špilja u Gaju	43,382476	17,040666	NA		HRV	NA		2002-10-18					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	6						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Špilja u Grliću	43,158023	16,813636	NA		HRV	NA		2011-05-03					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Jama pod Gažnovcem	43,229672	17,314159	NA		HRV	NA		2018-03-31					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	4						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Rođendanska jama	43,268607	17,238862	NA		HRV	NA		2018-04-29					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	4						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Škrapica	43,255806	17,267889	NA		HRV	NA		2018-04-30					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	3						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Čagjina jama	42,977147	17,155166	NA		HRV	NA		2018-11-14					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Jama iznad Prozorčića	43,38381	16,932036	NA		HRV	NA		2004-03-24					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Tunel Dusina	43,175476	17,425086	NA		HRV	NA		2022-01-06					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Iva Čupić	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Nikolina špilja	43,4253	16,8271	NA		HRV	NA		2003-03-23					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	3						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Velika peć	43,417013	17,007608	NA		HRV	NA		2002-10-18					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Christa Deeleman-Reinhold	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Kukor	43,355609	16,991707	NA		HRV	NA		2016-01-21					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Matijaševa peć	43,320551	17,122321	NA		HRV	NA		2016-01-23					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Samogorska špilja	43,318227	17,121122	NA		HRV	NA		2016-01-23					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Svetica	43,401143	16,894548	NA		HRV	NA		2005-11-16					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Brikinjava špilja	43,345181	17,096904	NA		HRV	NA		2005-11-17					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Mala špilja na Bukovcima	43,403677	17,021702	NA		HRV	NA		2005-11-21					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	3						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Jama u Čikešima	43,416092	16,967015	NA		HRV	NA		2005-11-23					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Raputinova špilja	43,38645	17,019868	NA		HRV	NA		2005-11-24					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Špilja u Radinovcima	43,387285	17,0103	NA		HRV	NA		2006-10-25					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Vranja peć	42,868266	17,812427	NA		HRV	NA		2006-11-02					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Velika špilja kod Neorića	43,686117	16,55312	NA		HRV	NA		2007-07-31					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Balešina jama	43,578743	16,580621	NA		HRV	NA		2012-04-28					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Jujnovića špilja	43,266579	17,19798	NA		HRV	NA		2012-05-01					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Balića špilja	43,57296	16,57002	NA		HRV	NA		2012-05-12					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Kukor	43,355609	16,991707	NA		HRV	NA		2016-01-21					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Stonjska peć donja	43,315167	17,130659	NA		HRV	NA		2016-01-22					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Samogorska špilja	43,318227	17,121122	NA		HRV	NA		2016-01-23					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Matijaševa peć	43,320551	17,122321	NA		HRV	NA		2016-01-23					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Gradska spila	43,318029	17,117623	NA		HRV	NA		2016-01-23					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Špilja u Grliću	43,158023	16,813636	NA		HRV	NA		2016-08-19					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Šimunkovića špilja	42,978588	17,129081	NA		HRV	NA		2016-11-03					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Jama pod Gažnovcem	43,229672	17,314159	NA		HRV	NA		2016-11-04					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	3						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Balića špilja	43,57296	16,57002	NA		HRV	NA		2016-11-05					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Maklutača	43,569268	16,620515	NA		HRV	NA		2016-11-05					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Tučepska vilenjača	43,286465	17,083638	NA		HRV	NA		2017-06-24					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Spilja Rupine	43,00528	17,157984	NA		HRV	NA		2019-04-24					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Špilja u Žarmi	42,935427	17,43822	NA		HRV	NA		2019-04-28					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Špilja kod Zagruda u vinogradu	42,966644	17,322697	NA		HRV	NA		2019-12-13					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Golubinka u gaju	43,25525	17,265833	NA		HRV	NA		2020-11-14					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Balića špilja	43,57296	16,57002	NA		HRV	NA		2024-06-22					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Balića špilja	43,57296	16,57002	NA		HRV	NA		2024-06-22					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Balića špilja	43,57296	16,57002	NA		HRV	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Špilja u Solunu	43,4589	17,2217	NA		HRV	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Balića špilja	43,57296	16,57002	NA		HRV	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Balića špilja	43,57296	16,57002	NA		HRV	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	1						NA												
	Vranjača špilja kod Dugopolja	43,562235	16,648216	NA		HRV	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Grapčeva špilja	43,134189	16,753732	NA		HRV	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Balića špilja	43,57296	16,57002	NA		HRV	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Vranjača špilja kod Dugopolja	43,562235	16,648216	NA		HRV	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Grapčeva špilja	43,13403	16,75294	NA		HRV	Humac		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Grapčeva špilja	43,13403	16,75294	NA		HRV	Humac		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Vranjača špilja kod Dugopolja	43,56224	16,64822	NA		HRV	Kotlenice		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Vranjača špilja kod Dugopolja	43,56224	16,64822	NA		HRV	Kotlenice		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	unnamed cave near Trpanj	43,01	17,27	NA		HRV	Pelješac		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						National Museum of Natural History Naturalis, Leiden, Netherlands (NMNL)												
	Unnamed cave near Trpanj	43,01	17,27	NA		HRV	Pelješac		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						National Museum of Natural History Naturalis, Leiden, Netherlands (NMNL)												
	Ružovača pećina	43,229	17,417	NA		HRV	Vrgorac, Orah [hill]		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						National Museum of Natural History Naturalis, Leiden, Netherlands (NMNL)												
	Ružovača pećina	43,229	17,417	NA		HRV	Vrgorac, Orah [hill]		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						National Museum of Natural History Naturalis, Leiden, Netherlands (NMNL)												
	Spilja near Katušići	43,384	17,055	NA		HRV	Zagvozd		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						National Museum of Natural History Naturalis, Leiden, Netherlands (NMNL)												
	Spilja near Katušići	43,384	17,055	NA		HRV	Zagvozd		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						National Museum of Natural History Naturalis, Leiden, Netherlands (NMNL)												
	Mužina špilja	43,417013	17,007608	NA		HRV	Šestanovac		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						National Museum of Natural History Naturalis, Leiden, Netherlands (NMNL)												
	Mužina špilja	43,417013	17,007608	NA		HRV	Šestanovac		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						National Museum of Natural History Naturalis, Leiden, Netherlands (NMNL)												
	Špilja u Solunu	43,4589	17,2217	NA		HRV	Imotski		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						National Museum, Prague, Czech Republic (NMP)												
	Špilja u Solunu	43,4589	17,2217	NA		HRV	Imotski		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						National Museum, Prague, Czech Republic (NMP)												
	Zlatna peć (”Balica zlatna pećina, Balići”)	43,49	16,905	NA		HRV	Šestanovac		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						National Museum of Natural History Naturalis, Leiden, Netherlands (NMNL)												
	Zlatna peć (”Balica zlatna pećina, Balići”)	43,49	16,905	NA		HRV	Šestanovac		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						National Museum of Natural History Naturalis, Leiden, Netherlands (NMNL)												
	Golubinka pećina	43,56	16,65	NA		HRV	Dugopolje		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						American Museum of Natural History, New York, USA (AMNH)												
	Golubinka pećina	43,56	16,65	NA		HRV	Dugopolje		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						American Museum of Natural History, New York, USA (AMNH)												
	Vranjača špilja kod Dugopolja	43,562235	16,648216	NA		HRV	Dugopolje		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						National Museum of Natural History Naturalis, Leiden, Netherlands (NMNL)												
