site_code	site_name	latitude	longitude	coord_precision	altitude	country	locality	site_comments	sampling_date	sampling_participants	sampling_methods	sampling_fixatives	sampling_target	habitat	access_points	sampling_comments	sampling_id	taxon_name	unclassified	taxon_rank	family	genus	specific_epithet	tax_id_confer	tax_id_addendum	identified_on_date	identified_by	specimen_quantity	content_description	type_status	occurrence_comments	occurrence_id	data_repository	collection	pub_DOI	pub_authors	pub_year	pub_title	pub_journal	pub_verbatim	gene	seq_specimen_identifier	accession_number	MOTU	sequence_id	seq_comments
	Pećina kod Bišine - Novakuša?	43,249364	18,076276	NA		BIH	NA		NA					Terrestrial	Cave			Folkia pauciaculeata		species	Dysderidae	Folkia	pauciaculeata				NA	NA						NA												
	Pećina kod Bišine - Novakuša?	43,249364	18,076276	NA		BIH	NA		NA					Terrestrial	Cave			Folkia pauciaculeata		species	Dysderidae	Folkia	pauciaculeata				NA	1						NA												
	Prefónd de Ponta de l'Ort (Lo 95)	45,66567577	10,10350511	NA		ITA	Polaveno		NA					Terrestrial	Cave			Dysdera pavani		species	Dysderidae	Dysdera	pavani				NA	NA						NA												
	Lavina loc. Caotes	46,1238	12,4174	NA		ITA	Tambre		NA					Terrestrial	NA			Troglohyphantes pavesii		species	Linyphiidae	Troglohyphantes	pavesii				NA	NA						Marco Isaia Collection at Dipartimento di Biologia Animale e dell’Uomo, University of Torino, Torino, Italy (CI) & Museo Civico di Scienze Naturali “E. Caffi” of Bergamo, Bergamo, Italy (MCSNB)												
	Monte Ragogna	46,19376995	12,98575438	NA		ITA	Ragogna		NA					Terrestrial	NA			Troglohyphantes pavesii		species	Linyphiidae	Troglohyphantes	pavesii				NA	NA						Natural History Museum of Milan, Milan, Italy (MCSNM)												
	Lavina loc. Caotes	46,1238	12,4174	NA		ITA	Tambre		NA					Terrestrial	NA			Troglohyphantes pavesii		species	Linyphiidae	Troglohyphantes	pavesii				NA	NA						NA												
	Pozzo del Villaretto (Pi 273)	44,1514248	7,9732282	NA		ITA	Garessio		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta del Rospo (Pi 3015)	44,3015589	7,8591781	NA		ITA	Montaldo di Mondovì		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Pozzo del Villaretto (Pi 273)	44,1514248	7,9732282	NA		ITA	Garessio		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta del Rospo (Pi 3015)	44,3015589	7,8591781	NA		ITA	Montaldo di Mondovì		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta del Rospo (Pi 3015)	44,3015589	7,8591781	NA		ITA	Montaldo di Mondovì		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta del Rospo (Pi 3015)	44,3015589	7,8591781	NA		ITA	Montaldo di Mondovì		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Pozzo del Villaretto (Pi 273)	44,1514248	7,9732282	NA		ITA	Garessio		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						Marco Isaia Collection at Dipartimento di Biologia Animale e dell’Uomo, University of Torino, Torino, Italy (CI)												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						Marco Isaia Collection at Dipartimento di Biologia Animale e dell’Uomo, University of Torino, Torino, Italy (CI)												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						Marco Isaia Collection at Dipartimento di Biologia Animale e dell’Uomo, University of Torino, Torino, Italy (CI)												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						Marco Isaia Collection at Dipartimento di Biologia Animale e dell’Uomo, University of Torino, Torino, Italy (CI)												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						Marco Isaia Collection at Dipartimento di Biologia Animale e dell’Uomo, University of Torino, Torino, Italy (CI)												
	Grotta del Rospo (Pi 3015)	44,3015589	7,8591781	NA		ITA	Montaldo di Mondovì		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						Marco Isaia Collection at Dipartimento di Biologia Animale e dell’Uomo, University of Torino, Torino, Italy (CI)												
	Grotta del Rospo (Pi 3015)	44,3015589	7,8591781	NA		ITA	Montaldo di Mondovì		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Grotta di Bossea (Pi 108)	44,241548	7,8398498	NA		ITA	Frabosa Soprana		NA					Terrestrial	Cave			Troglohyphantes pedemontanus		species	Linyphiidae	Troglohyphantes	pedemontanus				NA	NA						NA												
	Skoteini Cave	38,499836	23,983746	NA		GRC	Taminei		NA					Terrestrial	Cave			Leptonetela penevi		species	Leptonetidae	Leptonetela	penevi				NA	NA						NA												
	Spilaio Skoteini	38,5	23,9836	NA		GRC	Taminei		NA					Terrestrial	Cave			Leptonetela penevi		species	Leptonetidae	Leptonetela	penevi				NA	NA						NA												
	Kymi-Aliveri, Kakalitsa, Skoteini Cave, elevation 443 m	38,499947	23,983628	NA		GRC	Evvoias		NA					Terrestrial	Cave			Leptonetela penevi		species	Leptonetidae	Leptonetela	penevi				NA	NA						NA												
	Hacıakif Mağarası	37,624194	31,482306	NA		TUR	Haciakif Island		NA					Terrestrial	Cave			Tegenaria percuriosa		species	Agelenidae	Tegenaria	percuriosa				NA	NA						Eskişehir Technical University Zoological Museum, Eskişehir, Turkey (ZMETU)												
	Zindan Mağarası	37,811789	31,084997	NA		TUR	Isparta		NA					Terrestrial	Cave			Tegenaria percuriosa		species	Agelenidae	Tegenaria	percuriosa				NA	NA						Eskişehir Technical University Zoological Museum, Eskişehir, Turkey (ZMETU)												
	Koca (Ambar) Mağarası	41,484436	27,901087	NA		TUR	Tekirdağ		NA					Terrestrial	Cave			Tegenaria percuriosa		species	Agelenidae	Tegenaria	percuriosa				NA	NA						NA												
	Ceneviz Mağarası	41,546063	28,060029	NA		TUR	Saray		NA					Terrestrial	Cave			Tegenaria percuriosa		species	Agelenidae	Tegenaria	percuriosa				NA	NA						NA												
	Kurudere (Çağıl) Mağarası	41,664466	27,978293	NA		TUR	Kırklareli		NA					Terrestrial	Cave			Tegenaria percuriosa		species	Agelenidae	Tegenaria	percuriosa				NA	NA						NA												
	Kovantaı Mağarası	41,696197	27,941709	NA		TUR	Kırklareli		NA					Terrestrial	Cave			Tegenaria percuriosa		species	Agelenidae	Tegenaria	percuriosa				NA	NA						NA												
	Kourna Cave	35,320629891	24,286000877	NA		GRC	Kournas		NA					Terrestrial	Cave			Harpactea persephone		species	Dysderidae	Harpactea	persephone				NA	NA						NA												
	Kournas cave	35,320833	24,285778	NA		GRC	Chanion		NA					Terrestrial	Cave			Harpactea persephone		species	Dysderidae	Harpactea	persephone				NA	NA						NA												
	Kournas cave	35,320833	24,285778	NA		GRC	Chanion		NA					Terrestrial	Cave			Harpactea persephone		species	Dysderidae	Harpactea	persephone				NA	NA						NA												
	Golubova pećina	42,218	19,138	500		MNE	NA		2006-08-12					Terrestrial	Cave			Histopona petrovi		species	Agelenidae	Histopona	petrovi				NA	1						NA												
	Bunker VI	41,539839	20,420595	NA		ALB	Shupenzë		NA					Terrestrial	Artificial gallery			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						UP-Bunkers												
	Bunker IX	41,686033	20,353738	NA		ALB	Vakuf		NA					Terrestrial	Artificial gallery			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						UP-Bunkers												
	Griffner Schlossberg-Gipfelhöhle (2751/1)	46,7041	14,73	NA		AUT	Griffen		NA					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						Christian Komposch Collection												
	Pfarrhofsiedlung	46,563007	14,236279	NA		AUT	Köttmannsdorf		NA					Terrestrial	NA			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Köttmannsdorf	46,563056	14,237222	NA		AUT	Köttmannsdorf		NA					Terrestrial	NA			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Röntgenstraße, Völkermarkt, Kärnten	46,663234	14,638109	NA		AUT	Völkermarkt		NA					Terrestrial	NA			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Feldkirchen in Kärnten	46,727758	14,110392	NA		AUT	Feldkirchen in Kärnten		NA					Terrestrial	NA			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Feldkirchen in Kärnten	46,727784	14,110434	NA		AUT	Feldkirchen in Kärnten		NA					Terrestrial	NA			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Schwanberg	46,754136	15,206508	NA		AUT	Schwanberg		NA					Terrestrial	NA			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Sankt Stefan	46,809557	14,850616	NA		AUT	Wolfsberg		NA					Terrestrial	NA			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	NA	46,861825	13,325855	NA		AUT	Mühldorf		NA					Terrestrial	NA			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	NA	46,87	11,02	NA		AUT	Obergurgl		NA					Terrestrial	NA			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	NA	46,88	13,28	NA		AUT	Reißeck		NA					Terrestrial	NA			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Deutschlandsberg	46,892193	15,121531	NA		AUT	Kloster		NA					Terrestrial	NA			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Stiria	47,126355	15,436762	NA		AUT	Graz		NA					Terrestrial	NA			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Gratkorn	47,164199	15,330332	NA		AUT	Gratkorn		NA					Terrestrial	NA			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	NA	47,19	12,1	NA		AUT	Wald im Pinzgau		NA					Terrestrial	NA			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	NA	47,241921	10,737997	NA		AUT	Imst		NA					Terrestrial	NA			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Unterkohlstätten	47,37384	16,326047	NA		AUT	Unterkohlstätten		NA					Terrestrial	NA			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Joseph Ressel-Weg, Sankt Lorenzen im Mürztal, Steiermark	47,48351	15,36282	NA		AUT	Sankt Lorenzen im Mürztal		NA					Terrestrial	NA			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Gemeinde Lassing bei Selzthal	47,539575	14,214147	NA		AUT	Stein		NA					Terrestrial	NA			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Sportgasse, Veitsch	47,580172	15,489766	NA		AUT	Sankt Barbara im Mürztal		NA					Terrestrial	NA			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	NA	47,72	13,5	NA		AUT	Strobl		NA					Terrestrial	NA			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	NA	47,728001	13,5	NA		AUT	Bad Goisern am Hallstättersee		NA					Terrestrial	NA			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Feldweg	48,010932	14,334833	NA		AUT	Aschach an der Steyr		NA					Terrestrial	NA			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Malaya	44,41849	33,98663	NA		Crimea	Crimea		NA					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Bunker	43,688161	15,841051	NA		HRV	NA		2019-05-02					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Polušpilja iza kuće u Bastu	43,354924	16,982503	NA		HRV	NA		1998-08-18					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Oporovina	45,275199	14,260222	NA		HRV	NA		2022-09-10					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				Martina Pavlek	4						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Pećina kod Vrane	43,959866	15,554943	NA		HRV	NA		1928-05-19					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	4						NA												
	Romualdova špilja	45,127466	13,737433	NA		HRV	NA		1905-04-20					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Zametska pećina	45,346381	14,386117	NA		HRV	NA		1905-04-03					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Činjadra	43,339771	16,599423	NA		HRV	NA		NA					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Špilja na Pozalicu	42,76131	16,9129	NA		HRV	NA		2008-03-03					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Špilja na Tovarnjaku	43,838274	15,239733	NA		HRV	NA		2019-05-10					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Vojni tunel na Kamenicama	42,72749	16,840169	NA		HRV	NA		2016-08-17					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Šipun	42,583646	18,217986	NA		HRV	NA		2019-12-10					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Tunel kod Kulijera	42,787249	17,328395	NA		HRV	NA		2021-06-19					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				Martina Pavlek	5						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Tanki Ratac	43,360229	16,569356	NA		HRV	NA		NA					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Činjadra	43,339771	16,599423	NA		HRV	NA		NA					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Zmajeva špilja	43,269174	16,598972	NA		HRV	NA		NA					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Grapčeva špilja	43,134189	16,753732	NA		HRV	NA		NA					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Šipun	42,58365	18,21799	NA		HRV	Ragusa Vecchia		NA					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Šipun	42,58365	18,21799	NA		HRV	Ragusa Vecchia		NA					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Grapčeva špilja	43,13403	16,75294	NA		HRV	Humac		NA					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Grapčeva špilja	43,13403	16,75294	NA		HRV	Humac		NA					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Špilja u Bilopolju 2	42,977917	17,14156	NA		HRV	NA		NA					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				Martina Pavlek	8						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Pećina kod Vrane	43,959866	15,554943	NA		HRV	NA		1894-07-23					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Šipun	42,583646	18,217986	NA		HRV	NA		1976-08-01					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	1						NA												
	Šipun	42,583646	18,217986	NA		HRV	NA		1976-08-01					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	2						NA												
	Šipun	42,583646	18,217986	NA		HRV	NA		1976-08-01					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	2						NA												
	Getaldićeva špilja	42,638504	18,126604	NA		HRV	NA		2000-08-11					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Karle	42,657575	18,088819	NA		HRV	NA		2005-02-12					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Sumporača velika	42,673168	18,089354	NA		HRV	NA		2019-12-10					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Sumporača mala	42,673168	18,089354	NA		HRV	NA		2019-12-10					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Mine de Tourves	43,371348	5,895401	NA		FRA	Mazaugues		NA					Terrestrial	Artificial gallery			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						Josiane Lips Collection, GEB (Groupe d'étude de Biospéologie), Commission scientifique de la Fédération Française de Spéléologie												
	Mine 2	43,37222	5,95579	NA		FRA	Mazaugues		NA					Terrestrial	Artificial gallery			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						Josiane Lips Collection, GEB (Groupe d'étude de Biospéologie), Commission scientifique de la Fédération Française de Spéléologie												
	Mine de Ternand	45,942634	4,539471	NA		FRA	Ternand		NA					Terrestrial	Artificial gallery			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						Josiane Lips Collection, GEB (Groupe d'étude de Biospéologie), Commission scientifique de la Fédération Française de Spéléologie												
	Mine de Souvance	47,303055	6,234983	NA		FRA	Laissey		NA					Terrestrial	Artificial gallery			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						Josiane Lips Collection, GEB (Groupe d'étude de Biospéologie), Commission scientifique de la Fédération Française de Spéléologie												
	Mine de Souvance	47,303055	6,234983	NA		FRA	Laissey		NA					Terrestrial	Artificial gallery			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						Josiane Lips Collection, GEB (Groupe d'étude de Biospéologie), Commission scientifique de la Fédération Française de Spéléologie												
	Grotte de Montsaunès	43,11549	0,93906	NA		FRA	Montsaunès		NA					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Grotte de Balagué	43,14513	-0,4038	NA		FRA	Rébénacq		NA					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	L'Œil du Diable	43,14949	-0,40443	NA		FRA	Rébénacq		NA					Terrestrial	Cave			Pholcus phalangioides		species	Amaurobiidae	Pholcus	phalangioides				NA	NA						NA												
	L'Œil du Diable	43,14949	-0,40443	NA		FRA	Rébénacq		NA					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Grotte d'Arréglade	43,15483	-0,40944	NA		FRA	Rébénacq		NA					Terrestrial	Cave			Pholcus phalangioides		species	Amaurobiidae	Pholcus	phalangioides				NA	NA						NA												
	Grotte d'Arréglade	43,15483	-0,40944	NA		FRA	Rébénacq		NA					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Grotte d'Arréglade	43,15483	-0,40944	NA		FRA	Rébénacq		NA					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Grotte du Roc	44,06763	0,76753	NA		FRA	Dunes		NA					Terrestrial	Cave			Pholcus phalangioides		species	Amaurobiidae	Pholcus	phalangioides				NA	NA						NA												
	Grotte du Roc	44,06763	0,76753	NA		FRA	Dunes		NA					Terrestrial	Cave			Pholcus phalangioides		species	Pholcidae	Pholcus	phalangioides				NA	NA						NA												
	Grotte des Anglais	44,4715187	2,7186665	NA		FRA	Bozouls		NA					Terrestrial	Cave			Pholcus phalangioides		species	Amaurobiidae	Pholcus	phalangioides				NA	NA						NA												
