rowID	CollCode	BibCit	InfWith	AssBy	VerbLoc	LocID	Lat	Long	LatLongP	CoordProto	CoordSyst	ElevMin	ElevMax	Country	CountryCod	Munici	Provin	Habita	Access	LocRem	EventID	EvenTtype	EventDate	VerbaDate	SamplEff	SamplMet	Fixative	Program	Target	CollByPerson	CollByGroup	EventRem	MeasDate	MeasByPerson	MeasByGroup	WaterTemp	WaterCond	MeasRemar	DateIden	IdenBy	IdenAttri	IdenVer	TaxCode	IdenQualif	TypeSta	IdenRem	Phylum	Class	Order	Family	Genus	Subgenus	Species	Subspecies	TaxRank	TaxStat	Authorship	ScName	TaxRem	MOTU	OccID	BasRec	RefBy	OrgQuan	OrgCount	OccRem	AssRef	Eyes	Pigment	Gene	AN	Isolate	Origin_tax_name	Collection	OriginalLink	DataSource
1569	World Asellidae Database	Saclier et al. 2023. The World Asellidae database and phylogeny: a collaborative backbone resource for comparative studies of subterranean life evolution. Molecular Ecology Resources, in press.	See https://gotit.univ-lyon1.fr	Florian Malard	CUEVA DEL AGUA (NACIMIENTO DEL RIO JEREA)	JEREACA	43,00853	-3,23813	0,001	Georeferenced at site location	Decimal degrees WGS84	655	655	SPAIN		QUINCOCES DE YUSO	BURGOS	AQUIFERE KARSTIQUE	GROTTE		JEREACA_198404	Biotic sampling	1984-04-09			SURBER|A VUE	FORMOL	Research on the groundwater fauna of Spain	COMMUNITY	NOTENBOOM J|MEIJERS C		Codes originaux_84-4/16	1984-04-09	NOTENBOOM J|MEIJERS C					1992	HENRY J P|MAGNIEZ G	Morphologie	Proasellus ortizi	Portizi				Arthropoda	Malacostraca	Isopoda	Asellidae	Proasellus		ortizi		Species	accepted	Henry & Magniez, 1992	Proasellus ortizi Henry & Magniez, 1992			PROASELLUS_ORTIZI|JEREACA_198404	Literature	MALARD F	Une dizaine d'individus (6-10)		1 male 1 femelle 8 juveniles	Henry J.-P., Magniez G. 1992. Isopodes aselloides stygobies d Espagne recoltes par J. Notenboom et I. Meijers, III Le genre Proasellus: Especes oculees ou microphtalmes. Bijdragen tot de Dierkunde, 62(1), 137-154.	Oculated	Pigmented							
1570	World Asellidae Database	Saclier et al. 2023. The World Asellidae database and phylogeny: a collaborative backbone resource for comparative studies of subterranean life evolution. Molecular Ecology Resources, in press.	See https://gotit.univ-lyon1.fr	Florian Malard	JIVERO2 OZANA	JIVERO2	43,30385	-3,57186	0,001	Georeferenced at site location	Decimal degrees WGS84	275	275	SPAIN		OZANA	SANTANDER	ZONE NON SATUREE KARSTIQUE	GROTTE		JIVERO2_198402	Biotic sampling	1984-02-26			SURBER|A VUE	FORMOL	Research on the groundwater fauna of Spain	COMMUNITY	NOTENBOOM J|MEIJERS C		Collecte créée suite à introduction lot matériel externe de litérature	1984-02-26	NOTENBOOM J|MEIJERS C					1984-02-26	HENRY J P|MAGNIEZ G	Morphologie	Proasellus ortizi	Portizi			Already observed and considered by Ortiz (1968) as P coxalis	Arthropoda	Malacostraca	Isopoda	Asellidae	Proasellus		ortizi		Species	accepted	Henry & Magniez, 1992	Proasellus ortizi Henry & Magniez, 1992			PROASELLUS_ORTIZI|JIVERO2_198402	Literature	MALARD F	Une dizaine d'individus (6-10)		4 m 2 f	Henry J.-P., Magniez G. 1992. Isopodes aselloides stygobies d Espagne recoltes par J. Notenboom et I. Meijers, III Le genre Proasellus: Especes oculees ou microphtalmes. Bijdragen tot de Dierkunde, 62(1), 137-154.	Vestigial eyes	Vestigial pigmentation							
1571	World Asellidae Database	Saclier et al. 2023. The World Asellidae database and phylogeny: a collaborative backbone resource for comparative studies of subterranean life evolution. Molecular Ecology Resources, in press.	See https://gotit.univ-lyon1.fr	Florian Malard	CAVE JIVERO 2	JIVERO2C	43,30361	-3,57217	0,001	Georeferenced at site location	Decimal degrees WGS84	263	263	SPAIN		MATIENZO	CANTABRIA	AQUIFERE KARSTIQUE	GROTTE		JIVERO2C_198402	Biotic sampling	1984-02-26			SURBER|A VUE	FORMOL	Research on the groundwater fauna of Spain	COMMUNITY	NOTENBOOM J|MEIJERS C		Codes originaux_84-2/56	1984-02-26	NOTENBOOM J|MEIJERS C					1992	HENRY J P|MAGNIEZ G	Morphologie	Proasellus ortizi	Portizi			Already observed and considered by Ortiz (1968) as P coxalis	Arthropoda	Malacostraca	Isopoda	Asellidae	Proasellus		ortizi		Species	accepted	Henry & Magniez, 1992	Proasellus ortizi Henry & Magniez, 1992			PROASELLUS_ORTIZI|JIVERO2C_198402	Literature	MALARD F	Une dizaine d'individus (6-10)		4 males 2 femelles	Henry J.-P., Magniez G. 1992. Isopodes aselloides stygobies d Espagne recoltes par J. Notenboom et I. Meijers, III Le genre Proasellus: Especes oculees ou microphtalmes. Bijdragen tot de Dierkunde, 62(1), 137-154.	Oculated	Pigmented							
1572	World Asellidae Database	Saclier et al. 2023. The World Asellidae database and phylogeny: a collaborative backbone resource for comparative studies of subterranean life evolution. Molecular Ecology Resources, in press.	See https://gotit.univ-lyon1.fr	Florian Malard	NACIMIENTO DEL GANDARA LA GANDARA	NACGANDA	43,19399	-3,58217	0,001	Georeferenced at site location	Decimal degrees WGS84	581	581	SPAIN		SOBA	CANTABRIA	ZONE SATUREE KARSTIQUE	SOURCE		NACGANDA_198310	Biotic sampling	1983-10-12			SURBER	FORMOL	Research on the groundwater fauna of Spain	COMMUNITY	NOTENBOOM J|MEIJERS C		Code 83-10/9. Collecte créée suite à introduction lot matériel externe de litérature	1983-10-12	NOTENBOOM J|MEIJERS C					1983-10-12	HENRY J P|MAGNIEZ G	Morphologie	Proasellus ortizi	Portizi				Arthropoda	Malacostraca	Isopoda	Asellidae	Proasellus		ortizi		Species	accepted	Henry & Magniez, 1992	Proasellus ortizi Henry & Magniez, 1992			PROASELLUS_ORTIZI|NACGANDA_198310	Literature	MALARD F	Une dizaine d'individus (6-10)		1 mjuv 5 juv	Henry J.-P., Magniez G. 1992. Isopodes aselloides stygobies d Espagne recoltes par J. Notenboom et I. Meijers, III Le genre Proasellus: Especes oculees ou microphtalmes. Bijdragen tot de Dierkunde, 62(1), 137-154.	Vestigial eyes	Vestigial pigmentation							
1573	World Asellidae Database	Saclier et al. 2023. The World Asellidae database and phylogeny: a collaborative backbone resource for comparative studies of subterranean life evolution. Molecular Ecology Resources, in press.	See https://gotit.univ-lyon1.fr	Florian Malard	NACIMIENTO DEL RIO GANDARA	NGANDARA	43,19283	-3,57606	0,001	Georeferenced at site location	Decimal degrees WGS84	575	575	SPAIN		SOBA	CANTABRIA	EAU DOUCE SOUTERRAINE	SOURCE		NGANDARA_198310	Biotic sampling	1983-10-12			SURBER	FORMOL	Research on the groundwater fauna of Spain	COMMUNITY	NOTENBOOM J|MEIJERS C		Codes originaux_83-10/9	1983-10-12	NOTENBOOM J|MEIJERS C					1992	HENRY J P|MAGNIEZ G	Morphologie	Proasellus ortizi	Portizi				Arthropoda	Malacostraca	Isopoda	Asellidae	Proasellus		ortizi		Species	accepted	Henry & Magniez, 1992	Proasellus ortizi Henry & Magniez, 1992			PROASELLUS_ORTIZI|NGANDARA_198310	Literature	MALARD F	Une dizaine d'individus (6-10)		1 male juvenile 5 juveniles	Henry J.-P., Magniez G. 1992. Isopodes aselloides stygobies d Espagne recoltes par J. Notenboom et I. Meijers, III Le genre Proasellus: Especes oculees ou microphtalmes. Bijdragen tot de Dierkunde, 62(1), 137-154.	Vestigial eyes	Vestigial pigmentation							
1574	World Asellidae Database	Saclier et al. 2023. The World Asellidae database and phylogeny: a collaborative backbone resource for comparative studies of subterranean life evolution. Molecular Ecology Resources, in press.	See https://gotit.univ-lyon1.fr	Florian Malard	CUEVA DEL ORILL0N	ORILLOCA	43,30184	-3,56476	0,001	Georeferenced at site location	Decimal degrees WGS84	275	275	SPAIN		MATIENZO	SANTANDER	ZONE NON SATUREE KARSTIQUE	GROTTE		ORILLOCA_198402	Biotic sampling	1984-02-26			SURBER|A VUE	FORMOL	Research on the groundwater fauna of Spain	COMMUNITY	NOTENBOOM J|MEIJERS C		Collecte créée suite à introduction lot matériel externe de litérature	1984-02-26	NOTENBOOM J|MEIJERS C					1984-02-26	HENRY J P|MAGNIEZ G	Morphologie	Proasellus ortizi	Portizi				Arthropoda	Malacostraca	Isopoda	Asellidae	Proasellus		ortizi		Species	accepted	Henry & Magniez, 1992	Proasellus ortizi Henry & Magniez, 1992			PROASELLUS_ORTIZI|ORILLOCA_198402	Literature	MALARD F	Plusierus dizaines d'individus (11-100)		41 m 23 fa 10 fo 13 juv	Henry J.-P., Magniez G. 1992. Isopodes aselloides stygobies d Espagne recoltes par J. Notenboom et I. Meijers, III Le genre Proasellus: Especes oculees ou microphtalmes. Bijdragen tot de Dierkunde, 62(1), 137-154.	Vestigial eyes	Vestigial pigmentation							
1575	World Asellidae Database	Saclier et al. 2023. The World Asellidae database and phylogeny: a collaborative backbone resource for comparative studies of subterranean life evolution. Molecular Ecology Resources, in press.	See https://gotit.univ-lyon1.fr	Florian Malard	CUEVA DEL ORILLON	ORILLONC	43,30184	-3,56476	0,001	Georeferenced at site location	Decimal degrees WGS84	288	288	SPAIN		MATIENZO	CANTABRIA	AQUIFERE KARSTIQUE	GROTTE		ORILLONC_198402	Biotic sampling	1984-02-26			SURBER|A VUE	FORMOL	Research on the groundwater fauna of Spain	COMMUNITY	NOTENBOOM J|MEIJERS C		Codes originaux_84-2/57	1984-02-26	NOTENBOOM J|MEIJERS C					1992	HENRY J P|MAGNIEZ G	Morphologie	Proasellus ortizi	Portizi				Arthropoda	Malacostraca	Isopoda	Asellidae	Proasellus		ortizi		Species	accepted	Henry & Magniez, 1992	Proasellus ortizi Henry & Magniez, 1992			PROASELLUS_ORTIZI|ORILLONC_198402	Literature	MALARD F	Plusierus dizaines d'individus (11-100)		41 males 23 femelles adultes 10 femelles ovigeres 13 juveniles	Henry J.-P., Magniez G. 1992. Isopodes aselloides stygobies d Espagne recoltes par J. Notenboom et I. Meijers, III Le genre Proasellus: Especes oculees ou microphtalmes. Bijdragen tot de Dierkunde, 62(1), 137-154.	Vestigial eyes	Vestigial pigmentation							
1576	World Asellidae Database	Saclier et al. 2023. The World Asellidae database and phylogeny: a collaborative backbone resource for comparative studies of subterranean life evolution. Molecular Ecology Resources, in press.	See https://gotit.univ-lyon1.fr	Florian Malard	CUEVA LA TORCONA CODES	TORCONA	43,01166	-3,60995	0,001	Georeferenced at site location	Decimal degrees WGS84	648	648	SPAIN		HORNILLAYUSO	BURGOS	AQUIFERE KARSTIQUE	GROTTE		TORCONA_198404	Biotic sampling	1984-04-24			SURBER|A VUE	FORMOL	Research on the groundwater fauna of Spain	COMMUNITY	NOTENBOOM J|MEIJERS C		Codes originaux_84-4/33 et 84-4/34	1984-04-24	NOTENBOOM J|MEIJERS C					1992	HENRY J P|MAGNIEZ G	Morphologie	Proasellus ortizi	Portizi				Arthropoda	Malacostraca	Isopoda	Asellidae	Proasellus		ortizi		Species	accepted	Henry & Magniez, 1992	Proasellus ortizi Henry & Magniez, 1992			PROASELLUS_ORTIZI|TORCONA_198404	Literature	MALARD F	Centaine d'individus (>100)		72 males 78 femelles	Henry J.-P., Magniez G. 1992. Isopodes aselloides stygobies d Espagne recoltes par J. Notenboom et I. Meijers, III Le genre Proasellus: Especes oculees ou microphtalmes. Bijdragen tot de Dierkunde, 62(1), 137-154.	Oculated	Pigmented							
1577	World Asellidae Database	Saclier et al. 2023. The World Asellidae database and phylogeny: a collaborative backbone resource for comparative studies of subterranean life evolution. Molecular Ecology Resources, in press.	See https://gotit.univ-lyon1.fr	Florian Malard	CUEVA LA TORCONA CODES	TORCONA	43,01166	-3,60995	0,001	Georeferenced at site location	Decimal degrees WGS84	648	648	SPAIN		HORNILLAYUSO	BURGOS	AQUIFERE KARSTIQUE	GROTTE		TORCONA_198407	Biotic sampling	1984-07-15			SURBER|A VUE	FORMOL	Research on the groundwater fauna of Spain	COMMUNITY	NOTENBOOM J|MEIJERS C		Codes originaux_84-7/13	1984-07-15	NOTENBOOM J|MEIJERS C					1992	HENRY J P|MAGNIEZ G	Morphologie	Proasellus ortizi	Portizi				Arthropoda	Malacostraca	Isopoda	Asellidae	Proasellus		ortizi		Species	accepted	Henry & Magniez, 1992	Proasellus ortizi Henry & Magniez, 1992			PROASELLUS_ORTIZI|TORCONA_198407	Literature	MALARD F	Centaine d'individus (>100)		72 males 78 femelles	Henry J.-P., Magniez G. 1992. Isopodes aselloides stygobies d Espagne recoltes par J. Notenboom et I. Meijers, III Le genre Proasellus: Especes oculees ou microphtalmes. Bijdragen tot de Dierkunde, 62(1), 137-154.	Oculated	Pigmented							
1578	World Asellidae Database	Saclier et al. 2023. The World Asellidae database and phylogeny: a collaborative backbone resource for comparative studies of subterranean life evolution. Molecular Ecology Resources, in press.	See https://gotit.univ-lyon1.fr	Florian Malard	CUEVA LA TORCONA	TORCONCA	43,01166	-3,60995	0,001	Georeferenced at site location	Decimal degrees WGS84	700	700	SPAIN		HORNILLAYUSO	BURGOS	ZONE NON SATUREE KARSTIQUE	GROTTE		TORCONCA_198404	Biotic sampling	1984-04-24			SURBER|A VUE	FORMOL	Research on the groundwater fauna of Spain	COMMUNITY	NOTENBOOM J|MEIJERS C		Collecte créée suite à introduction lot matériel externe de litérature. Une collecte le 23/04/1984 et une collecte le 24/04/1984	1984-04-24	NOTENBOOM J|MEIJERS C					1984-04-24	HENRY J P|MAGNIEZ G	Morphologie	Proasellus ortizi	Portizi				Arthropoda	Malacostraca	Isopoda	Asellidae	Proasellus		ortizi		Species	accepted	Henry & Magniez, 1992	Proasellus ortizi Henry & Magniez, 1992			PROASELLUS_ORTIZI|TORCONCA_198404	Literature	MALARD F	Centaine d'individus (>100)		72 m 78 f	Henry J.-P., Magniez G. 1992. Isopodes aselloides stygobies d Espagne recoltes par J. Notenboom et I. Meijers, III Le genre Proasellus: Especes oculees ou microphtalmes. Bijdragen tot de Dierkunde, 62(1), 137-154.	Oculated	Pigmented							
1579	World Asellidae Database	Saclier et al. 2023. The World Asellidae database and phylogeny: a collaborative backbone resource for comparative studies of subterranean life evolution. Molecular Ecology Resources, in press.	See https://gotit.univ-lyon1.fr	Florian Malard	CUEVA LA TORCONA	TORCONCA	43,01166	-3,60995	0,001	Georeferenced at site location	Decimal degrees WGS84	700	700	SPAIN		HORNILLAYUSO	BURGOS	ZONE NON SATUREE KARSTIQUE	GROTTE		TORCONCA_198407	Biotic sampling	1984-07-15			SURBER|A VUE	FORMOL	Research on the groundwater fauna of Spain	COMMUNITY	NOTENBOOM J|MEIJERS C		Collecte créée suite à introduction lot matériel externe de litérature	1984-07-15	NOTENBOOM J|MEIJERS C					1984-07-15	HENRY J P|MAGNIEZ G	Morphologie	Proasellus ortizi	Portizi				Arthropoda	Malacostraca	Isopoda	Asellidae	Proasellus		ortizi		Species	accepted	Henry & Magniez, 1992	Proasellus ortizi Henry & Magniez, 1992			PROASELLUS_ORTIZI|TORCONCA_198407	Literature	MALARD F	Centaine d'individus (>100)		72 m 78 f	Henry J.-P., Magniez G. 1992. Isopodes aselloides stygobies d Espagne recoltes par J. Notenboom et I. Meijers, III Le genre Proasellus: Especes oculees ou microphtalmes. Bijdragen tot de Dierkunde, 62(1), 137-154.	Oculated	Pigmented							
1580	World Asellidae Database	Saclier et al. 2023. The World Asellidae database and phylogeny: a collaborative backbone resource for comparative studies of subterranean life evolution. Molecular Ecology Resources, in press.	See https://gotit.univ-lyon1.fr	Florian Malard	TRUEBA	TRUEBASP	43,11488	-3,66874	0,001	Georeferenced at site location	Decimal degrees WGS84	1100	1100	SPAIN		ESPINOSA DE LOS MONTERAS	BURGOS	EAU DOUCE SOUTERRAINE	SOURCE		TRUEBASP_198310	Biotic sampling	1983-10-25			SURBER	FORMOL	Research on the groundwater fauna of Spain	COMMUNITY	NOTENBOOM J|MEIJERS C		Collecte créée suite à introduction lot matériel externe de litérature	1983-10-25	NOTENBOOM J|MEIJERS C					1983-10-25	HENRY J P|MAGNIEZ G	Morphologie	Proasellus ortizi	Portizi				Arthropoda	Malacostraca	Isopoda	Asellidae	Proasellus		ortizi		Species	accepted	Henry & Magniez, 1992	Proasellus ortizi Henry & Magniez, 1992			PROASELLUS_ORTIZI|TRUEBASP_198310	Literature	MALARD F	Plusierus dizaines d'individus (11-100)		23 juv	Henry J.-P., Magniez G. 1992. Isopodes aselloides stygobies d Espagne recoltes par J. Notenboom et I. Meijers, III Le genre Proasellus: Especes oculees ou microphtalmes. Bijdragen tot de Dierkunde, 62(1), 137-154.	Vestigial eyes	Vestigial pigmentation							
1581	World Asellidae Database	Saclier et al. 2023. The World Asellidae database and phylogeny: a collaborative backbone resource for comparative studies of subterranean life evolution. Molecular Ecology Resources, in press.	See https://gotit.univ-lyon1.fr	Florian Malard	MANANTIAL DE QUINTANILLA DE VALDEBODRES	VALDEBOD	42,99062	-3,66862	0,001	Georeferenced at site location	Decimal degrees WGS84	703	703	SPAIN		MERINDAD DE SOTOSCUEVA	BURGOS	ZONE HYPORHEIQUE	ZONE HYPORHEIQUE		VALDEBOD_198404	Biotic sampling	1984-04-07			SONDAGE BOU ROUCH	FORMOL	Research on the groundwater fauna of Spain	COMMUNITY	NOTENBOOM J|MEIJERS C		Codes originaux_84-4/11	1984-04-07	NOTENBOOM J|MEIJERS C					1992	HENRY J P|MAGNIEZ G	Morphologie	Proasellus ortizi	Portizi				Arthropoda	Malacostraca	Isopoda	Asellidae	Proasellus		ortizi		Species	accepted	Henry & Magniez, 1992	Proasellus ortizi Henry & Magniez, 1992			PROASELLUS_ORTIZI|VALDEBOD_198404	Literature	MALARD F	Quelques individus (1-5)		1 male 1 femelle quelques juveniles	Henry J.-P., Magniez G. 1992. Isopodes aselloides stygobies d Espagne recoltes par J. Notenboom et I. Meijers, III Le genre Proasellus: Especes oculees ou microphtalmes. Bijdragen tot de Dierkunde, 62(1), 137-154.	Oculated	Pigmented							
1582	World Asellidae Database	Saclier et al. 2023. The World Asellidae database and phylogeny: a collaborative backbone resource for comparative studies of subterranean life evolution. Molecular Ecology Resources, in press.	See https://gotit.univ-lyon1.fr	Florian Malard	MANANTIAL DE QUINTANILLA DE VALDEBODRES	VALDEBSP	42,99062	-3,66862	0,001	Georeferenced at site location	Decimal degrees WGS84	700	700	SPAIN		QUINTANILLA VALDEBODRES	BURGOS	EAU DOUCE SOUTERRAINE	SOURCE		VALDEBSP_198404	Biotic sampling	1984-04-07			SONDAGE BOU ROUCH	FORMOL	Research on the groundwater fauna of Spain	COMMUNITY	NOTENBOOM J|MEIJERS C		Collecte créée suite à introduction lot matériel externe de litérature	1984-04-07	NOTENBOOM J|MEIJERS C					1984-04-07	HENRY J P|MAGNIEZ G	Morphologie	Proasellus ortizi	Portizi				Arthropoda	Malacostraca	Isopoda	Asellidae	Proasellus		ortizi		Species	accepted	Henry & Magniez, 1992	Proasellus ortizi Henry & Magniez, 1992			PROASELLUS_ORTIZI|VALDEBSP_198404	Literature	MALARD F	Quelques individus (1-5)		1 m 1 f qq juv	Henry J.-P., Magniez G. 1992. Isopodes aselloides stygobies d Espagne recoltes par J. Notenboom et I. Meijers, III Le genre Proasellus: Especes oculees ou microphtalmes. Bijdragen tot de Dierkunde, 62(1), 137-154.	Vestigial eyes	Vestigial pigmentation							
1583	World Asellidae Database	Saclier et al. 2023. The World Asellidae database and phylogeny: a collaborative backbone resource for comparative studies of subterranean life evolution. Molecular Ecology Resources, in press.	See https://gotit.univ-lyon1.fr	Florian Malard	CUEVA DE LA FUENTE DE QUINTANA LA PEREDA	QUINTANA	43,40031	-4,7712	0,001	Georeferenced at site location	Decimal degrees WGS84	49	49	SPAIN		LLANES	OVIEDO	ZONE NON SATUREE KARSTIQUE	GROTTE		QUINTANA_200906	Biotic sampling	2005-06-09			SURBER	ALCOOL	Disentangling evolutionary and ecological processes shaping patterns of groundwater biodiversity	PROASELLUS_OVIEDENSIS	DOUADY C|MALARD F|MORVAN C		Avant code Proasellus oviedensis cf.	2005-06-09	DOUADY C|MALARD F|MORVAN C					01/01/2010	MALARD F|MORVAN C	Morphologie	Proasellus oviedensis	Poviedensis				Arthropoda	Malacostraca	Isopoda	Asellidae	Proasellus		oviedensis		Species	accepted	Henry & Magniez, 2003	Proasellus oviedensis Henry & Magniez, 2003		Proasellus oviedensis_110	PROASELLUS_OVIEDENSIS|QUINTANA_200906	Preserved specimen	MALARD F		1	Avant code Proasellus oviedensis cf.		Eyeless	Unpigmented					UCBLZ collections: Zoological Collections of University Claude Bernard Lyon 1	https://gotit.univ-lyon1.fr/en/	The World Asellidae Database
1584	World Asellidae Database	Saclier et al. 2023. The World Asellidae database and phylogeny: a collaborative backbone resource for comparative studies of subterranean life evolution. Molecular Ecology Resources, in press.	See https://gotit.univ-lyon1.fr	Florian Malard	CUEVA DE LA FUENTE DE QUINTANA LA PEREDA	QUINTANA	43,40031	-4,7712	0,001	Georeferenced at site location	Decimal degrees WGS84	49	49	SPAIN		LLANES	OVIEDO	ZONE NON SATUREE KARSTIQUE	GROTTE		QUINTANA_201811	Biotic sampling	2018-11-02		45	SURBER	ALCOOL	Integrative study of convergent genomic evolution across three animal groups	PROASELLUS_OVIEDENSIS	SACLIER N|DOUADY C|MALARD F			2018-11-02	SACLIER N|DOUADY C|MALARD F		14,1	446		2019-08-01	MALARD F	Morphologie	Proasellus oviedensis	Poviedensis				Arthropoda	Malacostraca	Isopoda	Asellidae	Proasellus		oviedensis		Species	accepted	Henry & Magniez, 2003	Proasellus oviedensis Henry & Magniez, 2003			PROASELLUS_OVIEDENSIS|QUINTANA_201811	Preserved specimen	MALARD F		9	Contenu du lot modifie par C Issartel le 15012021		Eyeless	Unpigmented					UCBLZ collections: Zoological Collections of University Claude Bernard Lyon 1	https://gotit.univ-lyon1.fr/en/	The World Asellidae Database
1585	World Asellidae Database	Saclier et al. 2023. The World Asellidae database and phylogeny: a collaborative backbone resource for comparative studies of subterranean life evolution. Molecular Ecology Resources, in press.	See https://gotit.univ-lyon1.fr	Florian Malard	CUEVA DE LA FUENTE DE QUINTANA LA PEREDA	QUINTANA	43,40031	-4,7712	0,001	Georeferenced at site location	Decimal degrees WGS84	49	49	SPAIN		LLANES	OVIEDO	ZONE NON SATUREE KARSTIQUE	GROTTE		QUINTANA_198402	Biotic sampling	1984-02-16			SURBER|A VUE	FORMOL	Research on the groundwater fauna of Spain	COMMUNITY	NOTENBOOM J|MEIJERS C		Collecte créée suite à introduction lot matériel externe de litérature	1984-02-16	NOTENBOOM J|MEIJERS C					1984-02-16	HENRY J P|MAGNIEZ G	Morphologie	Proasellus oviedensis	Poviedensis				Arthropoda	Malacostraca	Isopoda	Asellidae	Proasellus		oviedensis		Species	accepted	Henry & Magniez, 2003	Proasellus oviedensis Henry & Magniez, 2003			PROASELLUS_OVIEDENSIS|QUINTANA_198402	Literature	MALARD F	Plusierus dizaines d'individus (11-100)		2M 10J	Henry J.-P., Magniez G. 2003. Isopodes aselloides stygobies d Espagne, III - Le genre Proasellus: B - Especes anophtalmes. Beaufortia, 53(6), 129-158.	Eyeless	Unpigmented							
1586	World Asellidae Database	Saclier et al. 2023. The World Asellidae database and phylogeny: a collaborative backbone resource for comparative studies of subterranean life evolution. Molecular Ecology Resources, in press.	See https://gotit.univ-lyon1.fr	Florian Malard	STOBE JAMA ROZANEC	STOBE	45,60372	15,17089	0,001	Georeferenced at site location	Decimal degrees WGS84	171	171	SLOVENIA		CRNOMELJ	CRNOMELJ	ZONE SATUREE KARSTIQUE	GROTTE		STOBE_201405	Biotic sampling	2014-05-09			A VUE	ALCOOL|CRYOCONSERVATION	Continental patterns and drivers of species and cryptic diversity in groundwater	PROASELLUS	DOUADY C|EME D|MALARD F		Transcriptome	2014-05-09	DOUADY C|EME D|MALARD F					01/09/2014	MALARD F	Morphologie	Proasellus parvulus	Pparvulus				Arthropoda	Malacostraca	Isopoda	Asellidae	Proasellus		parvulus		Species	accepted	(Sket, 1960)	Proasellus parvulus (Sket, 1960)			PROASELLUS_PARVULUS|STOBE_201405	Preserved specimen	MALARD F		24	Transcriptome		Eyeless	Unpigmented					UCBLZ collections: Zoological Collections of University Claude Bernard Lyon 1	https://gotit.univ-lyon1.fr/en/	The World Asellidae Database
1587	World Asellidae Database	Saclier et al. 2023. The World Asellidae database and phylogeny: a collaborative backbone resource for comparative studies of subterranean life evolution. Molecular Ecology Resources, in press.	See https://gotit.univ-lyon1.fr	Florian Malard	SOURCE OTOVEC OTOVEC	OTOVEC	45,59231	15,1669	0,001	Georeferenced at site location	Decimal degrees WGS84	162	162	SLOVENIA		CRNOMELJ	CRNOMELJ	ZONE NON SATUREE KARSTIQUE	SOURCE		OTOVEC_201009	Biotic sampling	2010-09-05			SONDAGE BOU ROUCH|SURBER	ALCOOL	Disentangling evolutionary and ecological processes shaping patterns of groundwater biodiversity	ASELLIDAE|STENASELLIDAE	DOUADY C|MALARD F|MORVAN C|TURJAK M			2010-09-05	DOUADY C|MALARD F|MORVAN C|TURJAK M					01/11/2010	MALARD F	Morphologie	Proasellus parvulus	Pparvulus				Arthropoda	Malacostraca	Isopoda	Asellidae	Proasellus		parvulus		Species	accepted	(Sket, 1960)	Proasellus parvulus (Sket, 1960)		Proasellus parvulus_228	PROASELLUS_PARVULUS|OTOVEC_201009	Preserved specimen	MALARD F		52	LES 4 BPV POURRAIENT CONTENIR DES BOV		Eyeless	Unpigmented					UCBLZ collections: Zoological Collections of University Claude Bernard Lyon 1	https://gotit.univ-lyon1.fr/en/	The World Asellidae Database
1588	World Asellidae Database	Saclier et al. 2023. The World Asellidae database and phylogeny: a collaborative backbone resource for comparative studies of subterranean life evolution. Molecular Ecology Resources, in press.	See https://gotit.univ-lyon1.fr	Florian Malard	STOBE JAMA ROZANEC	STOBE	45,60372	15,17089	0,001	Georeferenced at site location	Decimal degrees WGS84	171	171	SLOVENIA		CRNOMELJ	CRNOMELJ	ZONE SATUREE KARSTIQUE	GROTTE		STOBE_201009	Biotic sampling	2010-09-05			A VUE	ALCOOL	Disentangling evolutionary and ecological processes shaping patterns of groundwater biodiversity	PROASELLUS_PARVULUS	DOUADY C|MALARD F|MORVAN C|TURJAK M			2010-09-05	DOUADY C|MALARD F|MORVAN C|TURJAK M					01/11/2010	MALARD F	Morphologie	Proasellus parvulus	Pparvulus				Arthropoda	Malacostraca	Isopoda	Asellidae	Proasellus		parvulus		Species	accepted	(Sket, 1960)	Proasellus parvulus (Sket, 1960)		Proasellus parvulus_228	PROASELLUS_PARVULUS|STOBE_201009	Preserved specimen	MALARD F		35	12. A.A. A1=7M. B.B. B1=9F B1ov,B2ov,B3ov=1Fovigère/tube Contenu du lot modifie par C Issartel le 01072020		Eyeless	Unpigmented					UCBLZ collections: Zoological Collections of University Claude Bernard Lyon 1	https://gotit.univ-lyon1.fr/en/	The World Asellidae Database
