Data_Set	Person_DataEntry	Site_replicate	site_code	site_name	latitude	longitude	coord_precision	altitude	country	locality	site_comments	sampling_date	sampling_participants	sampling_methods	sampling_fixatives	sampling_target	habitat	access_points	sampling_comments	sampling_id	taxon_name	unclassified	taxon_rank	family	genus	specific_epithet	Subspecies	tax_id_confer	tax_id_addendum	identified_on_date	identified_by	verbatim_identification	specimen_quantity	content_description	type_status	occurrence_comments	occurrence_id	data_repository	collection	pub_DOI	pub_authors	pub_year	pub_title	pub_journal	pub_verbatim	gene	seq_specimen_identifier	accession_number	MOTU	sequence_id	seq_comments	
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	20		KRITZENWE - Kritzendorf - KGW	48,3399534555959	16,308092247879	<100m		AT		Precision Precise Province: Niederösterreich	2023					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				STYA1435	OnlineDatabase_WorldAsellidaeDatabase	Pslavus_KRITZENWE_202300_OQ538428_13|NCBI												GenBank_Accession_OQ538428(CO1)	
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Tobias Gall-Andreici	21		LAHAU - Lobau (Austria: Vienne) - A89	48,1843	16,5224	<100m		AT		Precision Precise Province: Wien	14/03/2007					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				STYA1357	Literature	WorldAsellidaeDatabase_PROASELLUS_SP|LAHAU_200703	10.1093/sysbio/syt015		2013			Morvan C, Malard F, Paradis E, Lefébure T, Konecny-Dupré L, Douady CJ (2013) Timetree of Aselloidea Reveals Species Diversification Dynamics in Groundwater. Systematic Biology 62: 512–522. https://doi.org/10.1093/sysbio/syt015 						GenBank_Accession_JQ921393(CO1)_KC610201(16S)_KC610392(28S)	
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Tobias Gall-Andreici	21		LAHAU - Lobau (Austria: Vienne) - A89	48,1843	16,5224	<100m		AT		Precision Precise Province: Wien	14/03/2007					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				STYA1358	Literature	WorldAsellidaeDatabase_PROASELLUS_SP|LAHAU_200703	10.1093/sysbio/syt015		2013			Morvan C, Malard F, Paradis E, Lefébure T, Konecny-Dupré L, Douady CJ (2013) Timetree of Aselloidea Reveals Species Diversification Dynamics in Groundwater. Systematic Biology 62: 512–522. https://doi.org/10.1093/sysbio/syt015 						GenBank_Accession_JQ921394(CO1)_KC610202(16S)_KC610393(28S)	
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	21		LAHAU - Lobau (Austria: Vienne) - A89	48,1843	16,5224	<100m		AT		Precision Precise Province: Wien	14/03/2007					Aquatic, Freshwater, Subsurface, Aquifer	Well	Two individuals from this sampling event were sequenced, these are the rest.		Proasellus slavus 		Species	Asellidae	Proasellus	slavus							8				STYA1426	OnlineDatabase_WorldAsellidaeDatabase	PROASELLUS_SP|LAHAU_200703													
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	21		LAHAU - Lobau (Austria: Vienne) - A89	48,1843	16,5224	<100m		AT		Precision Precise Province: Wien	08/09/1997					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.							1				STYA1427	OnlineDatabase_WorldAsellidaeDatabase	PROASELLUS_SP|LAHAU_199709													
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Lichtentaler_Park - 145 - A_145	48,2263970569732	16,3586270111487	<100m		AT		Precision Precise Province: Wien	29/09/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				HBTC0376	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny			LNZ2 - Lunz am See - Saegewerk	47,8499398	15,0718259	<100m		AT		Precision Precise Province: Niederösterreich	2024					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.							4				STYA1464	Project: Stygofauna Austriaca - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny			LOBAU - A96	48,18333	16,51667	<100m		AT		Precision Precise Province: Wien	20/10/2002					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.							1				STYA1433	OnlineDatabase_WorldAsellidaeDatabase	PROASELLUS_SP|LOBAUA96_200210													
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	22		Lobau (Austria: Vienne) - A89	48,1843	16,5224	<100m		AT		Precision Precise Province: Wien	20/10/2002					Aquatic, Freshwater, Subsurface, Aquifer	Well	Collector: Pospisil P.		Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali							1				STYA1446	OnlineDatabase_WorldAsellidaeDatabase	PROASELLUS_STROUHALI|LAHAU_200210													
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	22		Lobau (Austria: Vienne) - A89	48,1843	16,5224	<100m		AT		Precision Precise Province: Wien	14/03/2007					Aquatic, Freshwater, Subsurface, Aquifer	Well	Collector: Danielopol D.		Proasellus slavus 		Species	Asellidae	Proasellus	slavus							10				STYA1447	OnlineDatabase_WorldAsellidaeDatabase	PROASELLUS_SLAVUS|LAHAU_200703													
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	23		Lobau A	48,1634999302166	16,5456993455426	<1km		AT		Precision Set close to Lobau A Province: Wien Lobau A is a small area of shallow groundwater wells (0-2m) of roughly 30m^2, located in the Eberschüttwasser						Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic zone			Proasellus slavus vindobonensis		Subspecies	Asellidae	Proasellus	slavus	vindobonensis										STYA1372	Literature		https://doi.org/10.1080/03680770.1983.11897571		1984			Danielopol DL (1984) Ecological investigations on the alluvial sediments of the Danube in the Vienna area — a phreatobiological project. SIL Proceedings, 1922-2010 22: 1755–1761. https://doi.org/10.1080/03680770.1983.11897571							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	23		Lobau A	48,1634999302166	16,5456993455426	<1km		AT		Precision Set close to Lobau A Province: Wien Lobau A is a small area of shallow groundwater wells (0-2m) of roughly 30m^2, located in the Eberschüttwasser						Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic zone			Proasellus slavus vindobonensis		Subspecies	Asellidae	Proasellus	slavus	vindobonensis										STYA1373	Literature		https://doi.org/10.1023/a:1012098706986		2001			Danielopol DL, Pospisil P (2001) Hidden biodiversity in the groundwater of the Danube flood plain national park (Austria). Biodiversity and Conservation 10: 1711–1721.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	23		Lobau A	48,1634999302166	16,5456993455426	<1km		AT		Precision Set close to Lobau A area (center) Province: Wien Lobau A is a small area of shallow groundwater wells (0-2m) of roughly 30m^2, located in the Eberschüttwasser						Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic zone			Proasellus slavus vindobonensis		Subspecies	Asellidae	Proasellus	slavus	vindobonensis										STYA1380	Literature			Pospisil P	1994	The groundwater fauna of a Danube aquifer in the ‘Lobau’ wetland in Vienna, Austria.	Groundwater Ecology, Academic Press	Pospisil P (1994) The groundwater fauna of a Danube aquifer in the ‘Lobau’ wetland in Vienna, Austria. In: Gibert J, Danielopol D L, Stanford J, Groundwater Ecology, Academic Press, 217–243							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	24		Lobau B	48,1608731576482	16,5396170488721	<1km		AT		Precision Set close to Lobau B Province: Wien Lobau B is an area of groundwater wells of roughly 1200m^2 west of the Eberschüttwasser. The area is very diverse with considerable distance to the next surface water (20 -100m)						Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus vindobonensis		Subspecies	Asellidae	Proasellus	slavus	vindobonensis										STYA1374	Literature		https://doi.org/10.1023/a:1012098706986		2001			Danielopol DL, Pospisil P (2001) Hidden biodiversity in the groundwater of the Danube flood plain national park (Austria). Biodiversity and Conservation 10: 1711–1721.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	24		Lobau B	48,1608731576482	16,5396170488721	<1km		AT		Precision Set close to Lobau B area (center) Province: Wien Lobau B is an area of groundwater wells of roughly 1200m^2 west of the Eberschüttwasser. The area is very diverse with considerable distance to the next surface water (20 -100m)						Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus vindobonensis		Subspecies	Asellidae	Proasellus	slavus	vindobonensis										STYA1381	Literature			Pospisil P	1994	The groundwater fauna of a Danube aquifer in the ‘Lobau’ wetland in Vienna, Austria.	Groundwater Ecology, Academic Press	Pospisil P (1994) The groundwater fauna of a Danube aquifer in the ‘Lobau’ wetland in Vienna, Austria. In: Gibert J, Danielopol D L, Stanford J, Groundwater Ecology, Academic Press, 217–243							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	25		Lobau C	48,1642007717106	16,5456955514035	<1km		AT		Precision Set close to Lobau C Province: Wien Lobau C is an area of groundwater wells (0-12m) of roughly 320 m^2 north east of the Eberschüttwasser, with some wells located inside the reefbelt						Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus vindobonensis		Subspecies	Asellidae	Proasellus	slavus	vindobonensis										STYA1375	Literature		https://doi.org/10.1023/a:1012098706986		2001			Danielopol DL, Pospisil P (2001) Hidden biodiversity in the groundwater of the Danube flood plain national park (Austria). Biodiversity and Conservation 10: 1711–1721.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	25		Lobau C	48,1642007717106	16,5456955514035	<1km		AT		Precision Set close to Lobau C Province: Wien Lobau C is an area of groundwater wells (0-12m) of roughly 320 m^2 north east of the Eberschüttwasser, with some wells located inside the reefbelt						Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali										Originally recorded as P. strouhali strouhali.	STYA1377	Literature		https://doi.org/10.1023/a:1012098706986		2001			Danielopol DL, Pospisil P (2001) Hidden biodiversity in the groundwater of the Danube flood plain national park (Austria). Biodiversity and Conservation 10: 1711–1721.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	25		Lobau C	48,1642007717106	16,5456955514035	<1km		AT		Precision Set close to Lobau C area (center) Province: Wien Lobau C is an area of groundwater wells (0-12m) of roughly 320 m^2 north east of the Eberschüttwasser, with some wells located inside the reefbelt						Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus vindobonensis		Subspecies	Asellidae	Proasellus	slavus	vindobonensis										STYA1382	Literature			Pospisil P	1994	The groundwater fauna of a Danube aquifer in the ‘Lobau’ wetland in Vienna, Austria.	Groundwater Ecology, Academic Press	Pospisil P (1994) The groundwater fauna of a Danube aquifer in the ‘Lobau’ wetland in Vienna, Austria. In: Gibert J, Danielopol D L, Stanford J, Groundwater Ecology, Academic Press, 217–243							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	25		Lobau C	48,1642007717106	16,5456955514035	<1km		AT		Precision Set close to Lobau C area (center) Province: Wien Lobau C is an area of groundwater wells (0-12m) of roughly 320 m^2 north east of the Eberschüttwasser, with some wells located inside the reefbelt						Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali											STYA1383	Literature			Pospisil P	1994	The groundwater fauna of a Danube aquifer in the ‘Lobau’ wetland in Vienna, Austria.	Groundwater Ecology, Academic Press	Pospisil P (1994) The groundwater fauna of a Danube aquifer in the ‘Lobau’ wetland in Vienna, Austria. In: Gibert J, Danielopol D L, Stanford J, Groundwater Ecology, Academic Press, 217–243							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Lobau_Wolfsboden - 154 - S_154	48,1955382698286	16,5160543085103	<100m		AT		Precision Precise Province: Wien	21/03/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							2				HBTC0421	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	26		LOBAUWET - Lobau	48,1737	16,54488	<100m		AT		Precision Precise Province: Wien	2023					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				STYA1436	OnlineDatabase_WorldAsellidaeDatabase	Pslavus_LOBAUWET_202300_OQ538425_No53|NCBI												GenBank_Accession_OQ538425(CO1)	
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	26		LOBAUWET - Lobau	48,1737	16,54488	<100m		AT		Precision Precise Province: Wien	2023					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				STYA1437	OnlineDatabase_WorldAsellidaeDatabase	Pslavus_LOBAUWET_202300_OQ538426_No55|NCBI												GenBank_Accession_OQ538426(CO1)	
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	27		LS1/OL19 - LSMC	48,1912314	16,490811	<100m		AT		Precision Precise Province: Wien	28/03/2024					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.							1				STYA1484	Project: Stygofauna Austriaca - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	27		LS1/OL19 - LSMC	48,1912314	16,490811	<100m		AT		Precision Precise Province: Wien	2024					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.							1				STYA1485	Project: Stygofauna Austriaca - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny			LS2/OL99	48,190487	16,487003	<100m		AT		Precision Precise Province: Wien	29/05/2024					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.							1				STYA1483	Project: Stygofauna Austriaca - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			LSKEneu_1 - 172 - S_172	48,1361815691235	16,4029234725552	<100m		AT		Precision Precise Province: Wien	28/03/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							2				HBTC0423	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			LSKEneu_3 - 143 - A_143	48,1385818378076	16,3878454867792	<100m		AT		Precision Precise Province: Wien	27/10/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							4				HBTC0375	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			LSKEneu_3 - 143 - S_143	48,1385818378076	16,3878454867792	<100m		AT		Precision Precise Province: Wien	28/03/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							7				HBTC0415	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits			LST3	48,164219603517	16,545683999711	<100m		AT		Precision Precise Province: Wien Grundwaserkurs: Geodata from Lobau Messstellen Database	14/02/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				STYA1393	Andreas Fuchs Personal Data														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny			Lunz am See - Biologische Station	47,85335	15,06533	<100m		AT		Precision Precise Province: Niederösterreich	13/11/2024					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				STYA1503	Project: Stygofauna Austriaca - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny			MAG92 - Marchfeld, Untersiebenbrunn	48,25873	16,78913	<100m		AT		Precision Precise Province: Niederösterreich	27/04/2024					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				STYA1495	Project: Stygofauna Austriaca - University of Vienna														
