row_number	site_code	site_name	latitude	longitude	coord_precision	altitude	country	locality	site_comments	sampling_date	sampling_participants	sampling_methods	sampling_fixatives	sampling_target	habitat	access_points	sampling_comments	sampling_id	taxon_name	unclassified	taxon_rank	family	genus	specific_epithet	tax_id_confer	tax_id_addendum	identified_on_date	identified_by	specimen_quantity	content_description	type_status	occurrence_comments	occurrence_id	data_repository	collection	pub_DOI	pub_authors	pub_year	pub_title	pub_journal	pub_verbatim	gene	seq_specimen_identifier	accession_number	MOTU	sequence_id	seq_comments
7555	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Kryptonesticus eremita	NA	species	Nesticidae	Kryptonesticus	eremita	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8204	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Kryptonesticus eremita	NA	species	Nesticidae	Kryptonesticus	eremita	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9618	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Troglohyphantes giachinoi	NA	species	Linyphiidae	Troglohyphantes	giachinoi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9620	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Troglohyphantes giachinoi	NA	species	Linyphiidae	Troglohyphantes	giachinoi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9792	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Pimoa graphitica	NA	species	Pimoidae	Pimoa	graphitica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9794	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Pimoa graphitica	NA	species	Pimoidae	Pimoa	graphitica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9862	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Pimoa graphitica	NA	species	Pimoidae	Pimoa	graphitica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9863	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Pimoa graphitica	NA	species	Pimoidae	Pimoa	graphitica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11811	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Histopona leonardoi	NA	species	Agelenidae	Histopona	leonardoi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12403	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Troglohyphantes lucifer	NA	species	Linyphiidae	Troglohyphantes	lucifer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12404	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Troglohyphantes lucifer	NA	species	Linyphiidae	Troglohyphantes	lucifer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12413	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Troglohyphantes lucifer	NA	species	Linyphiidae	Troglohyphantes	lucifer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12423	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Troglohyphantes lucifer	NA	species	Linyphiidae	Troglohyphantes	lucifer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marco Isaia Collection at Dipartimento di Biologia Animale e dell’Uomo, University of Torino, Torino, Italy (CI)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12424	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Troglohyphantes lucifer	NA	species	Linyphiidae	Troglohyphantes	lucifer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marco Isaia Collection at Dipartimento di Biologia Animale e dell’Uomo, University of Torino, Torino, Italy (CI)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12445	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	NA	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Troglohyphantes lucifer	NA	species	Linyphiidae	Troglohyphantes	lucifer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15192	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Meta menardi	NA	species	Tetragnathidae	Meta	menardi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15193	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Meta menardi	NA	species	Tetragnathidae	Meta	menardi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15275	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Meta menardi	NA	species	Tetragnathidae	Meta	menardi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15495	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Meta menardi	NA	species	Tetragnathidae	Meta	menardi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16074	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Meta menardi	NA	species	Tetragnathidae	Meta	menardi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16702	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Meta menardi	NA	species	Tetragnathidae	Meta	menardi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16703	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Meta menardi	NA	species	Tetragnathidae	Meta	menardi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19939	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Metellina merianae	NA	species	Tetragnathidae	Metellina	merianae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19967	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Metellina merianae	NA	species	Tetragnathidae	Metellina	merianae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20158	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Metellina merianae	NA	species	Tetragnathidae	Metellina	merianae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20159	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Metellina merianae	NA	species	Tetragnathidae	Metellina	merianae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20160	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Metellina merianae	NA	species	Tetragnathidae	Metellina	merianae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20522	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	NA	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Metellina merianae	NA	species	Tetragnathidae	Metellina	merianae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20523	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	NA	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Metellina merianae	NA	species	Tetragnathidae	Metellina	merianae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22601	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Palliduphantes pallidus	NA	species	Linyphiidae	Palliduphantes	pallidus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22604	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Palliduphantes pallidus	NA	species	Linyphiidae	Palliduphantes	pallidus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25616	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Tegenaria silvestris	NA	species	Agelenidae	Tegenaria	silvestris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25717	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	Mezzenile	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Tegenaria silvestris	NA	species	Agelenidae	Tegenaria	silvestris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25891	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	NA	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Tegenaria silvestris	NA	species	Agelenidae	Tegenaria	silvestris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25892	NA	Borna Superiore del Pugnetto (=Creusa d’le Tampe) (Pi 1503)	45.27076	7.41033	NA	NA	ITA	NA	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Tegenaria silvestris	NA	species	Agelenidae	Tegenaria	silvestris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17451	NA	Boštonova jama	46.13606	14.68192	NA	NA	SVN	Zalog pod Sv. Trojico, Moravče	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Meta menardi	NA	species	Tetragnathidae	Meta	menardi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20728	NA	Boštonova jama	46.13606	14.68192	NA	NA	SVN	Zalog pod Sv. Trojico, Moravče	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Metellina merianae	NA	species	Tetragnathidae	Metellina	merianae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23875	NA	Boštonova jama	46.13606	14.68192	NA	NA	SVN	NA	NA	1971-05-15	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Troglohyphantes polyophthalmus	NA	species	Linyphiidae	Troglohyphantes	polyophthalmus	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23898	NA	Boštonova jama	46.13606	14.68192	NA	NA	SVN	Zalog pod Sv. Trojico, Moravče	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Troglohyphantes polyophthalmus	NA	species	Linyphiidae	Troglohyphantes	polyophthalmus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SubBioDB, managed by SubBioLab, Dept. of Biology, Biotechnical Faculty, University of Ljubljana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23906	NA	Boštonova jama	46.13606	14.68192	NA	NA	SVN	Zalog pod Sv. Trojico, Moravče	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Troglohyphantes polyophthalmus	NA	species	Linyphiidae	Troglohyphantes	polyophthalmus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23909	NA	Boštonova jama	46.13606	14.68192	NA	NA	SVN	Zalog pod Sv. Trojico, Moravče	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Troglohyphantes polyophthalmus	NA	species	Linyphiidae	Troglohyphantes	polyophthalmus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17548	NA	Bovec	46.36182	13.58865	NA	NA	SVN	Bovec	NA	NA	NA	NA	NA	NA	Terrestrial, Surface	Shallow Subterranean Habitats (SSH)	NA	NA	Meta menardi	NA	species	Tetragnathidae	Meta	menardi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17549	NA	Bovec	46.36182	13.58865	NA	NA	SVN	Bovec	NA	NA	NA	NA	NA	NA	Terrestrial, Surface	Shallow Subterranean Habitats (SSH)	NA	NA	Meta menardi	NA	species	Tetragnathidae	Meta	menardi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
