"ID","order","family","subfamily","genus","subgenus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","acceptedNameUsage","namePublishedInYear","country","Locality","locationRemarks","habitat","decimalLongitude","decimalLatitude","geodeticDatum","Easting_EPSG3035","Northing_EPSG3035","Coord.Uncertainty","Coord.Validator","associatedReferences","PublicationYear","source","researchGroup"
1,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","clandestinus","NULL","Diacyclops clandestinus","(Kiefer, 1926)","Diacyclops clandestinus (Kiefer, 1926)","1926","Albania","Mati river, Milot, Lezhës district","hyporheic","Aquifer in unconsolidated sediments:hyporeic",19.682,41.683,"EPSG: 4326",5127741.484156271,2116319.022818612,"2 km","Francesco Cerasoli","Pandourski I. (1997) Cyclopides (Crustacea Copepoda) des eaux souterraines de l'Albanie. Acta Zoologica Bulgarica, 49: 64-67",1997,"Literature: F. Stoch","NULL"
2,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","cosanus","NULL","Diacyclops cosanus","Stella & Salvatori, 1954","Diacyclops cosanus Stella & Salvatori, 1954","1954","Albania","Mati river, Milot, Lezhës district","hyporheic","Aquifer in unconsolidated sediments:hyporeic",19.682,41.683,"EPSG: 4326",5127741.484156271,2116319.022818612,"2 km","Francesco Cerasoli","Pandourski I. (1997) Cyclopides (Crustacea Copepoda) des eaux souterraines de l'Albanie. Acta Zoologica Bulgarica, 49: 64-67",1997,"Literature: F. Stoch","NULL"
3,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","paolae","NULL","Diacyclops paolae","Pesce & Galassi, 1987","Diacyclops paolae Pesce & Galassi, 1987","1987","Albania","Schkodra lake, sandy beach, 2 km drom Montenegro border","hyporheic habitat","NULL",19.358,42.221,"EPSG: 4326",5094051.129633844,2172118.471668586,"1 km","Francesco Cerasoli","Pandourski I. (1997) Cyclopides (Crustacea Copepoda) des eaux souterraines de l'Albanie. Acta Zoologica Bulgarica, 49: 64-67",1997,"Literature: F. Stoch","NULL"
4,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","sp.","NULL","Diacyclops sp. group languidoides","NULL","NULL","NULL","Albania","Schkodra lake, sandy beach, 2 km drom Montenegro border","hyporheic habitat","NULL",19.358,42.221,"EPSG: 4326",5094051.129633844,2172118.471668586,"1 km","Francesco Cerasoli","Pandourski I. (1997) Cyclopides (Crustacea Copepoda) des eaux souterraines de l'Albanie. Acta Zoologica Bulgarica, 49: 64-67",1997,"Literature: F. Stoch","NULL"
5,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","sp.","NULL","Diacyclops sp. group languidoides","NULL","NULL","NULL","Albania","Krevenices cave, Dajç village, Scutari district","cave, subterranean lakes","Karst:saturated",19.406,41.993,"EPSG: 4326",5100917.749203397,2147519.847993927,"2 km","Francesco Cerasoli","Pandourski I. (1997) Cyclopides (Crustacea Copepoda) des eaux souterraines de l'Albanie. Acta Zoologica Bulgarica, 49: 64-67",1997,"Literature: F. Stoch","NULL"
116,"Cyclopoida","Cyclopidae","Cyclopinae","Graeteriella","Graeteriella","unisetigera","NULL","Graeteriella (Graeteriella) unisetigera","(Graeter, 1908)","Graeteriella (Graeteriella) unisetigera (Graeter, 1908)","1908","Germany","Site scanned from map","NULL","NULL",7.784,48.051,"EPSG: 4326",4155735.9274095213,2773303.5421693856,"3 km","Mattia Di Cicco","Ronneberger D. (1975) Zur Kenntnis der Grundwasserfauna des Saale-Einzugsgebietes (Thuringen). Limnologica, 9(3): 323-419",1975,"Literature: F. Malard","NULL"
120,"Harpacticoida","Parastenocarididae","Parastenocaridinae","Horstkurtcaris","NULL","nolli","nolli","Horstkurtcaris nolli nolli","(Kiefer, 1938)","Horstkurtcaris nolli nolli (Kiefer, 1938)","1938","Austria","Site scanned from map","NULL","NULL",15.562,47.998,"EPSG: 4326",4735854.50706091,2780557.270047805,"3 km","Mattia Di Cicco","Ronneberger D. (1975) Zur Kenntnis der Grundwasserfauna des Saale-Einzugsgebietes (Thuringen). Limnologica, 9(3): 323-419",1975,"Literature: F. Malard","NULL"
8,"Harpacticoida","Parastenocarididae","Parastenocaridinae","Parastenocaris","NULL","sp.","NULL","Parastenocaris sp.","NULL","NULL","NULL","Albania","Mati river, Milot, Lezhës district","hyporheic habitat","Aquifer in unconsolidated sediments:hyporeic",19.682,41.683,"EPSG: 4326",5127741.484156271,2116319.022818612,"2 km","Francesco Cerasoli","Apostolov A. (2004) Harpacticoida (Crustacea: Copepoda) des eaux souterraines de l'Albanie. Historia naturalis bulgarica, 16: 69-72",2004,"Literature: D. Galassi","NULL"
9,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","gmeineri","NULL","Acanthocyclops gmeineri","Pospisil, 1989","Acanthocyclops gmeineri Pospisil, 1989","1989","Austria","Wien-Umgebung, Wien, Lobau site B","unconsolidated","Unclear",16.539,48.164,"EPSG: 4326",4806934.758475045,2804915.490623136,"0.5 km","Francesco Cerasoli","Pospisil P. (1994) The groundwater fauna of a Danube aquifer in the Lobau wetland in Vienna, Austria. In Gibert J., Danielopol D.L. and Stanford J.A. (eds), Groundwater Ecology. Academic Press, New York, 347-366",1994,"Literature: F. Stoch","NULL"
10,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","gmeineri","NULL","Acanthocyclops gmeineri","Pospisil, 1989","Acanthocyclops gmeineri Pospisil, 1989","1989","Austria","Groundwater at Regelsbrunn","Groundwater","NULL",16.781,48.111,"EPSG: 4326",4825388.179573944,2800667.5969769876,"1 km","Francesco Cerasoli","Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594",1998,"Literature: F. Stoch","NULL"
11,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","gmeineri","NULL","Acanthocyclops gmeineri","Pospisil, 1989","Acanthocyclops gmeineri Pospisil, 1989","1989","Austria","Wien, Lobau wetland","unconsolidated (phreatic)","Unclear",16.565,48.16,"EPSG: 4326",4808899.56191364,2804643.839581309,"0.5 km","Francesco Cerasoli","Pospisil P. (1999) The composition of cyclopoid assemblage in ecologically different groundwater habitats of a Danube riverine wetland in Austria. Crustaceana, 72(8): 885-892",1999,"Literature: F. Stoch","NULL"
12,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","gmeineri","NULL","Acanthocyclops gmeineri","Pospisil, 1989","Acanthocyclops gmeineri Pospisil, 1989","1989","Austria","Wien, Lobau wetland","unconsolidated (phreatic)","Unclear",16.565,48.16,"EPSG: 4326",4808899.56191364,2804643.839581309,"0.5 km","Francesco Cerasoli","Pospisil P., Danielopol D. L. (2000) Diversity of groundwater dwelling Cyclopoida (Crustacea, Copepoda) in a Danube wetland in Austria. Vie Milieu, 50(3): 137-150",2000,"Literature: F. Stoch","NULL"
13,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","gmeineri","NULL","Acanthocyclops gmeineri","Pospisil, 1989","Acanthocyclops gmeineri Pospisil, 1989","1989","Austria","Wien, Lobau wetland","unconsolidated (phreatic)","Unclear",16.565,48.16,"EPSG: 4326",4808899.56191364,2804643.839581309,"0.5 km","Francesco Cerasoli","Pospisil P. (1989) Acanthocyclops gmaineri n. sp. (Crustacea, Copepoda) aus dem Grundwasser von Wien (Osterreich): Bemerkungen zur Zoogeographie und zur Sauerstoffsituation des Grundwassers am Fundort. Zool. Anz., 223(3/4): 220-230",1989,"Literature: F. Stoch","NULL"
14,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","kieferi","NULL","Acanthocyclops kieferi","(Chappuis, 1925)","Acanthocyclops kieferi (Chappuis, 1925)","1925","Austria","Groundwater at Regelsbrunn","Groundwater","NULL",16.781,48.111,"EPSG: 4326",4825388.179573944,2800667.5969769876,"1 km","Francesco Cerasoli","Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594",1998,"Literature: F. Stoch","NULL"
15,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","kieferi","NULL","Acanthocyclops kieferi","(Chappuis, 1925)","Acanthocyclops kieferi (Chappuis, 1925)","1925","Austria","Wien, Lobau wetland","unconsolidated (phreatic)","Unclear",16.565,48.16,"EPSG: 4326",4808899.56191364,2804643.839581309,"0.5 km","Francesco Cerasoli","Pospisil P., Danielopol D. L. (2000) Diversity of groundwater dwelling Cyclopoida (Crustacea, Copepoda) in a Danube wetland in Austria. Vie Milieu, 50(3): 137-150",2000,"Literature: F. Stoch","NULL"
16,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","rhenanus","NULL","Acanthocyclops rhenanus","Kiefer, 1936","Acanthocyclops rhenanus Kiefer, 1936","1936","Austria","Wien-Umgebung, Wien, Lobau site A","unconsolidated","Unclear",16.565,48.16,"EPSG: 4326",4808899.56191364,2804643.839581309,"0.5 km","Francesco Cerasoli","Pospisil P. (1994) The groundwater fauna of a Danube aquifer in the Lobau wetland in Vienna, Austria. In Gibert J., Danielopol D.L. and Stanford J.A. (eds), Groundwater Ecology. Academic Press, New York, 347-366",1994,"Literature: F. Stoch","NULL"
17,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","rhenanus","NULL","Acanthocyclops rhenanus","Kiefer, 1936","Acanthocyclops rhenanus Kiefer, 1936","1936","Austria","Groundwater near Apetlon, Seewinkel","Groundwater","NULL",16.822,47.756,"EPSG: 4326",4831968.367876316,2761632.759457704,"5 km","Francesco Cerasoli","Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594",1998,"Literature: F. Stoch","NULL"
18,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sensitivus","NULL","Acanthocyclops sensitivus","(Graeter & Chappuis, 1914)","Acanthocyclops sensitivus (Graeter & Chappuis, 1914)","1914","Austria","Wien-Umgebung, Wien, Lobau site B","unconsolidated","Unclear",16.539,48.164,"EPSG: 4326",4806934.758475045,2804915.490623136,"0.5 km","Francesco Cerasoli","Pospisil P. (1994) The groundwater fauna of a Danube aquifer in the Lobau wetland in Vienna, Austria. In Gibert J., Danielopol D.L. and Stanford J.A. (eds), Groundwater Ecology. Academic Press, New York, 347-366",1994,"Literature: F. Stoch","NULL"
19,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sensitivus","NULL","Acanthocyclops sensitivus","(Graeter & Chappuis, 1914)","Acanthocyclops sensitivus (Graeter & Chappuis, 1914)","1914","Austria","Wien-Umgebung, Wien, Lobau site C","unconsolidated","Unclear",16.565,48.16,"EPSG: 4326",4808899.56191364,2804643.839581309,"0.5 km","Francesco Cerasoli","Pospisil P. (1994) The groundwater fauna of a Danube aquifer in the Lobau wetland in Vienna, Austria. In Gibert J., Danielopol D.L. and Stanford J.A. (eds), Groundwater Ecology. Academic Press, New York, 347-366",1994,"Literature: F. Stoch","NULL"
20,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sensitivus","NULL","Acanthocyclops sensitivus","(Graeter & Chappuis, 1914)","Acanthocyclops sensitivus (Graeter & Chappuis, 1914)","1914","Austria","S. Peilsteiner Straße 13, Salzburg","Well","NULL",13.023,47.816,"EPSG: 4326",4547454.144420228,2749339.557103742,"0.1 km","Francesco Cerasoli","Priesel-Dichtl G. (1959) Die Grundwasserfauna im Salzburger Becken und im anschliessenden Alpenvorlans. Arch. Hydrobiol., 55(3): 281-370",1959,"Literature: F. Stoch","NULL"
21,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sensitivus","NULL","Acanthocyclops sensitivus","(Graeter & Chappuis, 1914)","Acanthocyclops sensitivus (Graeter & Chappuis, 1914)","1914","Austria","Wien-Umgebung, Wien, Lobau site A","unconsolidated","Unclear",16.565,48.16,"EPSG: 4326",4808899.56191364,2804643.839581309,"0.5 km","Francesco Cerasoli","Pospisil P. (1994) The groundwater fauna of a Danube aquifer in the Lobau wetland in Vienna, Austria. In Gibert J., Danielopol D.L. and Stanford J.A. (eds), Groundwater Ecology. Academic Press, New York, 347-366",1994,"Literature: F. Stoch","NULL"
22,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sensitivus","NULL","Acanthocyclops sensitivus","(Graeter & Chappuis, 1914)","Acanthocyclops sensitivus (Graeter & Chappuis, 1914)","1914","Austria","Taugl Valley","unconsolidated (phreatic)","Aquifer in unconsolidated sediments:saturated",13.139,47.661,"EPSG: 4326",4556848.09380932,2732490.800589226,"Catchment","Francesco Cerasoli","Pospisil P. (1999) Acanthocyclops sensitivus (Graeter & Chappuis, 1914) (Copepoda, Cyclopoida) in Austria. Annls. Limnol., 35(1): 49-55",1999,"Literature: F. Stoch","NULL"
23,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sensitivus","NULL","Acanthocyclops sensitivus","(Graeter & Chappuis, 1914)","Acanthocyclops sensitivus (Graeter & Chappuis, 1914)","1914","Austria","Groundwater  of  Salzburg  basin,  Lower  Alp","Groundwater","NULL",12.993,47.945,"EPSG: 4326",4544643.746624755,2763573.851692629,"20 km","Francesco Cerasoli","Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594",1998,"Literature: F. Stoch","NULL"
24,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sensitivus","NULL","Acanthocyclops sensitivus","(Graeter & Chappuis, 1914)","Acanthocyclops sensitivus (Graeter & Chappuis, 1914)","1914","Austria","Hyporrehal of Lech river, Tyrol","Hyporheic","Aquifer in unconsolidated sediments:hyporeic",10.144,47.211,"EPSG: 4326",4331917.404742565,2677502.350619034,"Catchment","Francesco Cerasoli","Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594",1998,"Literature: F. Stoch","NULL"
25,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sensitivus","NULL","Acanthocyclops sensitivus","(Graeter & Chappuis, 1914)","Acanthocyclops sensitivus (Graeter & Chappuis, 1914)","1914","Austria","Danube backwaters between Greifenstein and Wien","Hyporheic","Aquifer in unconsolidated sediments:hyporeic",16.331,48.33,"EPSG: 4326",4789979.8379741665,2821963.2569231293,"5 km","Francesco Cerasoli","Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594",1998,"Literature: F. Stoch","NULL"
26,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sensitivus","NULL","Acanthocyclops sensitivus","(Graeter & Chappuis, 1914)","Acanthocyclops sensitivus (Graeter & Chappuis, 1914)","1914","Austria","Maria Grün, Prater, Wien","Well","NULL",16.441,48.195,"EPSG: 4326",4799380.690061345,2807710.008439307,"1 km","Francesco Cerasoli","Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594",1998,"Literature: F. Stoch","NULL"
27,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sensitivus","NULL","Acanthocyclops sensitivus","(Graeter & Chappuis, 1914)","Acanthocyclops sensitivus (Graeter & Chappuis, 1914)","1914","Austria","Lauterach, Bregenz district","Well","NULL",9.731,47.474,"EPSG: 4326",4300708.545908324,2706746.7223274335,"2 km","Francesco Cerasoli","Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594",1998,"Literature: F. Stoch","NULL"
28,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sensitivus","NULL","Acanthocyclops sensitivus","(Graeter & Chappuis, 1914)","Acanthocyclops sensitivus (Graeter & Chappuis, 1914)","1914","Austria","Regelsbrunn","unconsolidated (phreatic)","Aquifer in unconsolidated sediments:saturated",16.781,48.111,"EPSG: 4326",4825388.179573944,2800667.5969769876,"1 km","Francesco Cerasoli","Pospisil P. (1999) Acanthocyclops sensitivus (Graeter & Chappuis, 1914) (Copepoda, Cyclopoida) in Austria. Annls. Limnol., 35(1): 49-55",1999,"Literature: F. Stoch","NULL"
29,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sensitivus","NULL","Acanthocyclops sensitivus","(Graeter & Chappuis, 1914)","Acanthocyclops sensitivus (Graeter & Chappuis, 1914)","1914","Austria","Lengfelden village, Salzburg district","unconsolidated (phreatic)","Aquifer in unconsolidated sediments:saturated",13.047,47.846,"EPSG: 4326",4549117.259972777,2752744.7536971597,"0.5 km","Francesco Cerasoli","Pospisil P. (1999) Acanthocyclops sensitivus (Graeter & Chappuis, 1914) (Copepoda, Cyclopoida) in Austria. Annls. Limnol., 35(1): 49-55",1999,"Literature: F. Stoch","NULL"
30,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sensitivus","NULL","Acanthocyclops sensitivus","(Graeter & Chappuis, 1914)","Acanthocyclops sensitivus (Graeter & Chappuis, 1914)","1914","Austria","Mondsee, Vöcklabruck district","unconsolidated (phreatic)","Aquifer in unconsolidated sediments:saturated",13.343,47.855,"EPSG: 4326",4571217.134847319,2754701.6252869545,"3 km","Francesco Cerasoli","Pospisil P. (1999) Acanthocyclops sensitivus (Graeter & Chappuis, 1914) (Copepoda, Cyclopoida) in Austria. Annls. Limnol., 35(1): 49-55",1999,"Literature: F. Stoch","NULL"
31,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sensitivus","NULL","Acanthocyclops sensitivus","(Graeter & Chappuis, 1914)","Acanthocyclops sensitivus (Graeter & Chappuis, 1914)","1914","Austria","Kleinzell, Lilienfeld district","spring","NULL",15.739,47.979,"EPSG: 4326",4749186.015862781,2779460.671321684,"1 km","Francesco Cerasoli","Pospisil P. (1999) Acanthocyclops sensitivus (Graeter & Chappuis, 1914) (Copepoda, Cyclopoida) in Austria. Annls. Limnol., 35(1): 49-55",1999,"Literature: F. Stoch","NULL"
32,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sensitivus","NULL","Acanthocyclops sensitivus","(Graeter & Chappuis, 1914)","Acanthocyclops sensitivus (Graeter & Chappuis, 1914)","1914","Austria","Lauterach, Bregenz district","Well","NULL",9.731,47.474,"EPSG: 4326",4300708.545908324,2706746.7223274335,"2 km","Francesco Cerasoli","Priesel-Dichtl G. (1959) Die Grundwasserfauna im Salzburger Becken und im anschliessenden Alpenvorlans. Arch. Hydrobiol., 55(3): 281-370",1959,"Literature: F. Stoch","NULL"
33,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sensitivus","NULL","Acanthocyclops sensitivus","(Graeter & Chappuis, 1914)","Acanthocyclops sensitivus (Graeter & Chappuis, 1914)","1914","Austria","Lauterach, Bregenz district","well","NULL",9.731,47.474,"EPSG: 4326",4300708.545908324,2706746.7223274335,"2 km","Francesco Cerasoli","Pesta O. (1934) Eine Wiederentdeckung von Cyclops sensitivus A. Graeter et Chappuis (Copepoda Cyclopoida Subterranea). Zool. Anz., 106(5/6): 125-127",1934,"Literature: F. Stoch","NULL"
34,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sensitivus","NULL","Acanthocyclops sensitivus","(Graeter & Chappuis, 1914)","Acanthocyclops sensitivus (Graeter & Chappuis, 1914)","1914","Austria","Wien, Lobau wetland","unconsolidated (phreatic)","Unclear",16.565,48.16,"EPSG: 4326",4808899.56191364,2804643.839581309,"0.5 km","Francesco Cerasoli","Pospisil P. (1999) The composition of cyclopoid assemblage in ecologically different groundwater habitats of a Danube riverine wetland in Austria. Crustaceana, 72(8): 885-892",1999,"Literature: F. Stoch","NULL"
35,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sensitivus","NULL","Acanthocyclops sensitivus","(Graeter & Chappuis, 1914)","Acanthocyclops sensitivus (Graeter & Chappuis, 1914)","1914","Austria","Wien, Lobau wetland","unconsolidated (phreatic)","Unclear",16.565,48.16,"EPSG: 4326",4808899.56191364,2804643.839581309,"0.5 km","Francesco Cerasoli","Pospisil P., Danielopol D. L. (2000) Diversity of groundwater dwelling Cyclopoida (Crustacea, Copepoda) in a Danube wetland in Austria. Vie Milieu, 50(3): 137-150",2000,"Literature: F. Stoch","NULL"
36,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sensitivus","NULL","Acanthocyclops sensitivus","(Graeter & Chappuis, 1914)","Acanthocyclops sensitivus (Graeter & Chappuis, 1914)","1914","Austria","Maria Grün, Prater, Wien","well","NULL",16.441,48.195,"EPSG: 4326",4799380.690061345,2807710.008439307,"1 km","Francesco Cerasoli","Kiefer F. (1964) Zur Kenntnis der subterranen Copepoden (Crustacea) Österreichs. Ann. Naturhist. Mus. Wien, 67: 477-485",1964,"Literature: F. Stoch","NULL"
37,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sensitivus","NULL","Acanthocyclops sensitivus","(Graeter & Chappuis, 1914)","Acanthocyclops sensitivus (Graeter & Chappuis, 1914)","1914","Austria","Kagran, Wien","well","NULL",16.449,48.258,"EPSG: 4326",4799377.175731602,2814742.3947880818,"2 km","Francesco Cerasoli","Kiefer F. (1964) Zur Kenntnis der subterranen Copepoden (Crustacea) Österreichs. Ann. Naturhist. Mus. Wien, 67: 477-485",1964,"Literature: F. Stoch","NULL"
38,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sp.","NULL","Acanthocyclops sp. group venustus","NULL","NULL","NULL","Austria","Wien-Umgebung, Wien, Lobau site B","unconsolidated","Unclear",16.539,48.164,"EPSG: 4326",4806934.758475045,2804915.490623136,"0.5 km","Francesco Cerasoli","Pospisil P. (1994) The groundwater fauna of a Danube aquifer in the Lobau wetland in Vienna, Austria. In Gibert J., Danielopol D.L. and Stanford J.A. (eds), Groundwater Ecology. Academic Press, New York, 347-366",1994,"Literature: F. Stoch","NULL"
39,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sp.","NULL","Acanthocyclops sp. group venustus","NULL","NULL","NULL","Austria","Wien-Umgebung, Wien, Lobau site C","unconsolidated","Unclear",16.565,48.16,"EPSG: 4326",4808899.56191364,2804643.839581309,"0.5 km","Francesco Cerasoli","Pospisil P. (1994) The groundwater fauna of a Danube aquifer in the Lobau wetland in Vienna, Austria. In Gibert J., Danielopol D.L. and Stanford J.A. (eds), Groundwater Ecology. Academic Press, New York, 347-366",1994,"Literature: F. Stoch","NULL"
40,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sp.","NULL","Acanthocyclops sp. group venustus","NULL","NULL","NULL","Austria","Wien-Umgebung, Wien, Lobau site A","unconsolidated","Unclear",16.565,48.16,"EPSG: 4326",4808899.56191364,2804643.839581309,"0.5 km","Francesco Cerasoli","Pospisil P. (1994) The groundwater fauna of a Danube aquifer in the Lobau wetland in Vienna, Austria. In Gibert J., Danielopol D.L. and Stanford J.A. (eds), Groundwater Ecology. Academic Press, New York, 347-366",1994,"Literature: F. Stoch","NULL"
41,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sp.","NULL","Acanthocyclops sp. group venustus","NULL","NULL","NULL","Austria","Weidling, Klosterneuburg commune, Lower Austria","well","NULL",16.304,48.288,"EPSG: 4326",4788374.101480748,2817137.542562872,"1 km","Francesco Cerasoli","Kiefer F. (1964) Zur Kenntnis der subterranen Copepoden (Crustacea) Österreichs. Ann. Naturhist. Mus. Wien, 67: 477-485",1964,"Literature: F. Stoch","NULL"
42,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sp.","NULL","Acanthocyclops sp. group venustus","NULL","NULL","NULL","Austria","Maria Grün, Prater, Wien","well","NULL",16.441,48.195,"EPSG: 4326",4799380.690061345,2807710.008439307,"1 km","Francesco Cerasoli","Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594",1998,"Literature: F. Stoch","NULL"
43,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sp.","NULL","Acanthocyclops sp. group venustus","NULL","NULL","NULL","Austria","Weidling, Lower Austria","well","NULL",16.304,48.289,"EPSG: 4326",4788364.847934028,2817248.3619794976,"2 km","Francesco Cerasoli","Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594",1998,"Literature: F. Stoch","NULL"
44,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sp.","NULL","Acanthocyclops sp. group venustus","NULL","NULL","NULL","Austria","Kagran, Wien","well","NULL",16.449,48.258,"EPSG: 4326",4799377.175731602,2814742.3947880818,"2 km","Francesco Cerasoli","Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594",1998,"Literature: F. Stoch","NULL"
45,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sp.","NULL","Acanthocyclops sp. group venustus","NULL","NULL","NULL","Austria","Groundwater  of  Salzburg  basin,  Lower  Alp","Groundwater","NULL",12.993,47.945,"EPSG: 4326",4544643.746624755,2763573.851692629,"20 km","Francesco Cerasoli","Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594",1998,"Literature: F. Stoch","NULL"
46,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sp.","NULL","Acanthocyclops sp. group venustus","NULL","NULL","NULL","Austria","Wien, Lobau wetland","unconsolidated (phreatic)","Unclear",16.565,48.16,"EPSG: 4326",4808899.56191364,2804643.839581309,"0.5 km","Francesco Cerasoli","Pospisil P. (1999) The composition of cyclopoid assemblage in ecologically different groundwater habitats of a Danube riverine wetland in Austria. Crustaceana, 72(8): 885-892",1999,"Literature: F. Stoch","NULL"
47,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sp.","NULL","Acanthocyclops sp. group venustus","NULL","NULL","NULL","Austria","Wien, Lobau wetland","unconsolidated (phreatic)","Unclear",16.565,48.16,"EPSG: 4326",4808899.56191364,2804643.839581309,"0.5 km","Francesco Cerasoli","Pospisil P., Danielopol D. L. (2000) Diversity of groundwater dwelling Cyclopoida (Crustacea, Copepoda) in a Danube wetland in Austria. Vie Milieu, 50(3): 137-150",2000,"Literature: F. Stoch","NULL"
48,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sp.","NULL","Acanthocyclops sp. group venustus","NULL","NULL","NULL","Austria","Maria Grün, Prater, Wien","well","NULL",16.441,48.195,"EPSG: 4326",4799380.690061345,2807710.008439307,"1 km","Francesco Cerasoli","Kiefer F. (1964) Zur Kenntnis der subterranen Copepoden (Crustacea) Österreichs. Ann. Naturhist. Mus. Wien, 67: 477-485",1964,"Literature: F. Stoch","NULL"
