CollCode;AssBy;VerbLoc;LocID;Lat;Long;LatLongP;Country;CountryCod;IdenVer;Phylum;Class;Order;Family;Genus;Species;TaxRank;TaxStat;OccID;BasRec;RefBy
World Asellidae Database;Florian Malard;PLANINA CAVE PIVKA CHANNEL;PIVKACAV;45.819984;14.245817;0.001;SLOVENIA;;Asellus (Asellus) aquaticus cavernicolus;Arthropoda;Malacostraca;Isopoda;Asellidae;Asellus;aquaticus;Subspecies;accepted;ASELLUS_AQUATICUS_CAVERNICOLUS|PIVKACAV_199302;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;RAK CHANNEL, PLANINA CAVE, PLANINA, SI;PLANINS2;45.816;14.244;NA;SLOVENIA;;Asellus (Asellus) aquaticus cavernicolus;Arthropoda;Malacostraca;Isopoda;Asellidae;Asellus;aquaticus;Subspecies;accepted;ASELLUS_AQUATICUS_CAVERNICOLUS|PLANINS2_199302;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;HAGIENI SURFACE SULFUROUS SPRING. LIMESTONE PLATEAU OF SOUTHERN DOBROGOEA;HAGIENIS;43.802599;28.474663;0.001;ROMANIA;;Asellus (Asellus) aquaticus infernus;Arthropoda;Malacostraca;Isopoda;Asellidae;Asellus;aquaticus;Subspecies;accepted;ASELLUS_AQUATICUS_INFERNUS|HAGIENIS_201806;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;MOVILE CAVE. LIMESTONE PLATEAU OF SOUTHERN DOBROGOEA;MOVILECA;43.826753;28.562125;0.001;ROMANIA;;Asellus (Asellus) aquaticus infernus;Arthropoda;Malacostraca;Isopoda;Asellidae;Asellus;aquaticus;Subspecies;accepted;ASELLUS_AQUATICUS_INFERNUS|MOVILECA_201806;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;AVRAM IANCY 24;AIARCU24;43.82106;28.57394;0.001;ROMANIA;;Asellus (Asellus) aquaticus infernus;Arthropoda;Malacostraca;Isopoda;Asellidae;Asellus;aquaticus;Subspecies;accepted;ASELLUS_AQUATICUS|AIARCU24_201806;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;WELL F4. DOBROGOEA. MANGALIA. LIMESTONE PLATEAU OF SOUTHERN DOBROGOEA;DOBROWF4;43.8291;28.5299;1.000;ROMANIA;;Asellus (Asellus) aquaticus infernus;Arthropoda;Malacostraca;Isopoda;Asellidae;Asellus;aquaticus;Subspecies;accepted;ASELLUS_AQUATICUS_INFERNUS|DOBROWF4_000000;Literature;MALARD F
World Asellidae Database;Florian Malard;WELL F8. DOBROGOEA. LIMESTONE PLATEAU OF SOUTHERN DOBROGOEA;DOBROWF8;43.8265;28.5039;1.000;ROMANIA;;Asellus (Asellus) aquaticus infernus;Arthropoda;Malacostraca;Isopoda;Asellidae;Asellus;aquaticus;Subspecies;accepted;ASELLUS_AQUATICUS_INFERNUS|DOBROWF8_000000;Literature;MALARD F
World Asellidae Database;Florian Malard;HAGIENI SURFACE SULFUROUS SPRING. LIMESTONE PLATEAU OF SOUTHERN DOBROGOEA;HAGIENIS;43.802599;28.474663;0.001;ROMANIA;;Asellus (Asellus) aquaticus infernus;Arthropoda;Malacostraca;Isopoda;Asellidae;Asellus;aquaticus;Subspecies;accepted;ASELLUS_AQUATICUS_INFERNUS|HAGIENIS_000000;Literature;MALARD F
World Asellidae Database;Florian Malard;MOVILE CAVE. LIMESTONE PLATEAU OF SOUTHERN DOBROGOEA;MOVILECA;43.826753;28.562125;0.001;ROMANIA;;Asellus (Asellus) aquaticus infernus;Arthropoda;Malacostraca;Isopoda;Asellidae;Asellus;aquaticus;Subspecies;accepted;ASELLUS_AQUATICUS_INFERNUS|MOVILECA_000000;Literature;MALARD F
World Asellidae Database;Florian Malard;WELL F8. DOBROGOEA. LIMESTONE PLATEAU OF SOUTHERN DOBROGOEA;DOBROWF8;43.8265;28.5039;1.000;ROMANIA;;Asellus (Asellus) aquaticus infernus;Arthropoda;Malacostraca;Isopoda;Asellidae;Asellus;aquaticus;Subspecies;accepted;ASELLUS_AQUATICUS_INFERNUS|DOBROWF8_199404;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;ALEEA CETATII 1;CETATII1;43.81456;28.58361;0.001;ROMANIA;;Asellus (Asellus) aquaticus infernus;Arthropoda;Malacostraca;Isopoda;Asellidae;Asellus;aquaticus;Subspecies;accepted;ASELLUS_AQUATICUS_INFERNUS|CETATII1_201306;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;TREBICIANO CAVE;TREBICGR;45.685327;13.833536;0.001;ITALY;;Asellus (Asellus) kosswigi;Arthropoda;Malacostraca;Isopoda;Asellidae;Asellus;kosswigi;Species;accepted;ASELLUS_KOSSWIGI|TREBICGR_201608;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;TREBICIANO CAVE, TRIESTE, IT TREBICI1 ITALY;TREBICI1;45.673;13.825;NA;ITALY;;Asellus (Asellus) kosswigi;Arthropoda;Malacostraca;Isopoda;Asellidae;Asellus;kosswigi;Species;accepted;Aaquaticus|TREBICI1_000000_0_AY531762|NCBI;Literature;MALARD F
World Asellidae Database;Florian Malard;TREBICIANO CAVE;TREBICGR;45.685327;13.833536;0.001;ITALY;;Asellus (Asellus) kosswigi;Arthropoda;Malacostraca;Isopoda;Asellidae;Asellus;kosswigi;Species;accepted;ASELLUS_KOSSWIGI|TREBICGR_000000;Literature;MALARD F
World Asellidae Database;Florian Malard;GROTTA MERAVIGLIOSA DI LAZZARO JERKO OPICINA ITALY;MERAVIGL;45.688;13.7888;NA;ITALY;;Asellus (Asellus) kosswigi;Arthropoda;Malacostraca;Isopoda;Asellidae;Asellus;kosswigi;Species;accepted;Akosswigi|MERAVIGL_000000_0_KT364292|NCBI;Literature;MALARD F
World Asellidae Database;Florian Malard;GROTTA MERAVIGLIOSA DI LAZZARO JERKO OPICINA ITALY;MERAVIGL;45.688;13.7888;NA;ITALY;;Asellus (Asellus) kosswigi;Arthropoda;Malacostraca;Isopoda;Asellidae;Asellus;kosswigi;Species;accepted;Akosswigi|MERAVIGL_000000_0_KT364293|NCBI;Literature;MALARD F
World Asellidae Database;Florian Malard;GROTTA MERAVIGLIOSA DI LAZZARO JERKO OPICINA ITALY;MERAVIGL;45.688;13.7888;NA;ITALY;;Asellus (Asellus) kosswigi;Arthropoda;Malacostraca;Isopoda;Asellidae;Asellus;kosswigi;Species;accepted;Akosswigi|MERAVIGL_000000_0_KT364294|NCBI;Literature;MALARD F
World Asellidae Database;Florian Malard;VODNA JAMA V LOZI;VODNAJAM;45.717144;14.123712;NA;SLOVENIA;;Asellus (Asellus) kosswigi;Arthropoda;Malacostraca;Isopoda;Asellidae;Asellus;kosswigi;Species;accepted;Akosswigi|VODNAJAM_000000_0_KT364291|NCBI;Literature;MALARD F
World Asellidae Database;Florian Malard;TREBICIANO CAVE;TREBICGR;45.685327;13.833536;0.001;ITALY;;Asellus (Asellus) kosswigi;Arthropoda;Malacostraca;Isopoda;Asellidae;Asellus;kosswigi;Species;accepted;ASELLUS_KOSSWIGI|TREBICGR_200001;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;CUEVA A SUL;CUEVASUL;43.37499;-4.83314;0.001;SPAIN;;Bragasellus afonsoae;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;afonsoae;Species;accepted;BRAGASELLUS_AFONSOAE|CUEVASUL_198407;Literature;MALARD F
World Asellidae Database;Florian Malard;SPRING DEBAJO DE LAS CUEVAS DE DEBODES;DEBODESP;43.37748;-4.90111;0.001;SPAIN;;Bragasellus afonsoae;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;afonsoae;Species;accepted;BRAGASELLUS_AFONSOAE|DEBODESP_198407;Literature;MALARD F
World Asellidae Database;Florian Malard;CUEVA DE LA MARNIOSA;MARNIOSA;43.25409;-4.7079;0.001;SPAIN;;Bragasellus aireyi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;aireyi;Species;accepted;BRAGASELLUS_AIREYI|MARNIOSA_000000;Literature;MALARD F
World Asellidae Database;Florian Malard;NACIMIENTO. CUEVA DEL;NACIMICA;43.2464091;-4.6746317;0.100;SPAIN;;Bragasellus aireyi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;aireyi;Species;accepted;BRAGASELLUS_AIREYI|NACIMICA_000000;Literature;MALARD F
World Asellidae Database;Florian Malard;CUEVA DEL AGUA PRES DE TRESVISO;TRESVISO;43.2576;-4.66839;0.100;SPAIN;;Bragasellus aireyi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;aireyi;Species;accepted;BRAGASELLUS_AIREYI|TRESVISO_197807;Literature;MALARD F
World Asellidae Database;Florian Malard;SPRING E. DE LA CARRETERA TRUBIA-PUERTO DE VENTANA (SP);ENTRAGSP;43.17868;-6.0854;0.010;SPAIN;;Bragasellus bragai;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;bragai;Species;accepted;BRAGASELLUS_BRAGAI|ENTRAGSP_198407;Literature;MALARD F
World Asellidae Database;Florian Malard;CARRETERA LOCAL A CALEAO 1KM COBALLES;COBALLE2;43.1847;-5.38804;0.001;SPAIN;;Bragasellus comasi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;comasi;Species;accepted;BRAGASELLUS_COMASI|COBALLE2_200906_MOTU64;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;RIO NALON PENDONES;PENDONES;43.13238;-5.24747;0.001;SPAIN;;Bragasellus comasi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;comasi;Species;accepted;BRAGASELLUS_COMASI|PENDONES_200906_MOTU65;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;RIO CALEAO;COBALLE1;43.18619;-5.38696;0.001;SPAIN;;Bragasellus comasi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;comasi;Species;accepted;BRAGASELLUS_COMASI|COBALLE1_200906;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;CARRETERA LOCAL A CALEAO 1KM COBALLES;COBALLE2;43.1847;-5.38804;0.001;SPAIN;;Bragasellus comasi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;comasi;Species;accepted;BRAGASELLUS_COMASI|COBALLE2_200906_MOTU66;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;PUENTE CARRETERA A TARNA LA FOZ;LAFOZ;43.14939;-5.27504;0.001;SPAIN;;Bragasellus comasi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;comasi;Species;accepted;BRAGASELLUS_COMASI|LAFOZ_200906;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;RIO NALON PENDONES;PENDONES;43.13238;-5.24747;0.001;SPAIN;;Bragasellus comasi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;comasi;Species;accepted;BRAGASELLUS_COMASI|PENDONES_200906_MOTU66;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;CONCHA DE ARTEDO ARTEDO;CONCHA;43.55978;-6.19003;0.001;SPAIN;;Bragasellus comasi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;comasi;Species;accepted;BRAGASELLUS_N_SP|CONCHA_201010;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;RIO SELLA FRIES;FRIES;43.42265;-5.08772;0.001;SPAIN;;Bragasellus comasi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;comasi;Species;accepted;BRAGASELLUS_COMASI|FRIES_200906;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;CUEVA CALDERON;CALDERSP;42.8333;-4.8333;NA;SPAIN;;Bragasellus comasi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;comasi;Species;accepted;BRAGASELLUS_COMASI|CALDERSP_000000;Literature;MALARD F
World Asellidae Database;Florian Malard;SELLA RIVER (AMIEVA 929 M);SELLARAM;43.25;-5.0667;0.100;SPAIN;;Bragasellus comasi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;comasi;Species;accepted;BRAGASELLUS_COMASI|SELLARAM_000000;Literature;MALARD F
World Asellidae Database;Florian Malard;CUEVA DEL OSO;DELOSOCA;43.29239;-3.965444;0.001;SPAIN;;Bragasellus comasi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;comasi;Species;accepted;BRAGASELLUS_COMASI|DELOSOCA_197408;Literature;MALARD F
World Asellidae Database;Florian Malard;COVA DEL INFIERNO;INFIERNO;43.3083;-5.05504;0.100;SPAIN;;Bragasellus comasi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;comasi;Species;accepted;BRAGASELLUS_COMASI|INFIERNO_197408;Literature;MALARD F
World Asellidae Database;Florian Malard;CAPTATED RESURGENCE AL LADO O. DE LA CARRETERA LOCAL A CALEAO 0.5 KM S. DE COBALLES;CALEAOS1;43.1893;-5.38134;0.001;SPAIN;;Bragasellus comasi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;comasi;Species;accepted;BRAGASELLUS_COMASI|CALEAOS1_198310;Literature;MALARD F
World Asellidae Database;Florian Malard;SMALL RESURGENCE AL LADO O. DE LA CARRETERA LOCAL A CALEAO 1 KM S. DE COBALLES;CALEAOS2;43.18655;-5.38369;0.001;SPAIN;;Bragasellus comasi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;comasi;Species;accepted;BRAGASELLUS_COMASI|CALEAOS2_198310;Literature;MALARD F
World Asellidae Database;Florian Malard;SPRING O. DEL PUENTE CARRETERA A TARNA;CASOSP;43.15089;-5.27777;0.001;SPAIN;;Bragasellus comasi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;comasi;Species;accepted;BRAGASELLUS_COMASI|CASOSP_198310;Literature;MALARD F
World Asellidae Database;Florian Malard;RIO DE ALLER;RDEALLER;43.09238;-5.57416;0.001;SPAIN;;Bragasellus comasi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;comasi;Species;accepted;BRAGASELLUS_COMASI|RDEALLER_198310;Literature;MALARD F
World Asellidae Database;Florian Malard;RIO DE NUEVA;RDENUEVA;43.44709;-4.93789;0.001;SPAIN;;Bragasellus comasi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;comasi;Species;accepted;BRAGASELLUS_COMASI|RDENUEVA_198310;Literature;MALARD F
World Asellidae Database;Florian Malard;RIO FUENTE SANTA;RFUSANTA;43.34644;-5.48617;0.001;SPAIN;;Bragasellus comasi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;comasi;Species;accepted;BRAGASELLUS_COMASI|RFUSANTA_198310;Literature;MALARD F
World Asellidae Database;Florian Malard;RIO NALON PENDONES;RNALONPE;43.13081;-5.24629;0.001;SPAIN;;Bragasellus comasi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;comasi;Species;accepted;BRAGASELLUS_COMASI|RNALONPE_198310;Literature;MALARD F
World Asellidae Database;Florian Malard;RIO SELLA FRIES;RSELLAFR;43.4174;-5.09011;0.001;SPAIN;;Bragasellus comasi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;comasi;Species;accepted;BRAGASELLUS_COMASI|RSELLAFR_198310;Literature;MALARD F
World Asellidae Database;Florian Malard;RIO SELLA RIBOTA;RSELLAR;43.1399;-5.04989;0.001;SPAIN;;Bragasellus comasi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;comasi;Species;accepted;BRAGASELLUS_COMASI|RSELLAR_198310;Literature;MALARD F
World Asellidae Database;Florian Malard;RIO SELLA TORNIN;RSELLATO;43.32122;-5.12997;0.001;SPAIN;;Bragasellus comasi;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;comasi;Species;accepted;BRAGASELLUS_COMASI|RSELLATO_198310;Literature;MALARD F
World Asellidae Database;Florian Malard;GOUFFRE TORCA CASTIL 15;TORCASTI;43.2329;-4.74799;0.100;SPAIN;;Bragasellus comasioides;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;comasioides;Species;accepted;BRAGASELLUS_COMASIOIDES|TORCASTI_199801;Literature;MALARD F
World Asellidae Database;Florian Malard;RIO CARES CAMARMENA;RCARESCA;43.25707;-4.83083;0.001;SPAIN;;Bragasellus comasioides;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;comasioides;Species;accepted;BRAGASELLUS_COMASIOIDES|RCARESCA_198311;Literature;MALARD F
World Asellidae Database;Florian Malard;REGION DE COIMBRA;RCOIMBRA;40.2115;-8.4292;1.000;PORTUGAL;;Bragasellus conimbricensis;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;conimbricensis;Species;accepted;BRAGASELLUS_CONIMBRICENSIS|RCOIMBRA_000000;Literature;MALARD F
World Asellidae Database;Florian Malard;RIO YUSO BARNIEDO DE LA REINA;YUSOREIN;43.0215;-4.86578;0.001;SPAIN;;Bragasellus escolai;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;escolai;Species;accepted;BRAGASELLUS_ESCOLAI|YUSOREIN_200906;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;CUEVA CALDERON;CALDERSP;42.8333;-4.8333;NA;SPAIN;;Bragasellus escolai;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;escolai;Species;accepted;BRAGASELLUS_ESCOLAI|CALDERSP_197108;Literature;MALARD F
World Asellidae Database;Florian Malard;RIO CURUENO;RCURUENO;42.88376;-5.39526;0.001;SPAIN;;Bragasellus escolai;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;escolai;Species;accepted;BRAGASELLUS_ESCOLAI|RCURUENO_198310;Literature;MALARD F
World Asellidae Database;Florian Malard;RIO ESLA;RIOESLA;42.93864;-5.07506;0.001;SPAIN;;Bragasellus escolai;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;escolai;Species;accepted;BRAGASELLUS_ESCOLAI|RIOESLA_198310;Literature;MALARD F
World Asellidae Database;Florian Malard;RIO TORIO FELMIN;RIOTORIO;42.91391;-5.54221;0.001;SPAIN;;Bragasellus escolai;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;escolai;Species;accepted;BRAGASELLUS_ESCOLAI|RIOTORIO_198310;Literature;MALARD F
World Asellidae Database;Florian Malard;RIO YUSO PORTILLA DE LA REINA;RIOYUSO;43.01785;-4.86788;0.001;SPAIN;;Bragasellus escolai;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;escolai;Species;accepted;BRAGASELLUS_ESCOLAI|RIOYUSO_198311;Literature;MALARD F
World Asellidae Database;Florian Malard;RIO VEZ ABOIM DAS CHOCAS;ABOIM;41.91711;-8.44715;0.001;PORTUGAL;;Bragasellus frontellum;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;frontellum;Species;accepted;BRAGASELLUS_FRONTELLUM|ABOIM_201010;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;PUITS DE PONTE DA BARCA;PTEBARCA;41.8081;-8.41881;0.100;PORTUGAL;;Bragasellus frontellum;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;frontellum;Species;accepted;BRAGASELLUS_FRONTELLUM|PTEBARCA_196305;Literature;MALARD F
World Asellidae Database;Florian Malard;STATION 5 PUITS VILLA DO CONDE;W05CONDE;41.3529;-8.74078;0.010;PORTUGAL;;Bragasellus frontellum;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;frontellum;Species;accepted;BRAGASELLUS_FRONTELLUM|W05CONDE_198401;Literature;MALARD F
World Asellidae Database;Florian Malard;STATION 6 PUITS VILLA DO CONDE;W06CONDE;41.3529;-8.74078;0.010;PORTUGAL;;Bragasellus frontellum;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;frontellum;Species;accepted;BRAGASELLUS_FRONTELLUM|W06CONDE_198401;Literature;MALARD F
World Asellidae Database;Florian Malard;DEUX PUITS TRES PROCHES A REIGADA;REIGADAW;40.8044;-6.94806;0.100;PORTUGAL;;Bragasellus incurvatus;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;incurvatus;Species;accepted;BRAGASELLUS_INCURVATUS|REIGADAW_198002;Literature;MALARD F
World Asellidae Database;Florian Malard;TUNNEL DELS SUMIDORS VALLADA;SUMIDORS;38.88048;-0.68871;0.001;SPAIN;;Bragasellus lagari;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;lagari;Species;accepted;BRAGASELLUS_LAGARI|SUMIDORS_200910;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;RIO CABRIEL COFRENTES;CABRIEL;39.24954;-1.09382;0.001;SPAIN;;Bragasellus lagari;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;lagari;Species;accepted;BRAGASELLUS_LAGARI|CABRIEL_200910;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;RIO CAUTABAN TEJARES ABARCA JARAFUEL;CAUTAB;39.1438;-1.04686;0.001;SPAIN;;Bragasellus lagari;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;lagari;Species;accepted;BRAGASELLUS_LAGARI|CAUTAB_200910;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;RIO TAJO TRILLO;TRILLO;40.69067;-2.58333;0.001;SPAIN;;Bragasellus lagari;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;lagari;Species;accepted;BRAGASELLUS_LAGARI|TRILLO_200910;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;RIO ARGONGENA TERESA DE COFRENTES;ARGONGE;39.10269;-1.041;0.001;SPAIN;;Bragasellus lagari;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;lagari;Species;accepted;BRAGASELLUS_LAGARI_CF|ARGONGE_200910;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;RIO DE ALBENTOSA ALBENTOSA;ALBENTOS;40.12242;-0.76379;0.001;SPAIN;;Bragasellus lagari;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;lagari;Species;accepted;BRAGASELLUS_LAGARI|ALBENTOS_200910;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;FUENTE EL MEREMILLO GESTALGAR;MEREMIL;39.597661;-0.84881;0.001;SPAIN;;Bragasellus lagari;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;lagari;Species;accepted;BRAGASELLUS_LAGARI|MEREMIL_200910;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;RIO CASCANTE DEL RIO 2;CASCAN2;40.20431;-1.12963;0.001;SPAIN;;Bragasellus lagari;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;lagari;Species;accepted;BRAGASELLUS_LAGARI|CASCAN2_200910;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;RIO DE ALBENTOSA ALBENTOSA;ALBENTOS;40.12242;-0.76379;0.001;SPAIN;;Bragasellus lagari;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;lagari;Species;accepted;BRAGASELLUS_LAGARI|ALBENTOS_201010;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;FUENTE EL MEREMILLO GESTALGAR;MEREMIL;39.597661;-0.84881;0.001;SPAIN;;Bragasellus lagari;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;lagari;Species;accepted;BRAGASELLUS_LAGARI|MEREMIL_201010;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;TUNNEL DELS SUMIDORS VALLADA;SUMIDORS;38.88048;-0.68871;0.001;SPAIN;;Bragasellus lagari;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;lagari;Species;accepted;BRAGASELLUS_LAGARI|SUMIDORS_201010;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;RIO ARGONGENA TERESA DE COFRENTES;ARGONGE;39.10269;-1.041;0.001;SPAIN;;Bragasellus lagari;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;lagari;Species;accepted;PROASELLUS_SP|ARGONGE_201802;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;RIO DE ALBENTOSA ALBENTOSA;ALBENTOS;40.12242;-0.76379;0.001;SPAIN;;Bragasellus lagari;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;lagari;Species;accepted;BRAGASELLUS_LAGARI|ALBENTOS_201709;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;RIO ARGONGENA TERESA DE COFRENTES;ARGONGE;39.10269;-1.041;0.001;SPAIN;;Bragasellus lagari;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;lagari;Species;accepted;BRAGASELLUS_LAGARI|ARGONGE_201802;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;RIO JUCAR;RIOJUCAR;40.2787;-1.81448;0.100;SPAIN;;Bragasellus lagari;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;lagari;Species;accepted;BRAGASELLUS_LAGARI|RIOJUCAR_197600;Literature;MALARD F
World Asellidae Database;Florian Malard;RIO TEJACILLOS;RTEJACIL;40.0398;-1.64808;0.100;SPAIN;;Bragasellus lagari;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;lagari;Species;accepted;BRAGASELLUS_LAGARI|RTEJACIL_197600;Literature;MALARD F
World Asellidae Database;Florian Malard;TURIA RIVER;TURIARIV;39.5667;-0.6167;0.100;SPAIN;;Bragasellus lagari;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;lagari;Species;accepted;BRAGASELLUS_LAGARI|TURIARIV_000000;Literature;MALARD F
World Asellidae Database;Florian Malard;VILLALPARDO, INIESTA, CUENCA, CASTILLE LA MANCHE;VILLALPA;39.44493917;-1.522824376;0.001;SPAIN;;Bragasellus lagari;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;lagari;Species;accepted;PROASELLUS_SP|VILLALPA_200401;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;CUEVA DEL BECERRO;BECERRO;40.56551;-2.25705;0.010;SPAIN;;Bragasellus lagari;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;lagari;Species;accepted;BRAGASELLUS_LAGARI|BECERRO_197501;Literature;MALARD F
World Asellidae Database;Florian Malard;CAVE TUNNEL DELS SUMIDORS;SUMIDOCA;38.8817;-0.68633;0.001;SPAIN;;Bragasellus lagari;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;lagari;Species;accepted;BRAGASELLUS_LAGARI|SUMIDOCA_198209;Literature;MALARD F
World Asellidae Database;Florian Malard;RIVIERE SOUTERRAINE DE LA CUEVA DEL TORNERO;TORNERO;40.526088;-1.830085;0.001;SPAIN;;Bragasellus lagari;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;lagari;Species;accepted;BRAGASELLUS_LAGARI|TORNERO_197109;Literature;MALARD F
World Asellidae Database;Florian Malard;RIVIERE SOUTERRAINE DE LA CUEVA DEL TORNERO;TORNERO;40.526088;-1.830085;0.001;SPAIN;;Bragasellus lagari;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;lagari;Species;accepted;BRAGASELLUS_LAGARI|TORNERO_197304;Literature;MALARD F
World Asellidae Database;Florian Malard;RIO GUADALAVIAR;GUADALAV;40.4062;-1.44322;0.100;SPAIN;;Bragasellus lagari;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;lagari;Species;accepted;BRAGASELLUS_LAGARI|GUADALAV_197609;Literature;MALARD F
World Asellidae Database;Florian Malard;RIO DE LA SIERRA DE LA MANTANZA;RMANTANZ;40.1994;-1.11224;0.100;SPAIN;;Bragasellus lagari;Arthropoda;Malacostraca;Isopoda;Asellidae;Bragasellus;lagari;Species;accepted;BRAGASELLUS_LAGARI|RMANTANZ_197609;Literature;MALARD F
