CollCode;AssBy;VerbLoc;LocID;Lat;Long;LatLongP;Country;CountryCod;IdenVer;Phylum;Class;Order;Family;Genus;Species;TaxRank;TaxStat;OccID;BasRec;RefBy
World Asellidae Database;Florian Malard;OGOF Y CI, VAYNOR;OGOFYCIV;51.78459;-3.39257;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|OGOFYCIV_197105;Literature;MALARD F
World Asellidae Database;Florian Malard;OGOF Y CI, VAYNOR;OGOFYCIV;51.78459;-3.39257;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|OGOFYCIV_200703;Literature;MALARD F
World Asellidae Database;Florian Malard;OGOF Y CI, VAYNOR;OGOFYCIV;51.78459;-3.39257;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|OGOFYCIV_201012;Literature;MALARD F
World Asellidae Database;Florian Malard;PUITS A OOST MAARLAND;OOSTMAAR;50.98546;5.71408;0.100;NETHERLANDS;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|OOSTMAAR_196405;Literature;MALARD F
World Asellidae Database;Florian Malard;OTTER HOLE, NEAR CHEPSTOW;OTTERHOC;51.66207;-2.68701;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|OTTERHOC_197606;Literature;MALARD F
World Asellidae Database;Florian Malard;OTTER HOLE, NEAR CHEPSTOW;OTTERHOC;51.66207;-2.68701;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|OTTERHOC_197810;Literature;MALARD F
World Asellidae Database;Florian Malard;SITE PFAFF152 IN PFAFFSTATT;PFAFF152;48.07657;13.14505;0.001;AUSTRIA;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|PFAFF152_195208;Literature;MALARD F
World Asellidae Database;Florian Malard;SITE PISCH186 IN PISCHELSDORF;PISCH186;48.13037;13.08651;0.001;AUSTRIA;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|PISCH186_195209;Literature;MALARD F
World Asellidae Database;Florian Malard;SITE PISCH187 IN PISCHELSDORF;PISCH187;48.12733;13.08419;0.001;AUSTRIA;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|PISCH187_195209;Literature;MALARD F
World Asellidae Database;Florian Malard;OVERFLOW FROM PONTNEWYNYDD RISING;PONTNEWY;51.71108;-3.05148;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|PONTNEWY_201205;Literature;MALARD F
World Asellidae Database;Florian Malard;PORTH YR OGOF;PORTHYRO;51.79999;-3.55592;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|PORTHYRO_194605;Literature;MALARD F
World Asellidae Database;Florian Malard;PORTH YR OGOF;PORTHYRO;51.79999;-3.55592;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|PORTHYRO_197202;Literature;MALARD F
World Asellidae Database;Florian Malard;PORTH YR OGOF;PORTHYRO;51.79999;-3.55592;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|PORTHYRO_197207;Literature;MALARD F
World Asellidae Database;Florian Malard;PORTH YR OGOF;PORTHYRO;51.79999;-3.55592;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|PORTHYRO_201505;Literature;MALARD F
World Asellidae Database;Florian Malard;RIVER ALUN RESURGENCE;RIALUNSP;51.47518;-3.58314;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|RIALUNSP_201105;Literature;MALARD F
World Asellidae Database;Florian Malard;RIVER PIDDLE, MANOR FARM;RIVPIDDL;50.75538;-2.36998;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|RIVPIDDL_201102;Literature;MALARD F
World Asellidae Database;Florian Malard;ROKE FARM, BERE REGIS;ROKEFARM;50.76509;-2.23535;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|ROKEFARM_196910;Literature;MALARD F
World Asellidae Database;Florian Malard;ROKE FARM, BERE REGIS;ROKEFARM;50.76509;-2.23535;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|ROKEFARM_196911;Literature;MALARD F
World Asellidae Database;Florian Malard;ROKE FARM, BERE REGIS;ROKEFARM;50.76509;-2.23535;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|ROKEFARM_197001;Literature;MALARD F
World Asellidae Database;Florian Malard;SITE SALZB002 IN SALZBURG;SALZB002;47.79932;13.02219;0.001;AUSTRIA;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SALZB002_194807;Literature;MALARD F
World Asellidae Database;Florian Malard;SITE SALZB015 IN SALZBURG;SALZB015;47.81649;13.02258;0.001;AUSTRIA;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SALZB015_194808;Literature;MALARD F
World Asellidae Database;Florian Malard;SITE SALZB053 IN SALZBURG;SALZB053;47.78526;13.08076;0.001;AUSTRIA;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SALZB053_195111;Literature;MALARD F
World Asellidae Database;Florian Malard;SITE SALZB058 IN SALZBURG;SALZB058;47.81875;13.03661;0.001;AUSTRIA;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SALZB058_195111;Literature;MALARD F
World Asellidae Database;Florian Malard;SITE SALZB064 IN SALZBURG;SALZB064;47.80669;13.0344;0.001;AUSTRIA;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SALZB064_195111;Literature;MALARD F
World Asellidae Database;Florian Malard;SITE SALZB074 IN SALZBURG;SALZB074;47.79812;13.04158;0.001;AUSTRIA;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SALZB074_195111;Literature;MALARD F
World Asellidae Database;Florian Malard;SITE SALZB075 IN SALZBURG;SALZB075;47.80285;13.02153;0.001;AUSTRIA;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SALZB075_195112;Literature;MALARD F
World Asellidae Database;Florian Malard;SITE SALZB084 IN SALZBURG;SALZB084;47.81717;13.02381;0.001;AUSTRIA;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SALZB084_195112;Literature;MALARD F
World Asellidae Database;Florian Malard;SITE SALZB085 IN SALZBURG;SALZB085;47.81748;13.02322;0.001;AUSTRIA;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SALZB085_195112;Literature;MALARD F
World Asellidae Database;Florian Malard;SITE SCHAL127 IN SCHALCHEN;SCHAL127;48.11955;13.15973;0.001;AUSTRIA;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SCHAL127_195208;Literature;MALARD F
World Asellidae Database;Florian Malard;SCHANDTAUBERHOEHLE 2 (SCHROZBERG);SCHANDTA;49.34051;10.12686;0.100;GERMANY;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SCHANDTA_199508;Literature;MALARD F
World Asellidae Database;Florian Malard;SCHWYLL BOREHOLE;SCHWYLLP;51.48151;-3.60108;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SCHWYLLP_201102;Literature;MALARD F
World Asellidae Database;Florian Malard;SCHWYLL SPRINGS OUTFLOW;SCHWYLLS;51.48184;-3.6031;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SCHWYLLS_201105;Literature;MALARD F
World Asellidae Database;Florian Malard;SCHWYLL SPRINGS OUTFLOW;SCHWYLLS;51.48184;-3.6031;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SCHWYLLS_201110;Literature;MALARD F
World Asellidae Database;Florian Malard;SCHWYLL SPRINGS OUTFLOW;SCHWYLLS;51.48184;-3.6031;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SCHWYLLS_201212;Literature;MALARD F
World Asellidae Database;Florian Malard;ST CUTHBERT S SWALLET;SCUTHBER;51.25177;-2.65623;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SCUTHBER_195401;Literature;MALARD F
World Asellidae Database;Florian Malard;ST CUTHBERT S SWALLET;SCUTHBER;51.25177;-2.65623;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SCUTHBER_195411;Literature;MALARD F
World Asellidae Database;Florian Malard;ST CUTHBERT S SWALLET;SCUTHBER;51.25177;-2.65623;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SCUTHBER_195603;Literature;MALARD F
World Asellidae Database;Florian Malard;ST CUTHBERT S SWALLET;SCUTHBER;51.25177;-2.65623;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SCUTHBER_196504;Literature;MALARD F
World Asellidae Database;Florian Malard;ST CUTHBERT S SWALLET;SCUTHBER;51.25177;-2.65623;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SCUTHBER_196605;Literature;MALARD F
World Asellidae Database;Florian Malard;ST CUTHBERT S SWALLET;SCUTHBER;51.25177;-2.65623;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SCUTHBER_196904;Literature;MALARD F
World Asellidae Database;Florian Malard;ST CUTHBERT S SWALLET;SCUTHBER;51.25177;-2.65623;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SCUTHBER_201002;Literature;MALARD F
World Asellidae Database;Florian Malard;SHEPHERD S COTTAGE, CROWMARSH GIFFORD;SHEPHERC;51.60103;-1.1016;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SHEPHERC_201303;Literature;MALARD F
World Asellidae Database;Florian Malard;SITE SOLLE149 IN SOLLERN;SOLLE149;48.0862;13.13247;0.001;AUSTRIA;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SOLLE149_195208;Literature;MALARD F
World Asellidae Database;Florian Malard;SPRATTS BARN MINE, STONESFIELD;SPRATTSB;51.85201;-1.43955;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SPRATTSB_196905;Literature;MALARD F
World Asellidae Database;Florian Malard;ST DAVID S WELL, PORTHCAWL;STDAVIDW;51.49395;-3.70063;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|STDAVIDW_201111;Literature;MALARD F
World Asellidae Database;Florian Malard;SITE STRAS099 IN STRASSWALCHEN;STRAS099;47.98049;13.25498;0.100;AUSTRIA;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|STRAS099_195208;Literature;MALARD F
World Asellidae Database;Florian Malard;SITE STRAS100 IN STRASSWALCHEN;STRAS100;47.97892;13.25617;0.100;AUSTRIA;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|STRAS100_195208;Literature;MALARD F
World Asellidae Database;Florian Malard;PUITS A STRUCHT VALLEE DE LA GULP NAPPE PHREATIQUE A 9 M;STRUCHTP;50.8508;5.8672;0.100;NETHERLANDS;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|STRUCHTP_196311;Literature;MALARD F
World Asellidae Database;Florian Malard;SWILDON S HOLE PRIDDY;SWILDON;51.25896;-2.67324;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SWILDON_194607;Literature;MALARD F
World Asellidae Database;Florian Malard;SWILDON S HOLE PRIDDY;SWILDON;51.25896;-2.67324;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SWILDON_194709;Literature;MALARD F
World Asellidae Database;Florian Malard;SWILDON S HOLE PRIDDY;SWILDON;51.25896;-2.67324;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SWILDON_195106;Literature;MALARD F
World Asellidae Database;Florian Malard;SWILDON S HOLE PRIDDY;SWILDON;51.25896;-2.67324;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SWILDON_195207;Literature;MALARD F
World Asellidae Database;Florian Malard;SWILDON S HOLE PRIDDY;SWILDON;51.25896;-2.67324;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SWILDON_195401;Literature;MALARD F
World Asellidae Database;Florian Malard;SWILDON S HOLE PRIDDY;SWILDON;51.25896;-2.67324;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SWILDON_195405;Literature;MALARD F
World Asellidae Database;Florian Malard;SWILDON S HOLE PRIDDY;SWILDON;51.25896;-2.67324;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SWILDON_196004;Literature;MALARD F
World Asellidae Database;Florian Malard;SWILDON S HOLE PRIDDY;SWILDON;51.25896;-2.67324;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SWILDON_196804;Literature;MALARD F
World Asellidae Database;Florian Malard;SWILDON S HOLE PRIDDY;SWILDON;51.25896;-2.67324;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SWILDON_196909;Literature;MALARD F
World Asellidae Database;Florian Malard;SWILDON S HOLE PRIDDY;SWILDON;51.25896;-2.67324;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SWILDON_196911;Literature;MALARD F
World Asellidae Database;Florian Malard;SWILDON S HOLE PRIDDY;SWILDON;51.25896;-2.67324;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SWILDON_197005;Literature;MALARD F
World Asellidae Database;Florian Malard;SWILDON S HOLE PRIDDY;SWILDON;51.25896;-2.67324;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SWILDON_197007;Literature;MALARD F
World Asellidae Database;Florian Malard;SWILDON S HOLE PRIDDY;SWILDON;51.25896;-2.67324;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SWILDON_199905;Literature;MALARD F
World Asellidae Database;Florian Malard;SWILDON S HOLE PRIDDY;SWILDON;51.25896;-2.67324;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SWILDON_200012;Literature;MALARD F
World Asellidae Database;Florian Malard;SWILDON S HOLE PRIDDY;SWILDON;51.25896;-2.67324;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SWILDON_200303;Literature;MALARD F
World Asellidae Database;Florian Malard;SWILDON S HOLE PRIDDY;SWILDON;51.25896;-2.67324;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SWILDON_200505;Literature;MALARD F
World Asellidae Database;Florian Malard;SWILDON S HOLE PRIDDY;SWILDON;51.25896;-2.67324;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SWILDON_200810;Literature;MALARD F
World Asellidae Database;Florian Malard;SWILDON S HOLE PRIDDY;SWILDON;51.25896;-2.67324;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SWILDON_200910;Literature;MALARD F
World Asellidae Database;Florian Malard;SWILDON S HOLE PRIDDY;SWILDON;51.25896;-2.67324;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SWILDON_201002;Literature;MALARD F
World Asellidae Database;Florian Malard;SWILDON S HOLE PRIDDY;SWILDON;51.25896;-2.67324;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SWILDON_201004;Literature;MALARD F
World Asellidae Database;Florian Malard;SWILDON S HOLE PRIDDY;SWILDON;51.25896;-2.67324;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SWILDON_201006;Literature;MALARD F
World Asellidae Database;Florian Malard;SWILDON S HOLE PRIDDY;SWILDON;51.25896;-2.67324;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SWILDON_201010;Literature;MALARD F
World Asellidae Database;Florian Malard;SWILDON S HOLE PRIDDY;SWILDON;51.25896;-2.67324;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SWILDON_201401;Literature;MALARD F
World Asellidae Database;Florian Malard;SWILDON S HOLE PRIDDY;SWILDON;51.25896;-2.67324;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|SWILDON_201509;Literature;MALARD F
World Asellidae Database;Florian Malard;SITE THALG224 IN THALGAU;THALG224;47.84167;13.25335;0.100;AUSTRIA;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|THALG224_195308;Literature;MALARD F
World Asellidae Database;Florian Malard;ULWELL;ULWELLPT;50.62917;-1.97424;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|ULWELLPT_201002;Literature;MALARD F
World Asellidae Database;Florian Malard;WATERSTON CRESS BEDS;WACRESSB;50.75674;-2.36942;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|WACRESSB_197008;Literature;MALARD F
World Asellidae Database;Florian Malard;WATERSTON CRESS BEDS;WACRESSB;50.75674;-2.36942;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|WACRESSB_197009;Literature;MALARD F
World Asellidae Database;Florian Malard;WATERSTON CRESS BEDS;WACRESSB;50.75674;-2.36942;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|WACRESSB_197406;Literature;MALARD F
World Asellidae Database;Florian Malard;WATERWHEEL SWALLET;WATWHEEL;51.29767;-2.71167;0.001;UNITED KINGDOM;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|WATWHEEL_200505;Literature;MALARD F
World Asellidae Database;Florian Malard;KELLERBRUNNEN HAUSEN BAVIERE GERMANY;HAUSENWE;50.5;10.13;0.001;GERMANY;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;Pcavaticus_HAUSENWE_201404_MN810624_ZFMKTIS2501480|NCBI;Literature;MALARD F
World Asellidae Database;Florian Malard;KELLERBRUNNEN HAUSEN BAVIERE GERMANY;HAUSENWE;50.5;10.13;0.001;GERMANY;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;Pcavaticus_HAUSENWE_201404_MN810734_ZFMKTIS2501481|NCBI;Literature;MALARD F
World Asellidae Database;Florian Malard;MUHLBACHQUELLGROTTE EAST AND MAIN PASSAGE;MUHLBAGR;49.022652;11.618439;0.001;GERMANY;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;Pcavaticus_MUHLBAGR_201406_MN810681_ZFMKTIS2501658|NCBI;Literature;MALARD F
World Asellidae Database;Florian Malard;MUHLBACHQUELLGROTTE EAST AND MAIN PASSAGE;MUHLBAGR;49.022652;11.618439;0.001;GERMANY;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;Pcavaticus_MUHLBAGR_201406_MN810699_ZFMKTIS2501659|NCBI;Literature;MALARD F
World Asellidae Database;Florian Malard;BURKHEIMER SEE 3;BURKH3;48.095133;7.593281;0.001;GERMANY;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|BURKH3_201005;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;BURKHEIMER SEE 42 019 5;BURKH4;48.09693;7.587854;0.001;GERMANY;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|BURKH4_201005;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;GIPSMINN BEI GIRSTERKLAUS;GIRSTERK;49.79076;6.49938;0.001;LUXEMBOURG;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|GIRSTERK_201211;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;MINIERE DOIHL;MINDOIHL;49.53;5.85;0.001;LUXEMBOURG;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|MINDOIHL_201607;Preserved specimen;MALARD F
World Asellidae Database;Florian Malard;Well MIT 006_701;MITTENW;47.4267;11.2592;0.001;GERMANY;;Proasellus cavaticus;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;cavaticus;Species;accepted;PROASELLUS_CAVATICUS|MITTENW_200906;Preserved specimen;MALARD F
