code	year	verbatim	authors	journal	title
Deharveng_et_al_2009_Freshwat_Biol_54_709_726	2009	Deharveng L., Stoch F., Gibert J., Bedos A., Galassi D., Zagmajster M., Brancelj A., Camacho A., Fiers F., Martin P., Giani N., Magniez G., Marmonier P. 2009. Groundwater biodiversity in Europe. Freshwater Biology, 54, 709-726.	Deharveng L., Stoch F., Gibert J., Bedos A., Galassi D., Zagmajster M., Brancelj A., Camacho A., Fiers F., Martin P., Giani N., Magniez G., Marmonier P.	Freshwater Biology	Groundwater biodiversity in Europe
Deeleman_Reinhold_1965_Rijksmus_Natuur_Histor_Leiden_20_152_170	1965	Deeleman-Reinhold C.L. 1965. Contribution a la connaissance du genre Asellus en Yougoslavie et en Turquie. Zoologische Mededelingen. Rijksmuseum van Natuurlijke Historie te Leiden. 20: 152-170	Deeleman-Reinhold C.L.	Rijksmuseum van Natuurlijke Historie te Leiden	Contribution a la connaissance du genre Asellus en Yougoslavie et en Turquie. Zoologische Mededelingen.
Deeleman_1965_in_Henry_1976_PhD_Thesis_Dijon	1965	Deeleman 1965 cited in Henry J.-P. 1976. Recherches sur les Asellidae hypoges de la lignee cavaticus (Crustacea, Isopoda, Asellota). PhD thesis, University of Dijon, Dijon, France.	Deeleman	PhD thesis, University of Dijon, Dijon, France	cited in Henry J.-P. 1976. Recherches sur les Asellidae hypoges de la lignee cavaticus (Crustacea, Isopoda, Asellota)
Danielopol_1976_Int_J_Speleol_8_4_323_329	1976	Danielopol Dan L. 1976. Sur la distribution geographique de la faune interstitielle du Danube et de certains de ses affluents en Basse-Autriche. International Journal of Speleology, 8(4), 323-329.	Danielopol Dan L.	International Journal of Speleology	Sur la distribution geographique de la faune interstitielle du Danube et de certains de ses affluents en Basse-Autriche
Danielopol_1976_Int_J_Speleol_8_1_2_23_51	1976	Danielopol D.L. 1976. The distribution of the fauna in the interstitial habitats of riverine sediments of the Danube and the Piesting (Austria). International Journal of Speleology, 8(1-2), 23-51.	Danielopol D.L.	International Journal of Speleology	The distribution of the fauna in the interstitial habitats of riverine sediments of the Danube and the Piesting (Austria)
Dalmas_1973_Annal_Speleol_28_3_517_522	1973	Dalmas A. 1973. Zoocoenoses de puits artificiels en Provence. Annales de Speleologie, 28(3), 517-522.	Dalmas A.	Annales de Speleologie	Zoocoenoses de puits artificiels en Provence
Dahl_1916_in_Henry_1976_PhD_Thesis_Dijon	1916	Dahl 1916 cited in Henry J.-P. 1976. Recherches sur les Asellidae hypoges de la lignee cavaticus (Crustacea, Isopoda, Asellota). PhD thesis, University of Dijon, Dijon, France.	Dahl	PhD thesis, University of Dijon, Dijon, France	cited in Henry J.-P. 1976. Recherches sur les Asellidae hypoges de la lignee cavaticus (Crustacea, Isopoda, Asellota)
Creuze_des_Chatelliers_1991_PhD_Thesis_Lyon_Fr	1991	Creuze des Chatelliers M. 1991. Dynamiques de repartition des biocenoses interstitielles du Rhone en relation avec des caracteristiques geomorphologiques (secteurs de Bregnier-Cordon, Miribel-Jonage et Donzere-Mondragon). PhD Thesis, University Lyon 1, 161 pp. 	Creuze des Chatelliers M.	PhD Thesis, University Lyon	Dynamiques de repartition des biocenoses interstitielles du Rhone en relation avec des caracteristiques geomorphologiques (secteurs de Bregnier-Cordon, Miribel-Jonage et Donzere-Mondragon).  1, 161 pp
Creuze_des_Chatelliers_1987_MS_Thesis_Lyon_Fr	1987	Creuze des Chatelliers M. 1987. Vers l etablissement d un profil fonctionnel d un bras court-circuite du Haut-Rhone: premiere campagne sur le canal de Miribel. Importance des milieux interstitiels dans l elaboration de ce profil. Master Thesis, University of Lyon 1, UMR CNRS 5023, 24 pp.	Creuze des Chatelliers M.	Master Thesis, University of Lyon 1, UMR CNRS	Vers l etablissement d un profil fonctionnel d un bras court-circuite du Haut-Rhone: premiere campagne sur le canal de Miribel. Importance des milieux interstitiels dans l elaboration de ce profil.  5023, 24 pp.
Codreanu_Codreanu_1962_Ed_Academiei_Rep_Pop_Romane_Bucuresti_366	1962	Codreanu R., Codreanu M. 1962. pp 158-159 and 213-214. in C. Motas, L. Botosaneanu, ST Negrea. Cercetari asupra biologiei izvoarelor si apelor freatice din partea centrala a Campiei Romane (Recheches sur la biologie des sources et des eaux phreatiques de la partie centrale de la Plaine Roumaine). Ed. Academiei Rep. Pop. Romane, Bucuresti 366 pp.	Codreanu R., Codreanu M.	Romane, Bucuresti	pp 158-159 and 213-214. in C. Motas, L. Botosaneanu, ST Negrea. Cercetari asupra biologiei izvoarelor si apelor freatice din partea centrala a Campiei Romane (Recheches sur la biologie des sources et des eaux phreatiques de la partie centrale de la Plaine Roumaine). Ed. Academiei Rep. Pop.  366 pp.
Chauvin_1985_MS_Thesis_Lyon_Fr	1985	Chauvin C. 1985. Trois exsurgences karstiques en Cote d Or - Approche physico-chimique et faunistique - Probleme d echantillonnage. Master Thesis, University of Lyon 1, UMR CNRS 5023, 29 pp.	Chauvin C.	Master Thesis, University of Lyon 1, UMR CNRS	Trois exsurgences karstiques en Cote d Or - Approche physico-chimique et faunistique - Probleme d echantillonnage.  5023, 29 pp.
Chappuis_1955_Notes_Biospeol_10_163_182	1955	Chappuis P.A. 1955. Remarques generales sur le genre Asellus et description de quatre especes nouvelles. Notes Biospeologiques, 10, 163-182.	Chappuis P.A.	Notes Biospeologiques	Remarques generales sur le genre Asellus et description de quatre especes nouvelles
Chappuis_1948_Rev_Suisse_Zool_55_549_566	1948	Chappuis P.A. 1948. Copepodes, Syncarides et Isopodes des eaux phreatiques de Suisse. Revue Suisse Zoologie, 55, 549-566.	Chappuis P.A.	Revue Suisse Zoologie	Copepodes, Syncarides et Isopodes des eaux phreatiques de Suisse
CEMAGREF_2010_Unpublished_Data	2010	CEMAGREF. 2010. Base de donnees invertebres aquatiques du CEMAGREF.	CEMAGREF.	Base de donnees invertebres aquatiques du CEMAGREF	.
Caruso_1982_in_Ckmap_2006_database	1982	Caruso 1982 cited in CKmap 2006 pubication	Caruso	Caruso 1982 cited in CKmap 2006 pubication	cited in CKmap 2006 pubication
Carl_1908_in_Henry_1976_PhD_Thesis_Dijon	1908	Carl 1908 cited in Henry J.-P. 1976. Recherches sur les Asellidae hypoges de la lignee cavaticus (Crustacea, Isopoda, Asellota). PhD thesis, University of Dijon, Dijon, France.	Carl	PhD thesis, University of Dijon, Dijon, France	cited in Henry J.-P. 1976. Recherches sur les Asellidae hypoges de la lignee cavaticus (Crustacea, Isopoda, Asellota)
Brtek_1953_in_Henry_1976_PhD_Thesis_Dijon	1953	Brtek 1953 cited in Henry J.-P. 1976. Recherches sur les Asellidae hypoges de la lignee cavaticus (Crustacea, Isopoda, Asellota). PhD thesis, University of Dijon, Dijon, France.	Brtek	PhD thesis, University of Dijon, Dijon, France	cited in Henry J.-P. 1976. Recherches sur les Asellidae hypoges de la lignee cavaticus (Crustacea, Isopoda, Asellota)
Braga_1956_Pub_Inst_Zool_Augusto_Nobre_53_1_12	1956	Braga J.M. 1956. Un Asellus nouveau de l?etang de Fermentelos (Portugal). Publicacoes do Instituto de Zoologia Dr. Augusto Nobre, 53, 1?12.	Braga J.M.	Augusto Nobre	Un Asellus nouveau de l?etang de Fermentelos (Portugal). Publicacoes do Instituto de Zoologia Dr. , 53, 1?
Braga_1948_Ann_Fac_Cienc_Porto_33_3_4_7_39	1948	Braga J. M. 1948. Sur les Asellus de l Afrique du Nord. Anais da Faculdade de Ciencas do Porto Portugal, 33(3/4), 7-39.	Braga J. M.	Anais da Faculdade de Ciencas do Porto Portugal	Sur les Asellus de l Afrique du Nord. , 33(3/
Braga_1946_Pub_Inst_Zool_Augusto_Nobre_29_1_25	1946	Braga J.M. 1946. Quelques Asellides nouveaux du Portugal. Publicacoes do Instituto de Zoologia Dr. Augusto Nobre, 29, 1?25.	Braga J.M.	Augusto Nobre	Quelques Asellides nouveaux du Portugal. Publicacoes do Instituto de Zoologia Dr. , 29, 1?
Argano_Consiglio_1968_in_Ckmap_2006_database	1968	Argano Consiglio 1968 cited in CKmap 2006 pubication	Argano Consiglio	Argano Consiglio 1968 cited in CKmap 2006 pubication	cited in CKmap 2006 pubication
Argano_Coll_(Roma_University_La_Sapienza)_in_Ckmap_2006_database	2006	Argano Coll (Roma University La Sapienza) cited in CKmap 2006 pubication	Argano Coll (Roma University La Sapienza) cited in CKmap	Argano Coll (Roma University La Sapienza) cited in CKmap 2006 pubication	pubication
Argano_Campanaro_2004_Studi_Trent_Sci_Nat_Acta_Biol_81_49_52	2004	Argano R., Campanaro A. 2004. Two new Proasellus (Crustacea, Isopoda, Asellidae) species from Sardinia: evidences of an old colonization wave of the island. Studi Trentini di Scienze Naturali, Acta Biologica, 81, 49-52.	Argano R., Campanaro A.	Studi Trentini di Scienze Naturali, Acta Biologica	Two new Proasellus (Crustacea, Isopoda, Asellidae) species from Sardinia: evidences of an old colonization wave of the island
Argano_1979_in_Ckmap_2006_database	1979	Argano 1979 cited in CKmap 2006 pubication	Argano	Argano 1979 cited in CKmap 2006 pubication	cited in CKmap 2006 pubication
Arcangeli_1960_in_Ckmap_2006_database	1960	Arcangeli 1960 cited in CKmap 2006 pubication	Arcangeli	Arcangeli 1960 cited in CKmap 2006 pubication	cited in CKmap 2006 pubication
Arcangeli_1956_in_Ckmap_2006_database	1956	Arcangeli 1956 cited in CKmap 2006 pubication	Arcangeli	Arcangeli 1956 cited in CKmap 2006 pubication	cited in CKmap 2006 pubication
Arcangeli_1952_in_Ckmap_2006_database	1952	Arcangeli 1952 cited in CKmap 2006 pubication	Arcangeli	Arcangeli 1952 cited in CKmap 2006 pubication	cited in CKmap 2006 pubication
Arcangeli_1952_Bolletino_zoologia_19_4_6_305_307	1952	Arcangeli A. 1952. Asellus (Proasellus) Patrizii. Bolletino di zoologia, 19(4-6), 305-307.	Arcangeli A.	Bolletino di zoologia	Asellus (Proasellus) Patrizii
Arcangeli_1942b_in_Ckmap_2006_database	1942	Arcangeli 1942b cited in CKmap 2006 pubication	Arcangeli	Arcangeli 1942b cited in CKmap 2006 pubication	b cited in CKmap 2006 pubication
Arcangeli_1942a_in_Ckmap_2006_database	1942	Arcangeli 1942a cited in CKmap 2006 pubication	Arcangeli	Arcangeli 1942a cited in CKmap 2006 pubication	a cited in CKmap 2006 pubication
Arcangeli_1942_Boll_Mus_Zool_Anat_Comp_Univ_Torino_ser4_49_87_99	1942	Arcangeli A. 1942. Due nuove specie di Asellus, sottogenere Proasellus (Isopod i di acqua dolce). Bull. Mus. Zool. Anat. Comp. R. Univ. Torino, ser 4, 49, 87-99.	Arcangeli A.	Torino, ser	Due nuove specie di Asellus, sottogenere Proasellus (Isopod i di acqua dolce). Bull. Mus. Zool. Anat. Comp. R. Univ
Arcangeli_1942_Boll_Mus_Zool_Anat_Comp_R_Univ_Torino_49_IV_126_1_28	1942	Arcangeli A.1942. Boll. Mus. Zool. Anat. Comp. R. Univ. Torino. 49, IV(126), 1-28.	Arcangeli A.	49, IV	Boll. Mus. Zool. Anat. Comp. R. Univ. Torino
Arcangeli_1938_Bull_Mus_Royal_Hist_Nat_Belgique_14_5_1_5	1938	Arcangeli A. 1938. Asellus (Proasellus) hermallensis, nuova specie delle caverne del Belgio. Bulletin Musee Royal d Histoire Naturelle Belgique, 14(5), 1-5.	Arcangeli A.	Bulletin Musee Royal d Histoire Naturelle Belgique	Asellus (Proasellus) hermallensis, nuova specie delle caverne del Belgio
Arcangeli_1913_Boll_Mus_Zool_Anat_Comp_Univ_Torino_28_1_22	1913	Arcangeli A. 1913. Escursioni Zoologiche del Dr. Enrico Festa nell Isola di Rodi. Boll. Mus. Zool. Anat. Comp. Univ. Torino, 28, 1-22.	Arcangeli A.	Torino	Escursioni Zoologiche del Dr. Enrico Festa nell Isola di Rodi. Boll. Mus. Zool. Anat. Comp. Univ
Anderson_2017_Unpublished_Data	2017	Anderson R. 2017. Unpublished data	Anderson R.	Unpublished data	
Alouf_et_al_1981_Vie_Milieu_31_1_93_99	1981	Alouf N., Henry J.-P., Magniez G. 1981. Faune souterraine rejetee par une exsurgence temporaire du Liban: Proasellus bardaunii n. sp. Vie et Milieu, 31(1), 93-99.	Alouf N., Henry J.-P., Magniez G.	Vie et Milieu	Faune souterraine rejetee par une exsurgence temporaire du Liban: Proasellus bardaunii n. sp
Alouf_1987_Proc_Symp_Fauna_Zoogeogr_Middle_East	1987	Alouf N.J. 1987. Geographic subspecies of Proasellus coxalis Dollfus, 1892 in Central Lebanon (Crustacea: Isopoda). In Proceedings of the Symposium on the Fauna and Zoogeography of the Middle East. F. Krupp. W. Schneider. R. Kinzelbach (eds). Mainz 1985. Beihefte zum TAVO A 28.	Alouf N.J.	Beihefte zum TAVO A	Geographic subspecies of Proasellus coxalis Dollfus, 1892 in Central Lebanon (Crustacea: Isopoda). In Proceedings of the Symposium on the Fauna and Zoogeography of the Middle East. F. Krupp. W. Schneider. R. Kinzelbach (eds). Mainz 1985
Alfinito_et_al_1977_in_Ckmap_2006_database	1977	Alfinito et al. 1977 cited in CKmap 2006 pubication	Alfinito et al.	1977 cited in CKmap 2006 pubication	cited in CKmap 2006 pubication
Afonso_1988_Bol_Soc_Port_Espel_2_43_50	1988	Afonso O. 1988. Isopoda Asellidae et Amphipoda de la grotte d Assafora (Portugal). Description de Proasellus assaforensis sp. n. Algar. Bol. Soc. Port. Espel. 2, 43-50.	Afonso O.	Espel	Isopoda Asellidae et Amphipoda de la grotte d Assafora (Portugal). Description de Proasellus assaforensis sp. n. Algar. Bol. Soc. Port.
Afonso_1983_Pub_Inst_Zool_Augusto_Nobre_178_1_14	1983	Afonso O. 1983. Un aselle phreatique nouveau de Bassin du Mondego (Portugal) et des consideration sur les asellides Portugais (Crust., Isopoda, Asellidae). Publicacoes do Instituto de Zoologia Dr. Augusto Nobre, 178, 1?14.	Afonso O.	Augusto Nobre	Un aselle phreatique nouveau de Bassin du Mondego (Portugal) et des consideration sur les asellides Portugais (Crust., Isopoda, Asellidae). Publicacoes do Instituto de Zoologia Dr. , 178, 1?
Afonso_1982_Pub_Inst_Zool_Augusto_Nobre_172_1_20	1982	Afonso O. 1982. Contribution a l?etude des asellides (Crustacea, Isopoda) du Portugal -description d?une nouvelle espece. Publicacoes do Instituto de Zoologia Dr. Augusto Nobre, 172, 1?20.	Afonso O.	Augusto Nobre	Contribution a l?etude des asellides (Crustacea, Isopoda) du Portugal -description d?une nouvelle espece. Publicacoes do Instituto de Zoologia Dr. , 172, 1?
Afonso_1982_Pub_Inst_Zool_Augusto_Nobre_168_1_14	1982	Afonso O. 1982. Un nouvel asellide cavenicole du Portugal: Proasellus mateusorum sp. n. (Crustacea, Isopoda, Asellota). Publicacoes do Instituto de Zoologia Dr. Augusto Nobre, 168, 1?14.	Afonso O.	Augusto Nobre	Un nouvel asellide cavenicole du Portugal: Proasellus mateusorum sp. n. (Crustacea, Isopoda, Asellota). Publicacoes do Instituto de Zoologia Dr. , 168, 1?
Afonso_1982_Pub_Inst_Zool_Augusto_Nobre_166_1_13	1982	Afonso O. 1982. Sur un Proasellus (Crustacea, Isopoda, Asellidae) cavernicole nouveau du Portugal. Publicacoes do Instituto de Zoologia Dr. Augusto Nobre, 166, 1?13.	Afonso O.	Augusto Nobre	Sur un Proasellus (Crustacea, Isopoda, Asellidae) cavernicole nouveau du Portugal. Publicacoes do Instituto de Zoologia Dr. , 166, 1?
Afonso_1979_Pub_Inst_Zool_Augusto_Nobre_146_11_24	1979	Afonso O. 1979. Un Proasellus (Crust. Isopoda) nouveau du Portugal. Publicacoes do Instituto de Zoologia Dr. Augusto Nobre, 146, 1?24.	Afonso O.	Augusto Nobre	Un Proasellus (Crust. Isopoda) nouveau du Portugal. Publicacoes do Instituto de Zoologia Dr. , 146, 1?
Aellen_Strinati_1962_in_Henry_1976_PhD_Thesis_Dijon	1962	Aellen et Strinati 1962 cited in Henry J.-P. 1976. Recherches sur les Asellidae hypoges de la lignee cavaticus (Crustacea, Isopoda, Asellota). PhD thesis, University of Dijon, Dijon, France.	Aellen et Strinati	PhD thesis, University of Dijon, Dijon, France	cited in Henry J.-P. 1976. Recherches sur les Asellidae hypoges de la lignee cavaticus (Crustacea, Isopoda, Asellota)
Boulanouar_et_al_1991_Stygologia_6_2_119_125	1991	Boulanouar M., Boutin C., Henry J.-P. 1991. Premier aselle anophtalme du Maroc: Proasellus gineti n. sp. (Crustacea, Isopoda, Asellota). Stygologia, 6(2), 119-125.	Boulanouar M., Boutin C., Henry J.-P.	Stygologia	Premier aselle anophtalme du Maroc: Proasellus gineti n. sp. (Crustacea, Isopoda, Asellota)
Boughrous_Ait_2010_Unpublished_Data	2010	Boughrous Ait A. 2010. Unpublished data	Boughrous Ait A.	Unpublished data	
Bou_2002_Unpublished_Data	2002	Bou C. 2002. Unpublished data	Bou C.	Unpublished data	
Bou_1979_Bull_Fed_Tarn_Speleol_Archeol_16_34_42	1979	Bou C. 1979. Les crusaces malacostraces lies au milieu aquatique souterrain de la bordure de la Gresigne. Bull. Fed. Tarn. Speleol. Archeol., 16, 34-42.	Bou C.	Archeol	Les crusaces malacostraces lies au milieu aquatique souterrain de la bordure de la Gresigne. Bull. Fed. Tarn. Speleol.
Bou_1975_Biologia_Gallo_Hellenica_VI_6_101_115	1975	Bou C. 1975. Recherches sur la faune des eaux souterraines de Grece. Biologia Gallo-Hellenica, Toulouse, France, VI(6), 101-115.	Bou C.	Biologia Gallo-Hellenica, Toulouse, France, VI	Recherches sur la faune des eaux souterraines de Grece
Borreguero_et_al_2009_Lapi_di_Bou_213	2009	Borreguero M. et al. 2009. Lapi di Bou. Recherches et explorations speleologiques 1974-2009. Cavernes 53 et hypogees Les Boueux 70 (ISSN 0378-6641 et ISSN 0379-2684). 213 pages.	Borreguero M. et al.	213 pages	Lapi di Bou. Recherches et explorations speleologiques 1974-2009. Cavernes 53 et hypogees Les Boueux 70 (ISSN 0378-6641 et ISSN 0379-2684)
Bonomi_Ruggiu_1968_in_Ckmap_2006_database	1968	Bonomi Ruggiu 1968 cited in CKmap 2006 pubication	Bonomi Ruggiu	Bonomi Ruggiu 1968 cited in CKmap 2006 pubication	cited in CKmap 2006 pubication
Bologna_Vigna_Taglianti_1985_in_Ckmap_2006_database	1985	Bologna Vigna Taglianti 1985 cited in CKmap 2006 pubication	Bologna Vigna Taglianti	Bologna Vigna Taglianti 1985 cited in CKmap 2006 pubication	cited in CKmap 2006 pubication
Bodon_Argano_1982_in_Ckmap_2006_database	1982	Bodon Argano 1982 cited in CKmap 2006 pubication	Bodon Argano	Bodon Argano 1982 cited in CKmap 2006 pubication	cited in CKmap 2006 pubication
Bodon_Argano_1982_Fragm_Entomol_16_2_117_123	1982	Bodon M., Argano R. 1982. Un Asellide delle acque sotterranee della Liguria crientale: Proasellus ligusticus n.sp. (Crustacea, Isopoda, Asellota). Fragm. Entomol., 16(2), 117-123. 	Bodon M., Argano R.	Entomol	Un Asellide delle acque sotterranee della Liguria crientale: Proasellus ligusticus n.sp. (Crustacea, Isopoda, Asellota). Fragm. ., 16(2), 117-123
Birstein_1967_Zool_J_Acad_Sci_USSR_46_6_856_865	1967	Birstein J.A. 1967. Subterranean asellids (Crustacea, Isopoda, Asellota) of the Transcaucasia. Zool. J. Acad. Sci. USSR. 46(6), 856-865.	Birstein J.A.	USSR	Subterranean asellids (Crustacea, Isopoda, Asellota) of the Transcaucasia. Zool. J. Acad. Sci.
Birstein_1951_Akad_Nauk_SSSR_7_5_1_142	1951	Birstein J. A. 1951. Asellota. Faune de l U.R.S.S. 7(5): 1-142 (Akad. Nauk. SSSR, Moscou) (en russe).	Birstein J. A.	SSSR, Moscou) (en russe	Asellota. Faune de l U.R.S.S. 7(5): 1-142 (Akad. Nauk
Birstein_1936_Archs_Mus_zool_Univ_Moscou_3_235_242	1936	Birstein J.A. 1936. Uber kaukasische Aselliden. Archives du Musee de Zoologie de l Universite de Moscou, III, 235-242.	Birstein J.A.	Archives du Musee de Zoologie de l Universite de Moscou, III	Uber kaukasische Aselliden
Bertrand_1972_jeunes_speleos_TCF_3_1_16	1972	Bertrand J.Y. 1972. Faune aquatique hypogee du Valromey (Ain). Recoltes effectuees en 1971. Activites des jeunes speleos du T.C.F. (Groupe de LA LAVANCHE). Avril 1972, Bulletin 3, 1-16.	Bertrand J.Y.	Avril 1972, Bulletin	Faune aquatique hypogee du Valromey (Ain). Recoltes effectuees en 1971. Activites des jeunes speleos du T.C.F. (Groupe de LA LAVANCHE)
Berner_1956_Archiv_Hydrobiol_51_410_414	1956	Berner L. 1956. Note sur les Aselles d eau douce. Archiv fur Hydrobiolgie, 51, 410?414.	Berner L.	Archiv fur Hydrobiolgie	Note sur les Aselles d eau douce. , 51, 410?
Bernasconi_1967_in_Henry_1976_PhD_Thesis_Dijon	1967	Bernasconi 1967 cited in Henry J.-P. 1976. Recherches sur les Asellidae hypoges de la lignee cavaticus (Crustacea, Isopoda, Asellota). PhD thesis, University of Dijon, Dijon, France.	Bernasconi	PhD thesis, University of Dijon, Dijon, France	cited in Henry J.-P. 1976. Recherches sur les Asellidae hypoges de la lignee cavaticus (Crustacea, Isopoda, Asellota)
Barthelemy_1984_PhD_Thesis_Lyon_Fr	1984	Barthelemy D. 1984. lmpact des pollutions sur la faune stygobie karstique: approche typologique sur seize emergences des departements de l Ain et du Jura. PhD Thesis, University Lyon 1, 181 pp.	Barthelemy D.	PhD Thesis, University Lyon	lmpact des pollutions sur la faune stygobie karstique: approche typologique sur seize emergences des departements de l Ain et du Jura.  1, 181 pp.
Baratti_Messana_1990_Mem_Biospeol_17_135_139	1990	Baratti M., Messana G. 1990. An asellid from the subterranean waters of the Apuan Alps: Proasellus nicropectinatus n. sp. (Crustacea, Isopoda, Asellota) Memoires de Biospeologie, 17, 135-139.	Baratti M., Messana G.	(Crustacea, Isopoda, Asellota) Memoires de Biospeologie	An asellid from the subterranean waters of the Apuan Alps: Proasellus nicropectinatus n. sp
